Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 22.00, 0.00, 30.00, 0.00, 0.00,  2
2,"Node 2", 22.00, 1.00, 29.00, 0.00, 0.00,  2
3,"Node 3", 17.00, 4.00, 31.00, 0.00, 0.00,  2
4,"Node 4", 0.00, 0.00, 0.00, 0.00, 0.00,  0
5,"Node 5", 29.00, 0.00, 23.00, 0.00, 0.00,  2
6,"Node 6", 24.00, 5.00, 23.00, 0.00, 0.00,  2
7,"Node 7", 23.00, 4.00, 25.00, 0.00, 0.00,  2
8,"Node 8", 32.00, 2.00, 18.00, 0.00, 0.00,  2
9,"Node 9", 19.00, 6.00, 27.00, 0.00, 0.00,  2
10,"Node 10", 0.00, 0.00, 0.00, 0.00, 0.00,  0
11,"Node 11", 26.00, 4.00, 22.00, 0.00, 0.00,  2
12,"Node 12", 23.00, 1.00, 28.00, 0.00, 0.00,  1
13,"Node 13", 18.00, 16.00, 18.00, 0.00, 0.00,  2
14,"Node 14", 27.00, 1.00, 24.00, 0.00, 0.00,  2
15,"Node 15", 25.00, 6.00, 21.00, 0.00, 0.00,  2
16,"Node 16", 33.00, 4.00, 15.00, 0.00, 0.00,  2
17,"Node 17", 25.00, 2.00, 25.00, 0.00, 0.00,  2
18,"Node 18", 27.00, 12.00, 13.00, 0.00, 0.00,  2
19,"Node 19", 27.00, 1.00, 24.00, 0.00, 0.00,  2
20,"Node 20", 26.00, 11.00, 15.00, 0.00, 0.00,  2
21,"Node 21", 20.00, 12.00, 20.00, 0.00, 0.00,  2
22,"Node 22", 22.00, 4.00, 26.00, 0.00, 0.00,  2
23,"Node 23", 25.00, 12.00, 15.00, 0.00, 0.00,  2
24,"Node 24", 27.00, 19.00, 6.00, 0.00, 0.00,  2
25,"Node 25", 30.00, 1.00, 21.00, 0.00, 0.00,  2
26,"Node 26", 26.00, 8.00, 18.00, 0.00, 0.00,  1
27,"Node 27", 0.00, 0.00, 0.00, 0.00, 0.00,  0
28,"Node 28", 17.00, 16.00, 19.00, 0.00, 0.00,  2
29,"Node 29", 27.00, 3.00, 22.00, 0.00, 0.00,  2
30,"Node 30", 27.00, 13.00, 12.00, 0.00, 0.00,  2
31,"Node 31", 26.00, 8.00, 18.00, 0.00, 0.00,  2
32,"Node 32", 30.00, 0.00, 22.00, 0.00, 0.00,  2
33,"Node 33", 19.00, 30.00, 3.00, 0.00, 0.00,  2
34,"Node 34", 30.00, 3.00, 19.00, 0.00, 0.00,  1
35,"Node 35", 25.00, 5.00, 22.00, 0.00, 0.00,  2
36,"Node 36", 23.00, 11.00, 18.00, 0.00, 0.00,  2
37,"Node 37", 26.00, 3.00, 23.00, 0.00, 0.00,  2
38,"Node 38", 25.00, 19.00, 8.00, 0.00, 0.00,  1
39,"Node 39", 31.00, 1.00, 20.00, 0.00, 0.00,  2
40,"Node 40", 26.00, 1.00, 25.00, 0.00, 0.00,  2
41,"Node 41", 29.00, 5.00, 18.00, 0.00, 0.00,  2
42,"Node 42", 21.00, 2.00, 29.00, 0.00, 0.00,  2
43,"Node 43", 30.00, 11.00, 11.00, 0.00, 0.00,  1
44,"Node 44", 21.00, 7.00, 24.00, 0.00, 0.00,  2
45,"Node 45", 31.00, 1.00, 20.00, 0.00, 0.00,  1
46,"Node 46", 18.00, 15.00, 19.00, 0.00, 0.00,  2
47,"Node 47", 29.00, 3.00, 20.00, 0.00, 0.00,  2
48,"Node 48", 18.00, 26.00, 8.00, 0.00, 0.00,  1
49,"Node 49", 28.00, 5.00, 19.00, 0.00, 0.00,  2
50,"Node 50", 0.00, 0.00, 0.00, 0.00, 0.00,  0
51,"Node 51", 31.00, 4.00, 17.00, 0.00, 0.00,  1
52,"Node 52", 0.00, 0.00, 0.00, 0.00, 0.00,  0
53,"Node 53", 23.00, 19.00, 10.00, 0.00, 0.00,  2
54,"Node 54", 27.00, 2.00, 23.00, 0.00, 0.00,  2
55,"Node 55", 26.00, 1.00, 25.00, 0.00, 0.00,  2
56,"Node 56", 19.00, 15.00, 18.00, 0.00, 0.00,  2
57,"Node 57", 28.00, 0.00, 24.00, 0.00, 0.00,  2
58,"Node 58", 19.00, 23.00, 10.00, 0.00, 0.00,  1
59,"Node 59", 23.00, 17.00, 12.00, 0.00, 0.00,  2
60,"Node 60", 26.00, 13.00, 13.00, 0.00, 0.00,  2
61,"Node 61", 24.00, 4.00, 24.00, 0.00, 0.00,  1
62,"Node 62", 25.00, 2.00, 25.00, 0.00, 0.00,  1
63,"Node 63", 25.00, 3.00, 24.00, 0.00, 0.00,  1
64,"Node 64", 11.00, 41.00, 0.00, 0.00, 0.00,  1
65,"Node 65", 17.00, 27.00, 8.00, 0.00, 0.00,  2
66,"Node 66", 23.00, 8.00, 21.00, 0.00, 0.00,  1
67,"Node 67", 18.00, 16.00, 18.00, 0.00, 0.00,  2
68,"Node 68", 19.00, 21.00, 12.00, 0.00, 0.00,  2
69,"Node 69", 20.00, 1.00, 31.00, 0.00, 0.00,  1
70,"Node 70", 35.00, 3.00, 14.00, 0.00, 0.00,  2
71,"Node 71", 15.00, 31.00, 6.00, 0.00, 0.00,  1
72,"Node 72", 34.00, 4.00, 14.00, 0.00, 0.00,  2
73,"Node 73", 13.00, 28.00, 11.00, 0.00, 0.00,  1
74,"Node 74", 23.00, 0.00, 29.00, 0.00, 0.00,  1
75,"Node 75", 32.00, 13.00, 7.00, 0.00, 0.00,  2
76,"Node 76", 27.00, 4.00, 21.00, 0.00, 0.00,  2
77,"Node 77", 26.00, 4.00, 22.00, 0.00, 0.00,  2
78,"Node 78", 18.00, 5.00, 29.00, 0.00, 0.00,  2
79,"Node 79", 29.00, 3.00, 20.00, 0.00, 0.00,  2
80,"Node 80", 30.00, 4.00, 18.00, 0.00, 0.00,  1
81,"Node 81", 21.00, 5.00, 26.00, 0.00, 0.00,  2
82,"Node 82", 28.00, 5.00, 19.00, 0.00, 0.00,  1
83,"Node 83", 34.00, 11.00, 7.00, 0.00, 0.00,  2
84,"Node 84", 24.00, 13.00, 15.00, 0.00, 0.00,  1
85,"Node 85", 8.00, 43.00, 1.00, 0.00, 0.00,  2
86,"Node 86", 21.00, 21.00, 10.00, 0.00, 0.00,  2
87,"Node 87", 17.00, 27.00, 8.00, 0.00, 0.00,  2
88,"Node 88", 22.00, 18.00, 12.00, 0.00, 0.00,  2
89,"Node 89", 25.00, 12.00, 15.00, 0.00, 0.00,  2
90,"Node 90", 24.00, 9.00, 19.00, 0.00, 0.00,  2
91,"Node 91", 32.00, 1.00, 19.00, 0.00, 0.00,  1
92,"Node 92", 22.00, 19.00, 11.00, 0.00, 0.00,  2
