Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
2,"Node 2", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
3,"Node 3", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
4,"Node 4", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
5,"Node 5", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
6,"Node 6", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
7,"Node 7", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
8,"Node 8", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
9,"Node 9", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
10,"Node 10", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
11,"Node 11", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
12,"Node 12", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
13,"Node 13", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
14,"Node 14", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
15,"Node 15", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
16,"Node 16", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
17,"Node 17", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
18,"Node 18", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
19,"Node 19", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  2
20,"Node 20", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
21,"Node 21", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
22,"Node 22", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
23,"Node 23", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
24,"Node 24", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
25,"Node 25", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
26,"Node 26", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
27,"Node 27", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
28,"Node 28", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
29,"Node 29", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
30,"Node 30", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
31,"Node 31", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
32,"Node 32", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
33,"Node 33", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
34,"Node 34", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
35,"Node 35", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
36,"Node 36", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
37,"Node 37", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
38,"Node 38", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
39,"Node 39", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
40,"Node 40", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
41,"Node 41", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
42,"Node 42", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
43,"Node 43", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
44,"Node 44", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  2
45,"Node 45", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
46,"Node 46", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
47,"Node 47", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
48,"Node 48", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
49,"Node 49", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
50,"Node 50", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
51,"Node 51", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
52,"Node 52", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
53,"Node 53", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
54,"Node 54", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
