Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
2,"Node 2", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
3,"Node 3", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
4,"Node 4", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
5,"Node 5", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
6,"Node 6", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
7,"Node 7", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
8,"Node 8", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
9,"Node 9", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
10,"Node 10", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
11,"Node 11", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
12,"Node 12", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
13,"Node 13", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
14,"Node 14", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
15,"Node 15", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
16,"Node 16", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
17,"Node 17", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
18,"Node 18", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
19,"Node 19", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
20,"Node 20", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
21,"Node 21", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
22,"Node 22", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
23,"Node 23", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
24,"Node 24", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
25,"Node 25", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
26,"Node 26", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
27,"Node 27", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  1
28,"Node 28", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
29,"Node 29", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
30,"Node 30", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
31,"Node 31", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
32,"Node 32", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
33,"Node 33", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
34,"Node 34", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
35,"Node 35", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
36,"Node 36", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
37,"Node 37", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
38,"Node 38", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
39,"Node 39", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
40,"Node 40", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
41,"Node 41", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
42,"Node 42", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
43,"Node 43", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
44,"Node 44", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
45,"Node 45", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
46,"Node 46", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
47,"Node 47", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
48,"Node 48", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
49,"Node 49", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
50,"Node 50", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
51,"Node 51", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
52,"Node 52", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
53,"Node 53", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
