Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 39.00, 0.00, 13.00, 1333.00, 0.00, 0.00,  0,  1
2,"Node 2", 45.00, 0.00, 7.00, 9.00, 0.00, 0.00,  0,  2
3,"Node 3", 29.00, 0.00, 23.00, 753.00, 0.00, 0.00,  0,  1
4,"Node 4", 37.00, 0.00, 15.00, 361.00, 0.00, 0.00,  0,  1
5,"Node 5", 26.00, 0.00, 26.00, 199.00, 0.00, 0.00,  0,  1
6,"Node 6", 41.00, 0.00, 11.00, 7.00, 0.00, 0.00,  0,  2
7,"Node 7", 43.00, 0.00, 9.00, 99.00, 0.00, 0.00,  0,  2
8,"Node 8", 0.00, 0.00, 0.00, 144.00, 0.00, 0.00,  0,  0
9,"Node 9", 33.00, 0.00, 19.00, 4.00, 0.00, 0.00,  0,  2
10,"Node 10", 33.00, 0.00, 19.00, 3.00, 0.00, 0.00,  0,  2
11,"Node 11", 49.00, 0.00, 3.00, 4.00, 0.00, 0.00,  0,  2
12,"Node 12", 38.00, 0.00, 14.00, 0.00, 0.00, 0.00,  0,  1
13,"Node 13", 23.00, 0.00, 29.00, 0.00, 0.00, 0.00,  0,  2
14,"Node 14", 33.00, 0.00, 19.00, 1.00, 0.00, 0.00,  0,  2
15,"Node 15", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  2
16,"Node 16", 38.00, 0.00, 14.00, 1.00, 0.00, 0.00,  0,  2
17,"Node 17", 39.00, 0.00, 13.00, 0.00, 0.00, 0.00,  0,  2
18,"Node 18", 36.00, 0.00, 16.00, 196.00, 0.00, 0.00,  0,  1
19,"Node 19", 34.00, 0.00, 18.00, 0.00, 0.00, 0.00,  0,  2
20,"Node 20", 41.00, 0.00, 11.00, 1.00, 0.00, 0.00,  0,  2
21,"Node 21", 38.00, 0.00, 14.00, 1.00, 0.00, 0.00,  0,  2
22,"Node 22", 38.00, 0.00, 14.00, 0.00, 0.00, 0.00,  0,  2
23,"Node 23", 41.00, 0.00, 11.00, 0.00, 0.00, 0.00,  0,  2
24,"Node 24", 27.00, 0.00, 25.00, 0.00, 0.00, 0.00,  0,  2
25,"Node 25", 36.00, 0.00, 16.00, 1.00, 0.00, 0.00,  0,  2
26,"Node 26", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  2
27,"Node 27", 31.00, 0.00, 21.00, 0.00, 0.00, 0.00,  0,  2
28,"Node 28", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  2
29,"Node 29", 31.00, 0.00, 21.00, 0.00, 0.00, 0.00,  0,  2
30,"Node 30", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  2
31,"Node 31", 26.00, 0.00, 26.00, 0.00, 0.00, 0.00,  0,  2
32,"Node 32", 39.00, 0.00, 13.00, 0.00, 0.00, 0.00,  0,  2
33,"Node 33", 40.00, 0.00, 12.00, 15.00, 0.00, 0.00,  0,  1
34,"Node 34", 40.00, 0.00, 12.00, 5.00, 0.00, 0.00,  0,  1
35,"Node 35", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  2
36,"Node 36", 31.00, 0.00, 21.00, 0.00, 0.00, 0.00,  0,  2
37,"Node 37", 27.00, 0.00, 25.00, 0.00, 0.00, 0.00,  0,  1
38,"Node 38", 39.00, 0.00, 13.00, 0.00, 0.00, 0.00,  0,  2
39,"Node 39", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  2
40,"Node 40", 38.00, 0.00, 14.00, 0.00, 0.00, 0.00,  0,  1
41,"Node 41", 31.00, 0.00, 21.00, 0.00, 0.00, 0.00,  0,  2
42,"Node 42", 27.00, 0.00, 25.00, 0.00, 0.00, 0.00,  0,  2
43,"Node 43", 29.00, 0.00, 23.00, 1.00, 0.00, 0.00,  0,  2
44,"Node 44", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
45,"Node 45", 35.00, 0.00, 17.00, 0.00, 0.00, 0.00,  0,  2
46,"Node 46", 26.00, 0.00, 26.00, 0.00, 0.00, 0.00,  0,  2
47,"Node 47", 29.00, 0.00, 23.00, 0.00, 0.00, 0.00,  0,  2
48,"Node 48", 36.00, 0.00, 16.00, 0.00, 0.00, 0.00,  0,  2
49,"Node 49", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  2
50,"Node 50", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
51,"Node 51", 24.00, 0.00, 28.00, 0.00, 0.00, 0.00,  0,  2
52,"Node 52", 36.00, 0.00, 16.00, 0.00, 0.00, 0.00,  0,  2
53,"Node 53", 36.00, 0.00, 16.00, 20.00, 0.00, 0.00,  0,  1
54,"Node 54", 22.00, 0.00, 30.00, 0.00, 0.00, 0.00,  0,  1
55,"Node 55", 41.00, 0.00, 11.00, 1.00, 0.00, 0.00,  0,  1
56,"Node 56", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  2
57,"Node 57", 39.00, 0.00, 13.00, 0.00, 0.00, 0.00,  0,  2
58,"Node 58", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  2
