Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 35.00, 12.00, 5.00, 0.00, 0.00,  1
2,"Node 2", 37.00, 13.00, 2.00, 0.00, 0.00,  2
3,"Node 3", 28.00, 22.00, 2.00, 0.00, 0.00,  2
4,"Node 4", 37.00, 14.00, 1.00, 0.00, 0.00,  2
5,"Node 5", 20.00, 29.00, 3.00, 0.00, 0.00,  2
6,"Node 6", 18.00, 34.00, 0.00, 0.00, 0.00,  1
7,"Node 7", 21.00, 30.00, 1.00, 0.00, 0.00,  2
8,"Node 8", 31.00, 21.00, 0.00, 0.00, 0.00,  2
9,"Node 9", 15.00, 37.00, 0.00, 0.00, 0.00,  1
10,"Node 10", 26.00, 24.00, 2.00, 0.00, 0.00,  2
11,"Node 11", 17.00, 35.00, 0.00, 0.00, 0.00,  1
12,"Node 12", 22.00, 28.00, 2.00, 0.00, 0.00,  2
13,"Node 13", 13.00, 38.00, 1.00, 0.00, 0.00,  2
14,"Node 14", 10.00, 38.00, 4.00, 0.00, 0.00,  1
15,"Node 15", 9.00, 41.00, 2.00, 0.00, 0.00,  2
16,"Node 16", 21.00, 29.00, 2.00, 0.00, 0.00,  1
17,"Node 17", 12.00, 39.00, 1.00, 0.00, 0.00,  2
18,"Node 18", 15.00, 34.00, 3.00, 0.00, 0.00,  1
19,"Node 19", 20.00, 32.00, 0.00, 0.00, 0.00,  2
20,"Node 20", 9.00, 43.00, 0.00, 0.00, 0.00,  2
21,"Node 21", 22.00, 30.00, 0.00, 0.00, 0.00,  2
22,"Node 22", 17.00, 32.00, 3.00, 0.00, 0.00,  2
23,"Node 23", 14.00, 38.00, 0.00, 0.00, 0.00,  1
24,"Node 24", 19.00, 32.00, 1.00, 0.00, 0.00,  2
25,"Node 25", 12.00, 40.00, 0.00, 0.00, 0.00,  2
26,"Node 26", 16.00, 34.00, 2.00, 0.00, 0.00,  2
27,"Node 27", 17.00, 33.00, 2.00, 0.00, 0.00,  2
28,"Node 28", 17.00, 34.00, 1.00, 0.00, 0.00,  1
29,"Node 29", 20.00, 31.00, 1.00, 0.00, 0.00,  1
30,"Node 30", 0.00, 0.00, 0.00, 0.00, 0.00,  0
31,"Node 31", 4.00, 48.00, 0.00, 0.00, 0.00,  2
32,"Node 32", 9.00, 43.00, 0.00, 0.00, 0.00,  2
33,"Node 33", 0.00, 0.00, 0.00, 0.00, 0.00,  0
34,"Node 34", 18.00, 32.00, 2.00, 0.00, 0.00,  2
35,"Node 35", 11.00, 40.00, 1.00, 0.00, 0.00,  2
36,"Node 36", 9.00, 43.00, 0.00, 0.00, 0.00,  2
37,"Node 37", 0.00, 0.00, 0.00, 0.00, 0.00,  0
38,"Node 38", 4.00, 48.00, 0.00, 0.00, 0.00,  2
39,"Node 39", 19.00, 32.00, 1.00, 0.00, 0.00,  2
40,"Node 40", 19.00, 32.00, 1.00, 0.00, 0.00,  2
41,"Node 41", 17.00, 34.00, 1.00, 0.00, 0.00,  2
42,"Node 42", 18.00, 25.00, 9.00, 0.00, 0.00,  1
43,"Node 43", 8.00, 44.00, 0.00, 0.00, 0.00,  1
44,"Node 44", 5.00, 47.00, 0.00, 0.00, 0.00,  2
45,"Node 45", 13.00, 39.00, 0.00, 0.00, 0.00,  2
46,"Node 46", 6.00, 46.00, 0.00, 0.00, 0.00,  2
47,"Node 47", 5.00, 46.00, 1.00, 0.00, 0.00,  1
48,"Node 48", 8.00, 44.00, 0.00, 0.00, 0.00,  2
49,"Node 49", 12.00, 36.00, 4.00, 0.00, 0.00,  2
50,"Node 50", 6.00, 45.00, 1.00, 0.00, 0.00,  1
51,"Node 51", 0.00, 0.00, 0.00, 0.00, 0.00,  0
52,"Node 52", 9.00, 43.00, 0.00, 0.00, 0.00,  2
53,"Node 53", 6.00, 46.00, 0.00, 0.00, 0.00,  2
54,"Node 54", 5.00, 47.00, 0.00, 0.00, 0.00,  2
55,"Node 55", 11.00, 40.00, 1.00, 0.00, 0.00,  1
56,"Node 56", 6.00, 46.00, 0.00, 0.00, 0.00,  1
57,"Node 57", 7.00, 45.00, 0.00, 0.00, 0.00,  2
58,"Node 58", 4.00, 48.00, 0.00, 0.00, 0.00,  2
59,"Node 59", 1.00, 51.00, 0.00, 0.00, 0.00,  2
60,"Node 60", 7.00, 45.00, 0.00, 0.00, 0.00,  2
61,"Node 61", 16.00, 36.00, 0.00, 0.00, 0.00,  2
62,"Node 62", 10.00, 42.00, 0.00, 0.00, 0.00,  2
63,"Node 63", 13.00, 39.00, 0.00, 0.00, 0.00,  2
64,"Node 64", 12.00, 40.00, 0.00, 0.00, 0.00,  2
65,"Node 65", 9.00, 43.00, 0.00, 0.00, 0.00,  2
66,"Node 66", 13.00, 37.00, 2.00, 0.00, 0.00,  2
67,"Node 67", 5.00, 47.00, 0.00, 0.00, 0.00,  2
68,"Node 68", 18.00, 34.00, 0.00, 0.00, 0.00,  2
69,"Node 69", 17.00, 35.00, 0.00, 0.00, 0.00,  1
70,"Node 70", 6.00, 46.00, 0.00, 0.00, 0.00,  1
71,"Node 71", 5.00, 47.00, 0.00, 0.00, 0.00,  2
72,"Node 72", 13.00, 38.00, 1.00, 0.00, 0.00,  2
73,"Node 73", 6.00, 46.00, 0.00, 0.00, 0.00,  1
74,"Node 74", 3.00, 49.00, 0.00, 0.00, 0.00,  2
75,"Node 75", 14.00, 37.00, 1.00, 0.00, 0.00,  1
76,"Node 76", 13.00, 39.00, 0.00, 0.00, 0.00,  2
77,"Node 77", 4.00, 48.00, 0.00, 0.00, 0.00,  2
78,"Node 78", 2.00, 50.00, 0.00, 0.00, 0.00,  2
79,"Node 79", 14.00, 38.00, 0.00, 0.00, 0.00,  2
80,"Node 80", 4.00, 48.00, 0.00, 0.00, 0.00,  2
81,"Node 81", 16.00, 36.00, 0.00, 0.00, 0.00,  1
82,"Node 82", 8.00, 44.00, 0.00, 0.00, 0.00,  2
83,"Node 83", 8.00, 44.00, 0.00, 0.00, 0.00,  2
84,"Node 84", 4.00, 48.00, 0.00, 0.00, 0.00,  2
85,"Node 85", 9.00, 37.00, 6.00, 0.00, 0.00,  2
86,"Node 86", 1.00, 51.00, 0.00, 0.00, 0.00,  1
87,"Node 87", 9.00, 43.00, 0.00, 0.00, 0.00,  2
88,"Node 88", 7.00, 45.00, 0.00, 0.00, 0.00,  2
89,"Node 89", 13.00, 38.00, 1.00, 0.00, 0.00,  2
