Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 48.00, 0.00, 4.00, 0.00, 0.00,  1
2,"Node 2", 44.00, 0.00, 8.00, 0.00, 0.00,  1
3,"Node 3", 49.00, 0.00, 3.00, 0.00, 0.00,  1
4,"Node 4", 44.00, 0.00, 8.00, 0.00, 0.00,  1
5,"Node 5", 52.00, 0.00, 0.00, 0.00, 0.00,  2
6,"Node 6", 51.00, 0.00, 1.00, 0.00, 0.00,  2
7,"Node 7", 51.00, 0.00, 1.00, 0.00, 0.00,  2
8,"Node 8", 51.00, 0.00, 1.00, 0.00, 0.00,  2
9,"Node 9", 50.00, 0.00, 2.00, 0.00, 0.00,  2
10,"Node 10", 52.00, 0.00, 0.00, 0.00, 0.00,  2
11,"Node 11", 50.00, 0.00, 2.00, 0.00, 0.00,  2
12,"Node 12", 49.00, 0.00, 3.00, 0.00, 0.00,  1
13,"Node 13", 52.00, 0.00, 0.00, 0.00, 0.00,  2
14,"Node 14", 52.00, 0.00, 0.00, 0.00, 0.00,  2
15,"Node 15", 49.00, 0.00, 3.00, 0.00, 0.00,  2
16,"Node 16", 51.00, 0.00, 1.00, 0.00, 0.00,  2
17,"Node 17", 50.00, 0.00, 2.00, 0.00, 0.00,  2
18,"Node 18", 50.00, 0.00, 2.00, 0.00, 0.00,  2
19,"Node 19", 51.00, 0.00, 1.00, 0.00, 0.00,  2
20,"Node 20", 51.00, 0.00, 1.00, 0.00, 0.00,  2
21,"Node 21", 51.00, 0.00, 1.00, 0.00, 0.00,  1
22,"Node 22", 49.00, 0.00, 3.00, 0.00, 0.00,  2
23,"Node 23", 52.00, 0.00, 0.00, 0.00, 0.00,  2
24,"Node 24", 51.00, 0.00, 1.00, 0.00, 0.00,  2
25,"Node 25", 50.00, 0.00, 2.00, 0.00, 0.00,  2
26,"Node 26", 51.00, 0.00, 1.00, 0.00, 0.00,  2
27,"Node 27", 0.00, 0.00, 0.00, 0.00, 0.00,  0
28,"Node 28", 49.00, 0.00, 3.00, 0.00, 0.00,  2
29,"Node 29", 51.00, 0.00, 1.00, 0.00, 0.00,  2
30,"Node 30", 51.00, 0.00, 1.00, 0.00, 0.00,  2
31,"Node 31", 50.00, 0.00, 2.00, 0.00, 0.00,  1
32,"Node 32", 52.00, 0.00, 0.00, 0.00, 0.00,  2
33,"Node 33", 52.00, 0.00, 0.00, 0.00, 0.00,  2
34,"Node 34", 51.00, 0.00, 1.00, 0.00, 0.00,  2
35,"Node 35", 52.00, 0.00, 0.00, 0.00, 0.00,  2
36,"Node 36", 52.00, 0.00, 0.00, 0.00, 0.00,  2
37,"Node 37", 51.00, 0.00, 1.00, 0.00, 0.00,  2
38,"Node 38", 52.00, 0.00, 0.00, 0.00, 0.00,  2
39,"Node 39", 50.00, 0.00, 2.00, 0.00, 0.00,  2
40,"Node 40", 51.00, 0.00, 1.00, 0.00, 0.00,  1
41,"Node 41", 0.00, 0.00, 0.00, 0.00, 0.00,  0
42,"Node 42", 52.00, 0.00, 0.00, 0.00, 0.00,  1
43,"Node 43", 51.00, 0.00, 1.00, 0.00, 0.00,  2
