Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail
1,"Node 1", 47.00, 4.00, 1.00, 0.00, 0.00
2,"Node 2", 46.00, 0.00, 6.00, 0.00, 0.00
3,"Node 3", 0.00, 0.00, 0.00, 0.00, 0.00
4,"Node 4", 50.00, 0.00, 2.00, 0.00, 0.00
5,"Node 5", 50.00, 0.00, 2.00, 0.00, 0.00
6,"Node 6", 48.00, 1.00, 3.00, 0.00, 0.00
7,"Node 7", 0.00, 0.00, 0.00, 0.00, 0.00
8,"Node 8", 0.00, 0.00, 0.00, 0.00, 0.00
9,"Node 9", 48.00, 1.00, 3.00, 0.00, 0.00
10,"Node 10", 0.00, 0.00, 0.00, 0.00, 0.00
11,"Node 11", 44.00, 7.00, 1.00, 0.00, 0.00
12,"Node 12", 44.00, 4.00, 4.00, 0.00, 0.00
13,"Node 13", 41.00, 8.00, 3.00, 0.00, 0.00
14,"Node 14", 46.00, 2.00, 4.00, 0.00, 0.00
15,"Node 15", 45.00, 5.00, 2.00, 0.00, 0.00
16,"Node 16", 40.00, 6.00, 6.00, 0.00, 0.00
17,"Node 17", 44.00, 4.00, 4.00, 0.00, 0.00
18,"Node 18", 0.00, 0.00, 0.00, 0.00, 0.00
19,"Node 19", 45.00, 6.00, 1.00, 0.00, 0.00
20,"Node 20", 42.00, 6.00, 4.00, 0.00, 0.00
21,"Node 21", 0.00, 0.00, 0.00, 0.00, 0.00
22,"Node 22", 32.00, 18.00, 2.00, 0.00, 0.00
23,"Node 23", 36.00, 12.00, 4.00, 0.00, 0.00
24,"Node 24", 42.00, 6.00, 4.00, 0.00, 0.00
25,"Node 25", 45.00, 1.00, 6.00, 0.00, 0.00
26,"Node 26", 39.00, 11.00, 2.00, 0.00, 0.00
27,"Node 27", 37.00, 13.00, 2.00, 0.00, 0.00
28,"Node 28", 34.00, 12.00, 6.00, 0.00, 0.00
29,"Node 29", 38.00, 12.00, 2.00, 0.00, 0.00
30,"Node 30", 46.00, 4.00, 2.00, 0.00, 0.00
31,"Node 31", 0.00, 0.00, 0.00, 0.00, 0.00
32,"Node 32", 0.00, 0.00, 0.00, 0.00, 0.00
33,"Node 33", 37.00, 13.00, 2.00, 0.00, 0.00
34,"Node 34", 37.00, 12.00, 3.00, 0.00, 0.00
35,"Node 35", 39.00, 11.00, 2.00, 0.00, 0.00
36,"Node 36", 37.00, 14.00, 1.00, 0.00, 0.00
37,"Node 37", 30.00, 14.00, 8.00, 0.00, 0.00
38,"Node 38", 39.00, 11.00, 2.00, 0.00, 0.00
39,"Node 39", 40.00, 9.00, 3.00, 0.00, 0.00
40,"Node 40", 40.00, 7.00, 5.00, 0.00, 0.00
41,"Node 41", 0.00, 0.00, 0.00, 0.00, 0.00
42,"Node 42", 37.00, 10.00, 5.00, 0.00, 0.00
43,"Node 43", 38.00, 14.00, 0.00, 0.00, 0.00
44,"Node 44", 27.00, 25.00, 0.00, 0.00, 0.00
45,"Node 45", 0.00, 0.00, 0.00, 0.00, 0.00
46,"Node 46", 37.00, 14.00, 1.00, 0.00, 0.00
47,"Node 47", 27.00, 25.00, 0.00, 0.00, 0.00
48,"Node 48", 28.00, 16.00, 8.00, 0.00, 0.00
49,"Node 49", 32.00, 16.00, 4.00, 0.00, 0.00
50,"Node 50", 28.00, 23.00, 1.00, 0.00, 0.00
51,"Node 51", 38.00, 11.00, 3.00, 0.00, 0.00
52,"Node 52", 0.00, 0.00, 0.00, 0.00, 0.00
53,"Node 53", 0.00, 0.00, 0.00, 0.00, 0.00
54,"Node 54", 0.00, 0.00, 0.00, 0.00, 0.00
55,"Node 55", 26.00, 20.00, 6.00, 0.00, 0.00
56,"Node 56", 25.00, 26.00, 1.00, 0.00, 0.00
57,"Node 57", 30.00, 22.00, 0.00, 0.00, 0.00
58,"Node 58", 0.00, 0.00, 0.00, 0.00, 0.00
59,"Node 59", 0.00, 0.00, 0.00, 0.00, 0.00
60,"Node 60", 25.00, 24.00, 3.00, 0.00, 0.00
61,"Node 61", 26.00, 23.00, 3.00, 0.00, 0.00
62,"Node 62", 27.00, 24.00, 1.00, 0.00, 0.00
63,"Node 63", 22.00, 30.00, 0.00, 0.00, 0.00
64,"Node 64", 37.00, 12.00, 3.00, 0.00, 0.00
65,"Node 65", 29.00, 18.00, 5.00, 0.00, 0.00
66,"Node 66", 36.00, 11.00, 5.00, 0.00, 0.00
67,"Node 67", 0.00, 0.00, 0.00, 0.00, 0.00
68,"Node 68", 21.00, 30.00, 1.00, 0.00, 0.00
69,"Node 69", 0.00, 0.00, 0.00, 0.00, 0.00
70,"Node 70", 39.00, 9.00, 4.00, 0.00, 0.00
71,"Node 71", 15.00, 36.00, 1.00, 0.00, 0.00
72,"Node 72", 22.00, 24.00, 6.00, 0.00, 0.00
73,"Node 73", 32.00, 18.00, 2.00, 0.00, 0.00
74,"Node 74", 27.00, 23.00, 2.00, 0.00, 0.00
75,"Node 75", 28.00, 23.00, 1.00, 0.00, 0.00
76,"Node 76", 29.00, 23.00, 0.00, 0.00, 0.00
77,"Node 77", 36.00, 10.00, 6.00, 0.00, 0.00
78,"Node 78", 0.00, 0.00, 0.00, 0.00, 0.00
79,"Node 79", 30.00, 22.00, 0.00, 0.00, 0.00
80,"Node 80", 0.00, 0.00, 0.00, 0.00, 0.00
81,"Node 81", 22.00, 20.00, 10.00, 0.00, 0.00
82,"Node 82", 37.00, 14.00, 1.00, 0.00, 0.00
83,"Node 83", 20.00, 27.00, 5.00, 0.00, 0.00
84,"Node 84", 20.00, 32.00, 0.00, 0.00, 0.00
85,"Node 85", 40.00, 11.00, 1.00, 0.00, 0.00
86,"Node 86", 31.00, 17.00, 4.00, 0.00, 0.00
87,"Node 87", 32.00, 17.00, 3.00, 0.00, 0.00
88,"Node 88", 22.00, 28.00, 2.00, 0.00, 0.00
89,"Node 89", 0.00, 0.00, 0.00, 0.00, 0.00
90,"Node 90", 37.00, 12.00, 3.00, 0.00, 0.00
91,"Node 91", 27.00, 25.00, 0.00, 0.00, 0.00
92,"Node 92", 0.00, 0.00, 0.00, 0.00, 0.00
93,"Node 93", 0.00, 0.00, 0.00, 0.00, 0.00
94,"Node 94", 23.00, 26.00, 3.00, 0.00, 0.00
95,"Node 95", 30.00, 17.00, 5.00, 0.00, 0.00
96,"Node 96", 0.00, 0.00, 0.00, 0.00, 0.00
97,"Node 97", 0.00, 0.00, 0.00, 0.00, 0.00
98,"Node 98", 33.00, 17.00, 2.00, 0.00, 0.00
99,"Node 99", 20.00, 30.00, 2.00, 0.00, 0.00
100,"Node 100", 0.00, 0.00, 0.00, 0.00, 0.00
