Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail
48,"Node 48", 0.00, 0.00, 0.00, 0.00, 0.00
49,"Node 49", 3.00, 49.00, 0.00, 0.00, 0.00
50,"Node 50", 2.00, 50.00, 0.00, 0.00, 0.00
51,"Node 51", 0.00, 0.00, 0.00, 0.00, 0.00
52,"Node 52", 1.00, 51.00, 0.00, 0.00, 0.00
53,"Node 53", 1.00, 51.00, 0.00, 0.00, 0.00
54,"Node 54", 5.00, 47.00, 0.00, 0.00, 0.00
55,"Node 55", 0.00, 0.00, 0.00, 0.00, 0.00
56,"Node 56", 2.00, 50.00, 0.00, 0.00, 0.00
57,"Node 57", 8.00, 44.00, 0.00, 0.00, 0.00
58,"Node 58", 1.00, 51.00, 0.00, 0.00, 0.00
59,"Node 59", 0.00, 0.00, 0.00, 0.00, 0.00
60,"Node 60", 0.00, 52.00, 0.00, 0.00, 0.00
61,"Node 61", 2.00, 50.00, 0.00, 0.00, 0.00
62,"Node 62", 3.00, 49.00, 0.00, 0.00, 0.00
63,"Node 63", 2.00, 50.00, 0.00, 0.00, 0.00
64,"Node 64", 3.00, 49.00, 0.00, 0.00, 0.00
65,"Node 65", 2.00, 50.00, 0.00, 0.00, 0.00
66,"Node 66", 1.00, 51.00, 0.00, 0.00, 0.00
67,"Node 67", 0.00, 52.00, 0.00, 0.00, 0.00
68,"Node 68", 7.00, 45.00, 0.00, 0.00, 0.00
69,"Node 69", 15.00, 36.00, 1.00, 0.00, 0.00
70,"Node 70", 3.00, 49.00, 0.00, 0.00, 0.00
71,"Node 71", 0.00, 0.00, 0.00, 0.00, 0.00
72,"Node 72", 0.00, 0.00, 0.00, 0.00, 0.00
73,"Node 73", 3.00, 49.00, 0.00, 0.00, 0.00
74,"Node 74", 8.00, 42.00, 2.00, 0.00, 0.00
75,"Node 75", 4.00, 48.00, 0.00, 0.00, 0.00
76,"Node 76", 0.00, 0.00, 0.00, 0.00, 0.00
77,"Node 77", 2.00, 50.00, 0.00, 0.00, 0.00
78,"Node 78", 1.00, 51.00, 0.00, 0.00, 0.00
79,"Node 79", 0.00, 0.00, 0.00, 0.00, 0.00
80,"Node 80", 5.00, 47.00, 0.00, 0.00, 0.00
81,"Node 81", 5.00, 47.00, 0.00, 0.00, 0.00
82,"Node 82", 5.00, 47.00, 0.00, 0.00, 0.00
83,"Node 83", 1.00, 51.00, 0.00, 0.00, 0.00
84,"Node 84", 0.00, 52.00, 0.00, 0.00, 0.00
85,"Node 85", 0.00, 52.00, 0.00, 0.00, 0.00
86,"Node 86", 0.00, 0.00, 0.00, 0.00, 0.00
87,"Node 87", 0.00, 0.00, 0.00, 0.00, 0.00
88,"Node 88", 0.00, 52.00, 0.00, 0.00, 0.00
89,"Node 89", 0.00, 52.00, 0.00, 0.00, 0.00
90,"Node 90", 3.00, 49.00, 0.00, 0.00, 0.00
91,"Node 91", 0.00, 0.00, 0.00, 0.00, 0.00
92,"Node 92", 6.00, 46.00, 0.00, 0.00, 0.00
93,"Node 93", 1.00, 51.00, 0.00, 0.00, 0.00
94,"Node 94", 2.00, 50.00, 0.00, 0.00, 0.00
95,"Node 95", 3.00, 49.00, 0.00, 0.00, 0.00
96,"Node 96", 0.00, 52.00, 0.00, 0.00, 0.00
97,"Node 97", 0.00, 0.00, 0.00, 0.00, 0.00
98,"Node 98", 5.00, 47.00, 0.00, 0.00, 0.00
99,"Node 99", 11.00, 40.00, 1.00, 0.00, 0.00
100,"Node 100", 3.00, 49.00, 0.00, 0.00, 0.00
101,"Node 101", 3.00, 49.00, 0.00, 0.00, 0.00
