Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 199.00, 0.00, 9.00, 0.00, 0.00,  0,  2
2,"Node 2", 204.00, 0.00, 4.00, 0.00, 0.00,  0,  1
3,"Node 3", 178.00, 0.00, 30.00, 0.00, 0.00,  0,  1
4,"Node 4", 193.00, 0.00, 15.00, 0.00, 0.00,  0,  2
5,"Node 5", 202.00, 0.00, 6.00, 0.00, 0.00,  0,  2
6,"Node 6", 202.00, 0.00, 6.00, 0.00, 0.00,  0,  2
7,"Node 7", 166.00, 0.00, 42.00, 0.00, 0.00,  0,  1
8,"Node 8", 201.00, 0.00, 7.00, 0.00, 0.00,  0,  2
9,"Node 9", 196.00, 0.00, 12.00, 0.00, 0.00,  0,  2
10,"Node 10", 185.00, 0.00, 23.00, 0.00, 0.00,  0,  1
11,"Node 11", 196.00, 0.00, 12.00, 0.00, 0.00,  0,  2
12,"Node 12", 199.00, 0.00, 9.00, 0.00, 0.00,  0,  2
13,"Node 13", 190.00, 0.00, 18.00, 0.00, 0.00,  0,  2
14,"Node 14", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
15,"Node 15", 198.00, 0.00, 10.00, 0.00, 0.00,  0,  2
16,"Node 16", 196.00, 0.00, 12.00, 0.00, 0.00,  0,  2
17,"Node 17", 199.00, 0.00, 8.00, 1.00, 0.00,  0,  1
18,"Node 18", 200.00, 0.00, 8.00, 0.00, 0.00,  0,  2
19,"Node 19", 193.00, 0.00, 15.00, 0.00, 0.00,  0,  2
20,"Node 20", 189.00, 0.00, 19.00, 0.00, 0.00,  0,  2
21,"Node 21", 194.00, 0.00, 14.00, 0.00, 0.00,  0,  2
22,"Node 22", 203.00, 0.00, 5.00, 0.00, 0.00,  0,  2
23,"Node 23", 197.00, 0.00, 11.00, 0.00, 0.00,  0,  2
24,"Node 24", 195.00, 0.00, 13.00, 0.00, 0.00,  0,  2
25,"Node 25", 200.00, 0.00, 8.00, 0.00, 0.00,  0,  2
26,"Node 26", 175.00, 0.00, 33.00, 0.00, 0.00,  0,  1
27,"Node 27", 200.00, 0.00, 8.00, 0.00, 0.00,  0,  1
28,"Node 28", 200.00, 0.00, 8.00, 0.00, 0.00,  0,  2
29,"Node 29", 196.00, 0.00, 12.00, 0.00, 0.00,  0,  2
30,"Node 30", 194.00, 0.00, 14.00, 0.00, 0.00,  0,  2
