Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
2,"Node 2", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
3,"Node 3", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
4,"Node 4", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
5,"Node 5", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
6,"Node 6", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
7,"Node 7", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
8,"Node 8", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
9,"Node 9", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
10,"Node 10", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
11,"Node 11", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  2
12,"Node 12", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
13,"Node 13", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
14,"Node 14", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
15,"Node 15", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
16,"Node 16", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
17,"Node 17", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  1
18,"Node 18", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
19,"Node 19", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
20,"Node 20", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
21,"Node 21", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
22,"Node 22", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
23,"Node 23", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
24,"Node 24", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
25,"Node 25", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
26,"Node 26", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
27,"Node 27", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
28,"Node 28", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
29,"Node 29", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
30,"Node 30", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
31,"Node 31", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
32,"Node 32", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
33,"Node 33", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
34,"Node 34", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
35,"Node 35", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
36,"Node 36", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
37,"Node 37", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
38,"Node 38", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
39,"Node 39", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
40,"Node 40", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  2
41,"Node 41", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
42,"Node 42", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
43,"Node 43", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
44,"Node 44", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
45,"Node 45", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
46,"Node 46", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
47,"Node 47", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  2
48,"Node 48", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
49,"Node 49", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
50,"Node 50", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
51,"Node 51", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
52,"Node 52", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
53,"Node 53", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
54,"Node 54", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
55,"Node 55", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
56,"Node 56", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
57,"Node 57", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  2
58,"Node 58", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
59,"Node 59", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
60,"Node 60", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
61,"Node 61", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
62,"Node 62", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
63,"Node 63", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
