Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
2,"Node 2", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
3,"Node 3", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
4,"Node 4", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
5,"Node 5", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
6,"Node 6", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
7,"Node 7", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
8,"Node 8", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
9,"Node 9", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
10,"Node 10", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
11,"Node 11", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
12,"Node 12", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
13,"Node 13", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
14,"Node 14", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
15,"Node 15", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
16,"Node 16", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
17,"Node 17", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
18,"Node 18", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  1
19,"Node 19", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
20,"Node 20", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
21,"Node 21", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
22,"Node 22", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
23,"Node 23", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  1
24,"Node 24", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
25,"Node 25", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
26,"Node 26", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
27,"Node 27", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
28,"Node 28", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
29,"Node 29", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
30,"Node 30", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
31,"Node 31", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
32,"Node 32", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
33,"Node 33", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
34,"Node 34", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
35,"Node 35", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
36,"Node 36", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
37,"Node 37", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
38,"Node 38", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
39,"Node 39", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
40,"Node 40", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
41,"Node 41", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  1
42,"Node 42", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
43,"Node 43", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
44,"Node 44", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
45,"Node 45", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
46,"Node 46", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
47,"Node 47", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
48,"Node 48", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
49,"Node 49", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
50,"Node 50", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
51,"Node 51", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
52,"Node 52", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
53,"Node 53", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
54,"Node 54", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
55,"Node 55", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
56,"Node 56", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
57,"Node 57", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
58,"Node 58", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
59,"Node 59", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
60,"Node 60", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
61,"Node 61", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
62,"Node 62", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
63,"Node 63", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  1
64,"Node 64", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
65,"Node 65", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
66,"Node 66", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
67,"Node 67", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
68,"Node 68", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
69,"Node 69", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
70,"Node 70", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
71,"Node 71", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
72,"Node 72", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
73,"Node 73", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
74,"Node 74", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
75,"Node 75", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
76,"Node 76", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
77,"Node 77", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
78,"Node 78", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
79,"Node 79", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
80,"Node 80", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
81,"Node 81", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
82,"Node 82", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
83,"Node 83", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
