Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
2,"Node 2", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
3,"Node 3", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
4,"Node 4", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
5,"Node 5", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
6,"Node 6", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
7,"Node 7", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
8,"Node 8", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
9,"Node 9", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
10,"Node 10", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
11,"Node 11", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
12,"Node 12", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
13,"Node 13", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
14,"Node 14", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
15,"Node 15", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
16,"Node 16", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
17,"Node 17", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
18,"Node 18", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
19,"Node 19", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
20,"Node 20", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  1
21,"Node 21", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
22,"Node 22", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
23,"Node 23", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
24,"Node 24", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
25,"Node 25", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
26,"Node 26", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
27,"Node 27", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  1
28,"Node 28", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
29,"Node 29", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
30,"Node 30", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
