Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 41.00, 5.00, 6.00, 0.00, 0.00,  2
2,"Node 2", 40.00, 12.00, 0.00, 0.00, 0.00,  2
3,"Node 3", 33.00, 18.00, 1.00, 0.00, 0.00,  2
4,"Node 4", 41.00, 9.00, 2.00, 0.00, 0.00,  2
5,"Node 5", 18.00, 34.00, 0.00, 0.00, 0.00,  2
6,"Node 6", 20.00, 32.00, 0.00, 0.00, 0.00,  1
7,"Node 7", 30.00, 19.00, 3.00, 0.00, 0.00,  2
8,"Node 8", 25.00, 27.00, 0.00, 0.00, 0.00,  2
9,"Node 9", 19.00, 33.00, 0.00, 0.00, 0.00,  2
10,"Node 10", 24.00, 27.00, 1.00, 0.00, 0.00,  2
11,"Node 11", 13.00, 39.00, 0.00, 0.00, 0.00,  2
12,"Node 12", 18.00, 30.00, 4.00, 0.00, 0.00,  2
13,"Node 13", 13.00, 38.00, 1.00, 0.00, 0.00,  2
14,"Node 14", 0.00, 0.00, 0.00, 0.00, 0.00,  0
15,"Node 15", 10.00, 40.00, 2.00, 0.00, 0.00,  2
16,"Node 16", 21.00, 29.00, 2.00, 0.00, 0.00,  2
17,"Node 17", 12.00, 40.00, 0.00, 0.00, 0.00,  1
18,"Node 18", 26.00, 23.00, 3.00, 0.00, 0.00,  1
19,"Node 19", 10.00, 42.00, 0.00, 0.00, 0.00,  1
20,"Node 20", 4.00, 48.00, 0.00, 0.00, 0.00,  2
21,"Node 21", 24.00, 26.00, 2.00, 0.00, 0.00,  2
22,"Node 22", 0.00, 0.00, 0.00, 0.00, 0.00,  0
23,"Node 23", 13.00, 39.00, 0.00, 0.00, 0.00,  2
24,"Node 24", 19.00, 32.00, 1.00, 0.00, 0.00,  1
25,"Node 25", 10.00, 42.00, 0.00, 0.00, 0.00,  1
26,"Node 26", 24.00, 27.00, 1.00, 0.00, 0.00,  2
27,"Node 27", 19.00, 29.00, 4.00, 0.00, 0.00,  2
28,"Node 28", 23.00, 27.00, 2.00, 0.00, 0.00,  2
29,"Node 29", 21.00, 30.00, 1.00, 0.00, 0.00,  2
30,"Node 30", 12.00, 36.00, 4.00, 0.00, 0.00,  2
