Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
2,"Node 2", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
3,"Node 3", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
4,"Node 4", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
5,"Node 5", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
6,"Node 6", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
7,"Node 7", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
8,"Node 8", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
9,"Node 9", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
10,"Node 10", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
11,"Node 11", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
12,"Node 12", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
13,"Node 13", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
14,"Node 14", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
15,"Node 15", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
16,"Node 16", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
17,"Node 17", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
18,"Node 18", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
19,"Node 19", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
20,"Node 20", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
21,"Node 21", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
22,"Node 22", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
23,"Node 23", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
24,"Node 24", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
25,"Node 25", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
26,"Node 26", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
27,"Node 27", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
28,"Node 28", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
29,"Node 29", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
30,"Node 30", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
31,"Node 31", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
32,"Node 32", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
33,"Node 33", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
34,"Node 34", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
35,"Node 35", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
