Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 44.00, 0.00, 8.00, 682.00, 0.00, 0.00,  0,  2
2,"Node 2", 49.00, 0.00, 3.00, 28.00, 0.00, 0.00,  0,  2
3,"Node 3", 46.00, 0.00, 6.00, 289.00, 0.00, 0.00,  0,  2
4,"Node 4", 49.00, 0.00, 3.00, 215.00, 0.00, 0.00,  0,  2
5,"Node 5", 43.00, 0.00, 9.00, 9.00, 0.00, 0.00,  0,  2
6,"Node 6", 42.00, 0.00, 10.00, 88.00, 0.00, 0.00,  0,  1
7,"Node 7", 49.00, 0.00, 3.00, 48.00, 0.00, 0.00,  0,  2
8,"Node 8", 0.00, 0.00, 0.00, 103.00, 0.00, 0.00,  0,  0
9,"Node 9", 43.00, 0.00, 9.00, 1.00, 0.00, 0.00,  0,  1
10,"Node 10", 46.00, 0.00, 6.00, 3.00, 0.00, 0.00,  0,  2
11,"Node 11", 34.00, 0.00, 18.00, 29.00, 0.00, 0.00,  0,  1
12,"Node 12", 43.00, 0.00, 9.00, 5.00, 0.00, 0.00,  0,  1
13,"Node 13", 41.00, 0.00, 11.00, 0.00, 0.00, 0.00,  0,  2
14,"Node 14", 40.00, 0.00, 12.00, 29.00, 0.00, 0.00,  0,  1
15,"Node 15", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
16,"Node 16", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  2
17,"Node 17", 47.00, 0.00, 5.00, 2.00, 0.00, 0.00,  0,  1
18,"Node 18", 37.00, 0.00, 15.00, 41.00, 0.00, 0.00,  0,  2
19,"Node 19", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  1
20,"Node 20", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
21,"Node 21", 47.00, 0.00, 5.00, 2.00, 0.00, 0.00,  0,  2
22,"Node 22", 47.00, 0.00, 5.00, 2.00, 0.00, 0.00,  0,  2
23,"Node 23", 46.00, 0.00, 6.00, 9.00, 0.00, 0.00,  0,  1
24,"Node 24", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
25,"Node 25", 37.00, 0.00, 15.00, 6.00, 0.00, 0.00,  0,  2
26,"Node 26", 46.00, 0.00, 6.00, 0.00, 0.00, 0.00,  0,  2
27,"Node 27", 47.00, 0.00, 5.00, 0.00, 0.00, 0.00,  0,  1
28,"Node 28", 44.00, 0.00, 8.00, 1.00, 0.00, 0.00,  0,  2
29,"Node 29", 44.00, 0.00, 8.00, 0.00, 0.00, 0.00,  0,  2
30,"Node 30", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
31,"Node 31", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  2
32,"Node 32", 40.00, 0.00, 12.00, 0.00, 0.00, 0.00,  0,  2
33,"Node 33", 46.00, 0.00, 6.00, 0.00, 0.00, 0.00,  0,  2
34,"Node 34", 39.00, 0.00, 13.00, 0.00, 0.00, 0.00,  0,  2
35,"Node 35", 44.00, 0.00, 8.00, 0.00, 0.00, 0.00,  0,  2
36,"Node 36", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  2
37,"Node 37", 40.00, 0.00, 12.00, 0.00, 0.00, 0.00,  0,  1
38,"Node 38", 46.00, 0.00, 6.00, 0.00, 0.00, 0.00,  0,  2
39,"Node 39", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
40,"Node 40", 48.00, 0.00, 4.00, 0.00, 0.00, 0.00,  0,  2
41,"Node 41", 38.00, 0.00, 14.00, 1.00, 0.00, 0.00,  0,  1
42,"Node 42", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
43,"Node 43", 39.00, 0.00, 13.00, 1.00, 0.00, 0.00,  0,  1
44,"Node 44", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  1
45,"Node 45", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  2
46,"Node 46", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  1
47,"Node 47", 41.00, 0.00, 11.00, 0.00, 0.00, 0.00,  0,  2
48,"Node 48", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  2
49,"Node 49", 37.00, 0.00, 15.00, 0.00, 0.00, 0.00,  0,  2
50,"Node 50", 38.00, 0.00, 14.00, 1.00, 0.00, 0.00,  0,  2
51,"Node 51", 44.00, 0.00, 8.00, 0.00, 0.00, 0.00,  0,  2
52,"Node 52", 49.00, 0.00, 3.00, 0.00, 0.00, 0.00,  0,  2
53,"Node 53", 42.00, 0.00, 10.00, 1.00, 0.00, 0.00,  0,  1
54,"Node 54", 35.00, 0.00, 17.00, 0.00, 0.00, 0.00,  0,  2
55,"Node 55", 44.00, 0.00, 8.00, 1.00, 0.00, 0.00,  0,  2
56,"Node 56", 43.00, 0.00, 9.00, 1.00, 0.00, 0.00,  0,  1
57,"Node 57", 38.00, 0.00, 14.00, 0.00, 0.00, 0.00,  0,  2
58,"Node 58", 49.00, 0.00, 3.00, 0.00, 0.00, 0.00,  0,  2
59,"Node 59", 37.00, 0.00, 15.00, 0.00, 0.00, 0.00,  0,  1
60,"Node 60", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
61,"Node 61", 36.00, 0.00, 16.00, 0.00, 0.00, 0.00,  0,  2
62,"Node 62", 42.00, 0.00, 10.00, 1.00, 0.00, 0.00,  0,  2
63,"Node 63", 44.00, 0.00, 8.00, 0.00, 0.00, 0.00,  0,  2
64,"Node 64", 49.00, 0.00, 3.00, 2.00, 0.00, 0.00,  0,  2
65,"Node 65", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  2
66,"Node 66", 37.00, 0.00, 15.00, 0.00, 0.00, 0.00,  0,  2
67,"Node 67", 49.00, 0.00, 3.00, 0.00, 0.00, 0.00,  0,  2
68,"Node 68", 41.00, 0.00, 11.00, 1.00, 0.00, 0.00,  0,  1
69,"Node 69", 47.00, 0.00, 5.00, 0.00, 0.00, 0.00,  0,  2
70,"Node 70", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
71,"Node 71", 49.00, 0.00, 3.00, 0.00, 0.00, 0.00,  0,  2
72,"Node 72", 41.00, 0.00, 11.00, 0.00, 0.00, 0.00,  0,  2
73,"Node 73", 43.00, 0.00, 9.00, 0.00, 0.00, 0.00,  0,  2
74,"Node 74", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  2
75,"Node 75", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  1
76,"Node 76", 44.00, 0.00, 8.00, 1.00, 0.00, 0.00,  0,  1
77,"Node 77", 49.00, 0.00, 3.00, 1.00, 0.00, 0.00,  0,  2
78,"Node 78", 42.00, 0.00, 10.00, 0.00, 0.00, 0.00,  0,  2
