Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
2,"Node 2", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
3,"Node 3", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
4,"Node 4", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
5,"Node 5", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
6,"Node 6", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
7,"Node 7", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
8,"Node 8", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
9,"Node 9", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
10,"Node 10", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
11,"Node 11", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
12,"Node 12", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
13,"Node 13", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
14,"Node 14", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
15,"Node 15", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
16,"Node 16", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
17,"Node 17", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
18,"Node 18", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
19,"Node 19", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
20,"Node 20", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
21,"Node 21", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
22,"Node 22", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
23,"Node 23", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
24,"Node 24", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
25,"Node 25", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
26,"Node 26", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
27,"Node 27", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
28,"Node 28", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
29,"Node 29", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
30,"Node 30", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
31,"Node 31", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
32,"Node 32", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
33,"Node 33", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
34,"Node 34", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
35,"Node 35", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
36,"Node 36", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
37,"Node 37", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
38,"Node 38", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
39,"Node 39", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
40,"Node 40", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
41,"Node 41", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
42,"Node 42", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
43,"Node 43", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
44,"Node 44", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
45,"Node 45", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
46,"Node 46", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
47,"Node 47", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
48,"Node 48", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
49,"Node 49", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
50,"Node 50", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
51,"Node 51", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
52,"Node 52", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
53,"Node 53", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
54,"Node 54", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
55,"Node 55", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
56,"Node 56", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
57,"Node 57", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
58,"Node 58", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
59,"Node 59", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
60,"Node 60", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
61,"Node 61", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
62,"Node 62", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
63,"Node 63", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
64,"Node 64", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
65,"Node 65", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
66,"Node 66", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
67,"Node 67", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
68,"Node 68", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
69,"Node 69", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
70,"Node 70", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
71,"Node 71", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
72,"Node 72", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
73,"Node 73", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
74,"Node 74", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
75,"Node 75", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
76,"Node 76", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
77,"Node 77", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
78,"Node 78", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
79,"Node 79", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
80,"Node 80", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
81,"Node 81", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
82,"Node 82", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
83,"Node 83", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
84,"Node 84", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
85,"Node 85", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
86,"Node 86", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
87,"Node 87", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
88,"Node 88", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
89,"Node 89", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
90,"Node 90", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
91,"Node 91", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
92,"Node 92", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
93,"Node 93", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
94,"Node 94", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
95,"Node 95", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
96,"Node 96", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
97,"Node 97", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
98,"Node 98", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
99,"Node 99", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
100,"Node 100", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
