Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
2,"Node 2", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
3,"Node 3", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
4,"Node 4", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
5,"Node 5", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
6,"Node 6", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
7,"Node 7", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
8,"Node 8", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
9,"Node 9", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
10,"Node 10", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
11,"Node 11", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
12,"Node 12", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
13,"Node 13", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
14,"Node 14", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
15,"Node 15", 9.00, 0.00, 43.00, 0.00, 0.00,  0,  1
16,"Node 16", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
17,"Node 17", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
18,"Node 18", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
19,"Node 19", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
20,"Node 20", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
21,"Node 21", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
22,"Node 22", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
23,"Node 23", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
24,"Node 24", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
25,"Node 25", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
26,"Node 26", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
27,"Node 27", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
28,"Node 28", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
29,"Node 29", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
30,"Node 30", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
31,"Node 31", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
32,"Node 32", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  2
33,"Node 33", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
34,"Node 34", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  2
35,"Node 35", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
