Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
2,"Node 2", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
3,"Node 3", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
4,"Node 4", 10.00, 0.00, 42.00, 0.00, 0.00,  0,  1
5,"Node 5", 3.00, 0.00, 49.00, 0.00, 0.00,  0,  1
6,"Node 6", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  1
7,"Node 7", 5.00, 0.00, 47.00, 0.00, 0.00,  0,  1
8,"Node 8", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
9,"Node 9", 7.00, 0.00, 45.00, 0.00, 0.00,  0,  1
10,"Node 10", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
11,"Node 11", 10.00, 0.00, 42.00, 0.00, 0.00,  0,  1
12,"Node 12", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
13,"Node 13", 3.00, 0.00, 49.00, 0.00, 0.00,  0,  1
14,"Node 14", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
15,"Node 15", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
16,"Node 16", 2.00, 0.00, 50.00, 0.00, 0.00,  0,  2
17,"Node 17", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
18,"Node 18", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
19,"Node 19", 4.00, 0.00, 48.00, 0.00, 0.00,  0,  1
20,"Node 20", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
21,"Node 21", 4.00, 0.00, 48.00, 0.00, 0.00,  0,  1
22,"Node 22", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  1
23,"Node 23", 3.00, 0.00, 49.00, 0.00, 0.00,  0,  1
24,"Node 24", 1.00, 0.00, 51.00, 0.00, 0.00,  0,  1
25,"Node 25", 7.00, 0.00, 45.00, 0.00, 0.00,  0,  1
26,"Node 26", 5.00, 0.00, 47.00, 0.00, 0.00,  0,  1
27,"Node 27", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
28,"Node 28", 5.00, 0.00, 47.00, 0.00, 0.00,  0,  1
29,"Node 29", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
30,"Node 30", 0.00, 0.00, 52.00, 0.00, 0.00,  0,  1
31,"Node 31", 10.00, 0.00, 42.00, 0.00, 0.00,  0,  1
32,"Node 32", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
33,"Node 33", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
34,"Node 34", 0.00, 0.00, 52.00, 0.00, 0.00,  0,  1
35,"Node 35", 5.00, 0.00, 47.00, 0.00, 0.00,  0,  1
36,"Node 36", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  1
37,"Node 37", 1.00, 0.00, 51.00, 0.00, 0.00,  0,  1
38,"Node 38", 1.00, 0.00, 51.00, 0.00, 0.00,  0,  1
39,"Node 39", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
40,"Node 40", 9.00, 0.00, 43.00, 0.00, 0.00,  0,  1
41,"Node 41", 5.00, 0.00, 47.00, 0.00, 0.00,  0,  1
42,"Node 42", 2.00, 0.00, 50.00, 0.00, 0.00,  0,  1
43,"Node 43", 3.00, 0.00, 49.00, 0.00, 0.00,  0,  1
44,"Node 44", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
45,"Node 45", 0.00, 0.00, 52.00, 0.00, 0.00,  0,  1
46,"Node 46", 0.00, 0.00, 52.00, 0.00, 0.00,  0,  1
