Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 51.00, 0.00, 1.00, 0.00, 0.00,  2
2,"Node 2", 49.00, 0.00, 3.00, 0.00, 0.00,  2
3,"Node 3", 45.00, 0.00, 7.00, 0.00, 0.00,  2
4,"Node 4", 37.00, 0.00, 15.00, 0.00, 0.00,  2
5,"Node 5", 48.00, 0.00, 4.00, 0.00, 0.00,  2
6,"Node 6", 49.00, 0.00, 3.00, 0.00, 0.00,  2
7,"Node 7", 42.00, 0.00, 10.00, 0.00, 0.00,  1
8,"Node 8", 48.00, 0.00, 4.00, 0.00, 0.00,  2
9,"Node 9", 45.00, 0.00, 7.00, 0.00, 0.00,  2
10,"Node 10", 47.00, 0.00, 5.00, 0.00, 0.00,  2
11,"Node 11", 43.00, 0.00, 9.00, 0.00, 0.00,  2
12,"Node 12", 50.00, 0.00, 2.00, 0.00, 0.00,  2
13,"Node 13", 47.00, 0.00, 5.00, 0.00, 0.00,  2
14,"Node 14", 48.00, 0.00, 4.00, 0.00, 0.00,  2
15,"Node 15", 48.00, 0.00, 4.00, 0.00, 0.00,  2
16,"Node 16", 42.00, 0.00, 10.00, 0.00, 0.00,  2
17,"Node 17", 44.00, 3.00, 5.00, 0.00, 0.00,  2
18,"Node 18", 0.00, 0.00, 0.00, 0.00, 0.00,  0
19,"Node 19", 42.00, 0.00, 10.00, 0.00, 0.00,  2
20,"Node 20", 49.00, 0.00, 3.00, 0.00, 0.00,  2
21,"Node 21", 48.00, 0.00, 4.00, 0.00, 0.00,  2
22,"Node 22", 48.00, 0.00, 4.00, 0.00, 0.00,  2
23,"Node 23", 45.00, 0.00, 7.00, 0.00, 0.00,  2
24,"Node 24", 47.00, 0.00, 5.00, 0.00, 0.00,  2
25,"Node 25", 38.00, 0.00, 14.00, 0.00, 0.00,  1
26,"Node 26", 48.00, 0.00, 4.00, 0.00, 0.00,  2
27,"Node 27", 48.00, 0.00, 4.00, 0.00, 0.00,  2
28,"Node 28", 31.00, 0.00, 21.00, 0.00, 0.00,  1
29,"Node 29", 0.00, 0.00, 0.00, 0.00, 0.00,  0
30,"Node 30", 0.00, 0.00, 0.00, 0.00, 0.00,  0
31,"Node 31", 38.00, 0.00, 14.00, 0.00, 0.00,  2
32,"Node 32", 46.00, 0.00, 6.00, 0.00, 0.00,  2
33,"Node 33", 48.00, 0.00, 4.00, 0.00, 0.00,  2
34,"Node 34", 0.00, 0.00, 0.00, 0.00, 0.00,  0
35,"Node 35", 41.00, 4.00, 7.00, 0.00, 0.00,  1
36,"Node 36", 33.00, 0.00, 19.00, 0.00, 0.00,  1
37,"Node 37", 41.00, 0.00, 11.00, 0.00, 0.00,  2
38,"Node 38", 46.00, 1.00, 5.00, 0.00, 0.00,  2
39,"Node 39", 47.00, 0.00, 5.00, 0.00, 0.00,  1
40,"Node 40", 38.00, 0.00, 14.00, 0.00, 0.00,  1
41,"Node 41", 44.00, 0.00, 8.00, 0.00, 0.00,  2
42,"Node 42", 45.00, 0.00, 7.00, 0.00, 0.00,  1
43,"Node 43", 44.00, 1.00, 7.00, 0.00, 0.00,  1
