Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
2,"Node 2", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
3,"Node 3", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
4,"Node 4", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  2
5,"Node 5", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  2
6,"Node 6", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
7,"Node 7", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
8,"Node 8", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
9,"Node 9", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
10,"Node 10", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
11,"Node 11", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
12,"Node 12", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
13,"Node 13", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
14,"Node 14", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
15,"Node 15", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
16,"Node 16", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
17,"Node 17", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
18,"Node 18", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
19,"Node 19", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  2
20,"Node 20", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
21,"Node 21", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
22,"Node 22", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
23,"Node 23", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
24,"Node 24", 10.00, 0.00, 42.00, 0.00, 0.00,  0,  1
25,"Node 25", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
26,"Node 26", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
27,"Node 27", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
28,"Node 28", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
29,"Node 29", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
30,"Node 30", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
