Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 187.00, 0.00, 21.00, 0.00, 0.00,  0,  1
2,"Node 2", 198.00, 0.00, 9.00, 1.00, 0.00,  0,  2
3,"Node 3", 199.00, 0.00, 9.00, 0.00, 0.00,  0,  2
4,"Node 4", 205.00, 0.00, 3.00, 0.00, 0.00,  0,  2
5,"Node 5", 199.00, 0.00, 8.00, 1.00, 0.00,  0,  2
6,"Node 6", 199.00, 0.00, 7.00, 2.00, 0.00,  0,  2
7,"Node 7", 176.00, 0.00, 32.00, 0.00, 0.00,  0,  1
8,"Node 8", 197.00, 0.00, 11.00, 0.00, 0.00,  0,  2
9,"Node 9", 197.00, 0.00, 11.00, 0.00, 0.00,  0,  2
10,"Node 10", 200.00, 0.00, 6.00, 2.00, 0.00,  0,  2
11,"Node 11", 201.00, 0.00, 7.00, 0.00, 0.00,  0,  2
12,"Node 12", 198.00, 0.00, 10.00, 0.00, 0.00,  0,  2
13,"Node 13", 179.00, 0.00, 29.00, 0.00, 0.00,  0,  2
14,"Node 14", 196.00, 0.00, 11.00, 1.00, 0.00,  0,  2
15,"Node 15", 163.00, 0.00, 45.00, 0.00, 0.00,  0,  2
16,"Node 16", 185.00, 0.00, 21.00, 2.00, 0.00,  0,  1
17,"Node 17", 187.00, 0.00, 20.00, 1.00, 0.00,  0,  1
18,"Node 18", 200.00, 0.00, 7.00, 1.00, 0.00,  0,  2
19,"Node 19", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
20,"Node 20", 202.00, 0.00, 6.00, 0.00, 0.00,  0,  1
21,"Node 21", 201.00, 0.00, 5.00, 2.00, 0.00,  0,  2
22,"Node 22", 194.00, 0.00, 12.00, 2.00, 0.00,  0,  2
23,"Node 23", 184.00, 0.00, 24.00, 0.00, 0.00,  0,  2
24,"Node 24", 183.00, 0.00, 24.00, 1.00, 0.00,  0,  2
25,"Node 25", 193.00, 0.00, 13.00, 2.00, 0.00,  0,  2
26,"Node 26", 194.00, 0.00, 13.00, 1.00, 0.00,  0,  1
27,"Node 27", 190.00, 0.00, 18.00, 0.00, 0.00,  0,  1
28,"Node 28", 183.00, 0.00, 23.00, 2.00, 0.00,  0,  2
29,"Node 29", 200.00, 0.00, 8.00, 0.00, 0.00,  0,  2
30,"Node 30", 183.00, 0.00, 25.00, 0.00, 0.00,  0,  2
31,"Node 31", 178.00, 0.00, 29.00, 1.00, 0.00,  0,  2
32,"Node 32", 184.00, 0.00, 23.00, 1.00, 0.00,  0,  2
33,"Node 33", 199.00, 0.00, 8.00, 1.00, 0.00,  0,  2
34,"Node 34", 187.00, 0.00, 21.00, 0.00, 0.00,  0,  2
35,"Node 35", 184.00, 0.00, 24.00, 0.00, 0.00,  0,  1
36,"Node 36", 196.00, 0.00, 12.00, 0.00, 0.00,  0,  2
37,"Node 37", 190.00, 0.00, 18.00, 0.00, 0.00,  0,  1
38,"Node 38", 175.00, 0.00, 33.00, 0.00, 0.00,  0,  1
39,"Node 39", 187.00, 0.00, 21.00, 0.00, 0.00,  0,  1
40,"Node 40", 197.00, 0.00, 10.00, 1.00, 0.00,  0,  2
41,"Node 41", 183.00, 0.00, 24.00, 1.00, 0.00,  0,  2
42,"Node 42", 186.00, 0.00, 22.00, 0.00, 0.00,  0,  2
43,"Node 43", 182.00, 0.00, 24.00, 2.00, 0.00,  0,  2
44,"Node 44", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
45,"Node 45", 189.00, 0.00, 16.00, 3.00, 0.00,  0,  2
46,"Node 46", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
47,"Node 47", 185.00, 0.00, 22.00, 1.00, 0.00,  0,  2
48,"Node 48", 160.00, 0.00, 48.00, 0.00, 0.00,  0,  2
49,"Node 49", 174.00, 0.00, 33.00, 1.00, 0.00,  0,  2
50,"Node 50", 196.00, 0.00, 11.00, 1.00, 0.00,  0,  1
51,"Node 51", 184.00, 0.00, 22.00, 2.00, 0.00,  0,  2
52,"Node 52", 202.00, 0.00, 6.00, 0.00, 0.00,  0,  2
53,"Node 53", 188.00, 0.00, 19.00, 1.00, 0.00,  0,  1
54,"Node 54", 164.00, 0.00, 43.00, 1.00, 0.00,  0,  2
55,"Node 55", 187.00, 0.00, 21.00, 0.00, 0.00,  0,  2
56,"Node 56", 192.00, 0.00, 15.00, 1.00, 0.00,  0,  2
57,"Node 57", 185.00, 0.00, 23.00, 0.00, 0.00,  0,  1
58,"Node 58", 185.00, 0.00, 23.00, 0.00, 0.00,  0,  2
59,"Node 59", 188.00, 0.00, 19.00, 1.00, 0.00,  0,  1
60,"Node 60", 188.00, 0.00, 20.00, 0.00, 0.00,  0,  2
61,"Node 61", 180.00, 0.00, 27.00, 1.00, 0.00,  0,  2
62,"Node 62", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
63,"Node 63", 198.00, 0.00, 10.00, 0.00, 0.00,  0,  2
64,"Node 64", 181.00, 0.00, 26.00, 1.00, 0.00,  0,  1
65,"Node 65", 171.00, 0.00, 37.00, 0.00, 0.00,  0,  1
66,"Node 66", 191.00, 0.00, 17.00, 0.00, 0.00,  0,  2
67,"Node 67", 178.00, 0.00, 30.00, 0.00, 0.00,  0,  2
68,"Node 68", 193.00, 0.00, 14.00, 1.00, 0.00,  0,  2
69,"Node 69", 167.00, 0.00, 40.00, 1.00, 0.00,  0,  1
70,"Node 70", 182.00, 0.00, 26.00, 0.00, 0.00,  0,  1
71,"Node 71", 187.00, 0.00, 21.00, 0.00, 0.00,  0,  1
72,"Node 72", 197.00, 0.00, 9.00, 2.00, 0.00,  0,  1
73,"Node 73", 204.00, 0.00, 3.00, 1.00, 0.00,  0,  1
74,"Node 74", 190.00, 0.00, 17.00, 1.00, 0.00,  0,  2
75,"Node 75", 196.00, 0.00, 12.00, 0.00, 0.00,  0,  2
76,"Node 76", 163.00, 0.00, 45.00, 0.00, 0.00,  0,  2
77,"Node 77", 183.00, 0.00, 25.00, 0.00, 0.00,  0,  2
78,"Node 78", 169.00, 0.00, 38.00, 1.00, 0.00,  0,  2
79,"Node 79", 179.00, 0.00, 28.00, 1.00, 0.00,  0,  2
80,"Node 80", 187.00, 0.00, 20.00, 1.00, 0.00,  0,  2
81,"Node 81", 185.00, 0.00, 21.00, 2.00, 0.00,  0,  1
82,"Node 82", 178.00, 0.00, 30.00, 0.00, 0.00,  0,  2
83,"Node 83", 191.00, 0.00, 16.00, 1.00, 0.00,  0,  2
84,"Node 84", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
85,"Node 85", 171.00, 0.00, 36.00, 1.00, 0.00,  0,  2
86,"Node 86", 161.00, 0.00, 46.00, 1.00, 0.00,  0,  2
87,"Node 87", 189.00, 0.00, 18.00, 1.00, 0.00,  0,  2
88,"Node 88", 188.00, 0.00, 19.00, 1.00, 0.00,  0,  2
89,"Node 89", 197.00, 0.00, 11.00, 0.00, 0.00,  0,  2
90,"Node 90", 176.00, 0.00, 31.00, 1.00, 0.00,  0,  2
