Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail
32,"Node 32", 50.00, 1.00, 1.00, 0.00, 0.00
33,"Node 33", 50.00, 0.00, 2.00, 0.00, 0.00
34,"Node 34", 52.00, 0.00, 0.00, 0.00, 0.00
35,"Node 35", 50.00, 1.00, 1.00, 0.00, 0.00
36,"Node 36", 51.00, 0.00, 1.00, 0.00, 0.00
37,"Node 37", 51.00, 0.00, 1.00, 0.00, 0.00
38,"Node 38", 46.00, 1.00, 5.00, 0.00, 0.00
39,"Node 39", 51.00, 0.00, 1.00, 0.00, 0.00
40,"Node 40", 51.00, 0.00, 1.00, 0.00, 0.00
41,"Node 41", 50.00, 0.00, 2.00, 0.00, 0.00
42,"Node 42", 51.00, 0.00, 1.00, 0.00, 0.00
43,"Node 43", 50.00, 2.00, 0.00, 0.00, 0.00
44,"Node 44", 0.00, 0.00, 0.00, 0.00, 0.00
45,"Node 45", 0.00, 0.00, 0.00, 0.00, 0.00
46,"Node 46", 48.00, 0.00, 4.00, 0.00, 0.00
47,"Node 47", 52.00, 0.00, 0.00, 0.00, 0.00
48,"Node 48", 51.00, 1.00, 0.00, 0.00, 0.00
49,"Node 49", 50.00, 0.00, 2.00, 0.00, 0.00
50,"Node 50", 47.00, 4.00, 1.00, 0.00, 0.00
51,"Node 51", 0.00, 0.00, 0.00, 0.00, 0.00
52,"Node 52", 52.00, 0.00, 0.00, 0.00, 0.00
53,"Node 53", 49.00, 1.00, 2.00, 0.00, 0.00
54,"Node 54", 47.00, 0.00, 5.00, 0.00, 0.00
55,"Node 55", 50.00, 0.00, 2.00, 0.00, 0.00
56,"Node 56", 48.00, 2.00, 2.00, 0.00, 0.00
57,"Node 57", 0.00, 0.00, 0.00, 0.00, 0.00
58,"Node 58", 48.00, 3.00, 1.00, 0.00, 0.00
59,"Node 59", 0.00, 0.00, 0.00, 0.00, 0.00
60,"Node 60", 51.00, 0.00, 1.00, 0.00, 0.00
61,"Node 61", 52.00, 0.00, 0.00, 0.00, 0.00
62,"Node 62", 52.00, 0.00, 0.00, 0.00, 0.00
63,"Node 63", 51.00, 0.00, 1.00, 0.00, 0.00
64,"Node 64", 52.00, 0.00, 0.00, 0.00, 0.00
65,"Node 65", 51.00, 0.00, 1.00, 0.00, 0.00
66,"Node 66", 52.00, 0.00, 0.00, 0.00, 0.00
67,"Node 67", 45.00, 6.00, 1.00, 0.00, 0.00
68,"Node 68", 0.00, 0.00, 0.00, 0.00, 0.00
69,"Node 69", 48.00, 1.00, 3.00, 0.00, 0.00
70,"Node 70", 51.00, 0.00, 1.00, 0.00, 0.00
71,"Node 71", 46.00, 4.00, 2.00, 0.00, 0.00
72,"Node 72", 51.00, 0.00, 1.00, 0.00, 0.00
73,"Node 73", 0.00, 0.00, 0.00, 0.00, 0.00
74,"Node 74", 51.00, 1.00, 0.00, 0.00, 0.00
75,"Node 75", 0.00, 0.00, 0.00, 0.00, 0.00
76,"Node 76", 49.00, 0.00, 3.00, 0.00, 0.00
77,"Node 77", 49.00, 1.00, 2.00, 0.00, 0.00
78,"Node 78", 46.00, 4.00, 2.00, 0.00, 0.00
79,"Node 79", 51.00, 0.00, 1.00, 0.00, 0.00
80,"Node 80", 0.00, 0.00, 0.00, 0.00, 0.00
81,"Node 81", 52.00, 0.00, 0.00, 0.00, 0.00
82,"Node 82", 0.00, 0.00, 0.00, 0.00, 0.00
83,"Node 83", 48.00, 1.00, 3.00, 0.00, 0.00
84,"Node 84", 50.00, 0.00, 2.00, 0.00, 0.00
85,"Node 85", 52.00, 0.00, 0.00, 0.00, 0.00
86,"Node 86", 47.00, 2.00, 3.00, 0.00, 0.00
87,"Node 87", 51.00, 0.00, 1.00, 0.00, 0.00
88,"Node 88", 49.00, 2.00, 1.00, 0.00, 0.00
89,"Node 89", 51.00, 0.00, 1.00, 0.00, 0.00
90,"Node 90", 0.00, 0.00, 0.00, 0.00, 0.00
91,"Node 91", 0.00, 0.00, 0.00, 0.00, 0.00
92,"Node 92", 0.00, 0.00, 0.00, 0.00, 0.00
93,"Node 93", 0.00, 0.00, 0.00, 0.00, 0.00
94,"Node 94", 48.00, 3.00, 1.00, 0.00, 0.00
95,"Node 95", 0.00, 0.00, 0.00, 0.00, 0.00
96,"Node 96", 0.00, 0.00, 0.00, 0.00, 0.00
97,"Node 97", 44.00, 6.00, 2.00, 0.00, 0.00
98,"Node 98", 47.00, 3.00, 2.00, 0.00, 0.00
99,"Node 99", 44.00, 6.00, 2.00, 0.00, 0.00
100,"Node 100", 52.00, 0.00, 0.00, 0.00, 0.00
