Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail
1,"Node 1", 0.00, 0.00, 0.00, 0.00, 0.00
2,"Node 2", 0.00, 0.00, 0.00, 0.00, 0.00
3,"Node 3", 52.00, 0.00, 0.00, 0.00, 0.00
4,"Node 4", 51.00, 0.00, 1.00, 0.00, 0.00
5,"Node 5", 51.00, 0.00, 1.00, 0.00, 0.00
6,"Node 6", 52.00, 0.00, 0.00, 0.00, 0.00
7,"Node 7", 0.00, 0.00, 0.00, 0.00, 0.00
8,"Node 8", 0.00, 0.00, 0.00, 0.00, 0.00
9,"Node 9", 0.00, 0.00, 0.00, 0.00, 0.00
10,"Node 10", 52.00, 0.00, 0.00, 0.00, 0.00
11,"Node 11", 50.00, 0.00, 2.00, 0.00, 0.00
12,"Node 12", 51.00, 0.00, 1.00, 0.00, 0.00
13,"Node 13", 52.00, 0.00, 0.00, 0.00, 0.00
14,"Node 14", 51.00, 0.00, 1.00, 0.00, 0.00
15,"Node 15", 52.00, 0.00, 0.00, 0.00, 0.00
16,"Node 16", 0.00, 0.00, 0.00, 0.00, 0.00
17,"Node 17", 50.00, 0.00, 2.00, 0.00, 0.00
18,"Node 18", 52.00, 0.00, 0.00, 0.00, 0.00
19,"Node 19", 52.00, 0.00, 0.00, 0.00, 0.00
20,"Node 20", 51.00, 0.00, 1.00, 0.00, 0.00
21,"Node 21", 52.00, 0.00, 0.00, 0.00, 0.00
22,"Node 22", 52.00, 0.00, 0.00, 0.00, 0.00
23,"Node 23", 51.00, 1.00, 0.00, 0.00, 0.00
24,"Node 24", 52.00, 0.00, 0.00, 0.00, 0.00
25,"Node 25", 50.00, 0.00, 2.00, 0.00, 0.00
26,"Node 26", 52.00, 0.00, 0.00, 0.00, 0.00
27,"Node 27", 52.00, 0.00, 0.00, 0.00, 0.00
28,"Node 28", 0.00, 0.00, 0.00, 0.00, 0.00
29,"Node 29", 50.00, 0.00, 2.00, 0.00, 0.00
30,"Node 30", 0.00, 0.00, 0.00, 0.00, 0.00
31,"Node 31", 0.00, 0.00, 0.00, 0.00, 0.00
