Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;5;"Edge 1 to 5";"Mixed"
1;8;"Edge 1 to 8";"Mixed"
1;18;"Edge 1 to 18";"Mixed"
1;22;"Edge 1 to 22";"Mixed"
1;24;"Edge 1 to 24";"Mixed"
1;25;"Edge 1 to 25";"Mixed"
1;27;"Edge 1 to 27";"Mixed"
1;32;"Edge 1 to 32";"Mixed"
1;34;"Edge 1 to 34";"Mixed"
1;51;"Edge 1 to 51";"Mixed"
1;65;"Edge 1 to 65";"Mixed"
1;84;"Edge 1 to 84";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;5;"Edge 2 to 5";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;10;"Edge 2 to 10";"Mixed"
2;13;"Edge 2 to 13";"Mixed"
2;16;"Edge 2 to 16";"Mixed"
2;23;"Edge 2 to 23";"Mixed"
2;35;"Edge 2 to 35";"Mixed"
2;55;"Edge 2 to 55";"Mixed"
2;60;"Edge 2 to 60";"Mixed"
2;68;"Edge 2 to 68";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;4;"Edge 3 to 4";"Mixed"
3;6;"Edge 3 to 6";"Mixed"
3;7;"Edge 3 to 7";"Mixed"
3;8;"Edge 3 to 8";"Mixed"
3;9;"Edge 3 to 9";"Mixed"
3;15;"Edge 3 to 15";"Mixed"
3;20;"Edge 3 to 20";"Mixed"
3;29;"Edge 3 to 29";"Mixed"
3;33;"Edge 3 to 33";"Mixed"
3;37;"Edge 3 to 37";"Mixed"
3;39;"Edge 3 to 39";"Mixed"
3;43;"Edge 3 to 43";"Mixed"
3;44;"Edge 3 to 44";"Mixed"
3;54;"Edge 3 to 54";"Mixed"
3;76;"Edge 3 to 76";"Mixed"
4;1;"Edge 4 to 1";"Mixed"
4;3;"Edge 4 to 3";"Mixed"
4;6;"Edge 4 to 6";"Mixed"
4;9;"Edge 4 to 9";"Mixed"
4;15;"Edge 4 to 15";"Mixed"
4;48;"Edge 4 to 48";"Mixed"
4;86;"Edge 4 to 86";"Mixed"
5;1;"Edge 5 to 1";"Mixed"
5;2;"Edge 5 to 2";"Mixed"
5;16;"Edge 5 to 16";"Mixed"
5;56;"Edge 5 to 56";"Mixed"
6;3;"Edge 6 to 3";"Mixed"
6;4;"Edge 6 to 4";"Mixed"
6;29;"Edge 6 to 29";"Mixed"
7;2;"Edge 7 to 2";"Mixed"
7;3;"Edge 7 to 3";"Mixed"
7;13;"Edge 7 to 13";"Mixed"
7;14;"Edge 7 to 14";"Mixed"
7;21;"Edge 7 to 21";"Mixed"
7;89;"Edge 7 to 89";"Mixed"
8;1;"Edge 8 to 1";"Mixed"
8;3;"Edge 8 to 3";"Mixed"
8;11;"Edge 8 to 11";"Mixed"
8;12;"Edge 8 to 12";"Mixed"
8;23;"Edge 8 to 23";"Mixed"
8;40;"Edge 8 to 40";"Mixed"
8;46;"Edge 8 to 46";"Mixed"
8;49;"Edge 8 to 49";"Mixed"
8;62;"Edge 8 to 62";"Mixed"
8;79;"Edge 8 to 79";"Mixed"
8;85;"Edge 8 to 85";"Mixed"
9;3;"Edge 9 to 3";"Mixed"
9;4;"Edge 9 to 4";"Mixed"
9;10;"Edge 9 to 10";"Mixed"
9;11;"Edge 9 to 11";"Mixed"
9;14;"Edge 9 to 14";"Mixed"
9;17;"Edge 9 to 17";"Mixed"
9;18;"Edge 9 to 18";"Mixed"
9;19;"Edge 9 to 19";"Mixed"
9;41;"Edge 9 to 41";"Mixed"
9;45;"Edge 9 to 45";"Mixed"
10;2;"Edge 10 to 2";"Mixed"
10;9;"Edge 10 to 9";"Mixed"
10;12;"Edge 10 to 12";"Mixed"
10;42;"Edge 10 to 42";"Mixed"
10;54;"Edge 10 to 54";"Mixed"
11;8;"Edge 11 to 8";"Mixed"
11;9;"Edge 11 to 9";"Mixed"
11;28;"Edge 11 to 28";"Mixed"
11;35;"Edge 11 to 35";"Mixed"
11;53;"Edge 11 to 53";"Mixed"
11;68;"Edge 11 to 68";"Mixed"
11;72;"Edge 11 to 72";"Mixed"
11;75;"Edge 11 to 75";"Mixed"
11;91;"Edge 11 to 91";"Mixed"
12;8;"Edge 12 to 8";"Mixed"
12;10;"Edge 12 to 10";"Mixed"
12;17;"Edge 12 to 17";"Mixed"
12;19;"Edge 12 to 19";"Mixed"
12;22;"Edge 12 to 22";"Mixed"
12;38;"Edge 12 to 38";"Mixed"
12;39;"Edge 12 to 39";"Mixed"
12;58;"Edge 12 to 58";"Mixed"
12;94;"Edge 12 to 94";"Mixed"
13;2;"Edge 13 to 2";"Mixed"
13;7;"Edge 13 to 7";"Mixed"
13;31;"Edge 13 to 31";"Mixed"
13;34;"Edge 13 to 34";"Mixed"
13;47;"Edge 13 to 47";"Mixed"
13;53;"Edge 13 to 53";"Mixed"
13;87;"Edge 13 to 87";"Mixed"
14;7;"Edge 14 to 7";"Mixed"
14;9;"Edge 14 to 9";"Mixed"
14;20;"Edge 14 to 20";"Mixed"
14;36;"Edge 14 to 36";"Mixed"
14;71;"Edge 14 to 71";"Mixed"
15;3;"Edge 15 to 3";"Mixed"
15;4;"Edge 15 to 4";"Mixed"
15;30;"Edge 15 to 30";"Mixed"
15;32;"Edge 15 to 32";"Mixed"
15;44;"Edge 15 to 44";"Mixed"
16;2;"Edge 16 to 2";"Mixed"
16;5;"Edge 16 to 5";"Mixed"
16;41;"Edge 16 to 41";"Mixed"
17;9;"Edge 17 to 9";"Mixed"
17;12;"Edge 17 to 12";"Mixed"
17;25;"Edge 17 to 25";"Mixed"
17;27;"Edge 17 to 27";"Mixed"
17;36;"Edge 17 to 36";"Mixed"
17;57;"Edge 17 to 57";"Mixed"
17;97;"Edge 17 to 97";"Mixed"
18;1;"Edge 18 to 1";"Mixed"
18;9;"Edge 18 to 9";"Mixed"
18;50;"Edge 18 to 50";"Mixed"
18;74;"Edge 18 to 74";"Mixed"
19;9;"Edge 19 to 9";"Mixed"
19;12;"Edge 19 to 12";"Mixed"
19;21;"Edge 19 to 21";"Mixed"
19;28;"Edge 19 to 28";"Mixed"
19;83;"Edge 19 to 83";"Mixed"
19;100;"Edge 19 to 100";"Mixed"
20;3;"Edge 20 to 3";"Mixed"
20;14;"Edge 20 to 14";"Mixed"
21;7;"Edge 21 to 7";"Mixed"
21;19;"Edge 21 to 19";"Mixed"
21;51;"Edge 21 to 51";"Mixed"
21;83;"Edge 21 to 83";"Mixed"
22;1;"Edge 22 to 1";"Mixed"
22;12;"Edge 22 to 12";"Mixed"
22;26;"Edge 22 to 26";"Mixed"
22;100;"Edge 22 to 100";"Mixed"
23;2;"Edge 23 to 2";"Mixed"
23;8;"Edge 23 to 8";"Mixed"
23;24;"Edge 23 to 24";"Mixed"
23;26;"Edge 23 to 26";"Mixed"
23;30;"Edge 23 to 30";"Mixed"
23;63;"Edge 23 to 63";"Mixed"
23;70;"Edge 23 to 70";"Mixed"
24;1;"Edge 24 to 1";"Mixed"
