Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;4;"Edge 1 to 4";"Mixed"
1;17;"Edge 1 to 17";"Mixed"
1;36;"Edge 1 to 36";"Mixed"
1;38;"Edge 1 to 38";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;28;"Edge 2 to 28";"Mixed"
3;1;"Edge 3 to 1";"Mixed"
3;7;"Edge 3 to 7";"Mixed"
3;13;"Edge 3 to 13";"Mixed"
3;24;"Edge 3 to 24";"Mixed"
3;70;"Edge 3 to 70";"Mixed"
4;1;"Edge 4 to 1";"Mixed"
4;5;"Edge 4 to 5";"Mixed"
4;8;"Edge 4 to 8";"Mixed"
4;16;"Edge 4 to 16";"Mixed"
4;55;"Edge 4 to 55";"Mixed"
5;4;"Edge 5 to 4";"Mixed"
5;6;"Edge 5 to 6";"Mixed"
5;14;"Edge 5 to 14";"Mixed"
5;19;"Edge 5 to 19";"Mixed"
5;22;"Edge 5 to 22";"Mixed"
5;25;"Edge 5 to 25";"Mixed"
6;5;"Edge 6 to 5";"Mixed"
6;9;"Edge 6 to 9";"Mixed"
6;15;"Edge 6 to 15";"Mixed"
6;23;"Edge 6 to 23";"Mixed"
7;3;"Edge 7 to 3";"Mixed"
7;10;"Edge 7 to 10";"Mixed"
8;4;"Edge 8 to 4";"Mixed"
8;11;"Edge 8 to 11";"Mixed"
8;75;"Edge 8 to 75";"Mixed"
8;81;"Edge 8 to 81";"Mixed"
9;6;"Edge 9 to 6";"Mixed"
9;18;"Edge 9 to 18";"Mixed"
9;63;"Edge 9 to 63";"Mixed"
10;7;"Edge 10 to 7";"Mixed"
10;34;"Edge 10 to 34";"Mixed"
10;39;"Edge 10 to 39";"Mixed"
11;8;"Edge 11 to 8";"Mixed"
11;12;"Edge 11 to 12";"Mixed"
11;41;"Edge 11 to 41";"Mixed"
11;51;"Edge 11 to 51";"Mixed"
11;61;"Edge 11 to 61";"Mixed"
12;11;"Edge 12 to 11";"Mixed"
12;49;"Edge 12 to 49";"Mixed"
13;3;"Edge 13 to 3";"Mixed"
14;5;"Edge 14 to 5";"Mixed"
14;21;"Edge 14 to 21";"Mixed"
14;26;"Edge 14 to 26";"Mixed"
15;6;"Edge 15 to 6";"Mixed"
15;32;"Edge 15 to 32";"Mixed"
15;37;"Edge 15 to 37";"Mixed"
16;4;"Edge 16 to 4";"Mixed"
16;42;"Edge 16 to 42";"Mixed"
17;1;"Edge 17 to 1";"Mixed"
18;9;"Edge 18 to 9";"Mixed"
18;20;"Edge 18 to 20";"Mixed"
18;29;"Edge 18 to 29";"Mixed"
19;5;"Edge 19 to 5";"Mixed"
19;30;"Edge 19 to 30";"Mixed"
19;59;"Edge 19 to 59";"Mixed"
19;64;"Edge 19 to 64";"Mixed"
20;18;"Edge 20 to 18";"Mixed"
20;58;"Edge 20 to 58";"Mixed"
21;14;"Edge 21 to 14";"Mixed"
21;87;"Edge 21 to 87";"Mixed"
22;5;"Edge 22 to 5";"Mixed"
23;6;"Edge 23 to 6";"Mixed"
23;66;"Edge 23 to 66";"Mixed"
23;77;"Edge 23 to 77";"Mixed"
23;99;"Edge 23 to 99";"Mixed"
24;3;"Edge 24 to 3";"Mixed"
24;73;"Edge 24 to 73";"Mixed"
25;5;"Edge 25 to 5";"Mixed"
25;27;"Edge 25 to 27";"Mixed"
26;14;"Edge 26 to 14";"Mixed"
26;46;"Edge 26 to 46";"Mixed"
27;25;"Edge 27 to 25";"Mixed"
27;84;"Edge 27 to 84";"Mixed"
28;2;"Edge 28 to 2";"Mixed"
28;31;"Edge 28 to 31";"Mixed"
29;18;"Edge 29 to 18";"Mixed"
29;33;"Edge 29 to 33";"Mixed"
29;53;"Edge 29 to 53";"Mixed"
29;72;"Edge 29 to 72";"Mixed"
30;19;"Edge 30 to 19";"Mixed"
30;40;"Edge 30 to 40";"Mixed"
30;44;"Edge 30 to 44";"Mixed"
31;28;"Edge 31 to 28";"Mixed"
31;56;"Edge 31 to 56";"Mixed"
31;60;"Edge 31 to 60";"Mixed"
32;15;"Edge 32 to 15";"Mixed"
33;29;"Edge 33 to 29";"Mixed"
33;45;"Edge 33 to 45";"Mixed"
33;47;"Edge 33 to 47";"Mixed"
33;52;"Edge 33 to 52";"Mixed"
34;10;"Edge 34 to 10";"Mixed"
34;35;"Edge 34 to 35";"Mixed"
34;57;"Edge 34 to 57";"Mixed"
35;34;"Edge 35 to 34";"Mixed"
35;48;"Edge 35 to 48";"Mixed"
36;1;"Edge 36 to 1";"Mixed"
37;15;"Edge 37 to 15";"Mixed"
37;43;"Edge 37 to 43";"Mixed"
37;50;"Edge 37 to 50";"Mixed"
37;68;"Edge 37 to 68";"Mixed"
38;1;"Edge 38 to 1";"Mixed"
38;91;"Edge 38 to 91";"Mixed"
38;94;"Edge 38 to 94";"Mixed"
39;10;"Edge 39 to 10";"Mixed"
39;96;"Edge 39 to 96";"Mixed"
39;97;"Edge 39 to 97";"Mixed"
40;30;"Edge 40 to 30";"Mixed"
41;11;"Edge 41 to 11";"Mixed"
41;54;"Edge 41 to 54";"Mixed"
41;92;"Edge 41 to 92";"Mixed"
42;16;"Edge 42 to 16";"Mixed"
42;65;"Edge 42 to 65";"Mixed"
43;37;"Edge 43 to 37";"Mixed"
44;30;"Edge 44 to 30";"Mixed"
44;62;"Edge 44 to 62";"Mixed"
45;33;"Edge 45 to 33";"Mixed"
46;26;"Edge 46 to 26";"Mixed"
47;33;"Edge 47 to 33";"Mixed"
47;74;"Edge 47 to 74";"Mixed"
48;35;"Edge 48 to 35";"Mixed"
49;12;"Edge 49 to 12";"Mixed"
50;37;"Edge 50 to 37";"Mixed"
50;69;"Edge 50 to 69";"Mixed"
51;11;"Edge 51 to 11";"Mixed"
52;33;"Edge 52 to 33";"Mixed"
52;80;"Edge 52 to 80";"Mixed"
52;82;"Edge 52 to 82";"Mixed"
53;29;"Edge 53 to 29";"Mixed"
53;86;"Edge 53 to 86";"Mixed"
54;41;"Edge 54 to 41";"Mixed"
55;4;"Edge 55 to 4";"Mixed"
56;31;"Edge 56 to 31";"Mixed"
57;34;"Edge 57 to 34";"Mixed"
57;76;"Edge 57 to 76";"Mixed"
57;89;"Edge 57 to 89";"Mixed"
58;20;"Edge 58 to 20";"Mixed"
59;19;"Edge 59 to 19";"Mixed"
59;67;"Edge 59 to 67";"Mixed"
60;31;"Edge 60 to 31";"Mixed"
61;11;"Edge 61 to 11";"Mixed"
62;44;"Edge 62 to 44";"Mixed"
62;79;"Edge 62 to 79";"Mixed"
63;9;"Edge 63 to 9";"Mixed"
63;100;"Edge 63 to 100";"Mixed"
64;19;"Edge 64 to 19";"Mixed"
64;93;"Edge 64 to 93";"Mixed"
65;42;"Edge 65 to 42";"Mixed"
65;78;"Edge 65 to 78";"Mixed"
65;88;"Edge 65 to 88";"Mixed"
66;23;"Edge 66 to 23";"Mixed"
67;59;"Edge 67 to 59";"Mixed"
68;37;"Edge 68 to 37";"Mixed"
69;50;"Edge 69 to 50";"Mixed"
70;3;"Edge 70 to 3";"Mixed"
70;71;"Edge 70 to 71";"Mixed"
