Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;6;"Edge 1 to 6";"Mixed"
1;8;"Edge 1 to 8";"Mixed"
1;10;"Edge 1 to 10";"Mixed"
1;18;"Edge 1 to 18";"Mixed"
1;21;"Edge 1 to 21";"Mixed"
1;45;"Edge 1 to 45";"Mixed"
1;64;"Edge 1 to 64";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;4;"Edge 2 to 4";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;19;"Edge 2 to 19";"Mixed"
2;22;"Edge 2 to 22";"Mixed"
3;2;"Edge 3 to 2";"Mixed"
3;5;"Edge 3 to 5";"Mixed"
3;11;"Edge 3 to 11";"Mixed"
3;27;"Edge 3 to 27";"Mixed"
3;60;"Edge 3 to 60";"Mixed"
4;2;"Edge 4 to 2";"Mixed"
4;9;"Edge 4 to 9";"Mixed"
4;14;"Edge 4 to 14";"Mixed"
4;77;"Edge 4 to 77";"Mixed"
5;3;"Edge 5 to 3";"Mixed"
5;25;"Edge 5 to 25";"Mixed"
5;54;"Edge 5 to 54";"Mixed"
5;97;"Edge 5 to 97";"Mixed"
6;1;"Edge 6 to 1";"Mixed"
6;13;"Edge 6 to 13";"Mixed"
6;20;"Edge 6 to 20";"Mixed"
6;61;"Edge 6 to 61";"Mixed"
7;2;"Edge 7 to 2";"Mixed"
7;28;"Edge 7 to 28";"Mixed"
7;30;"Edge 7 to 30";"Mixed"
8;1;"Edge 8 to 1";"Mixed"
8;24;"Edge 8 to 24";"Mixed"
8;46;"Edge 8 to 46";"Mixed"
8;52;"Edge 8 to 52";"Mixed"
9;4;"Edge 9 to 4";"Mixed"
9;63;"Edge 9 to 63";"Mixed"
10;1;"Edge 10 to 1";"Mixed"
10;15;"Edge 10 to 15";"Mixed"
10;34;"Edge 10 to 34";"Mixed"
10;35;"Edge 10 to 35";"Mixed"
11;3;"Edge 11 to 3";"Mixed"
11;12;"Edge 11 to 12";"Mixed"
11;32;"Edge 11 to 32";"Mixed"
11;58;"Edge 11 to 58";"Mixed"
12;11;"Edge 12 to 11";"Mixed"
12;17;"Edge 12 to 17";"Mixed"
12;39;"Edge 12 to 39";"Mixed"
13;6;"Edge 13 to 6";"Mixed"
13;23;"Edge 13 to 23";"Mixed"
13;68;"Edge 13 to 68";"Mixed"
13;90;"Edge 13 to 90";"Mixed"
14;4;"Edge 14 to 4";"Mixed"
14;16;"Edge 14 to 16";"Mixed"
14;42;"Edge 14 to 42";"Mixed"
15;10;"Edge 15 to 10";"Mixed"
16;14;"Edge 16 to 14";"Mixed"
17;12;"Edge 17 to 12";"Mixed"
17;48;"Edge 17 to 48";"Mixed"
17;80;"Edge 17 to 80";"Mixed"
18;1;"Edge 18 to 1";"Mixed"
18;40;"Edge 18 to 40";"Mixed"
19;2;"Edge 19 to 2";"Mixed"
19;26;"Edge 19 to 26";"Mixed"
19;36;"Edge 19 to 36";"Mixed"
19;37;"Edge 19 to 37";"Mixed"
19;44;"Edge 19 to 44";"Mixed"
20;6;"Edge 20 to 6";"Mixed"
20;87;"Edge 20 to 87";"Mixed"
21;1;"Edge 21 to 1";"Mixed"
21;38;"Edge 21 to 38";"Mixed"
21;83;"Edge 21 to 83";"Mixed"
22;2;"Edge 22 to 2";"Mixed"
22;55;"Edge 22 to 55";"Mixed"
23;13;"Edge 23 to 13";"Mixed"
24;8;"Edge 24 to 8";"Mixed"
24;31;"Edge 24 to 31";"Mixed"
25;5;"Edge 25 to 5";"Mixed"
26;19;"Edge 26 to 19";"Mixed"
26;29;"Edge 26 to 29";"Mixed"
26;71;"Edge 26 to 71";"Mixed"
26;79;"Edge 26 to 79";"Mixed"
26;82;"Edge 26 to 82";"Mixed"
27;3;"Edge 27 to 3";"Mixed"
27;66;"Edge 27 to 66";"Mixed"
28;7;"Edge 28 to 7";"Mixed"
28;41;"Edge 28 to 41";"Mixed"
29;26;"Edge 29 to 26";"Mixed"
29;62;"Edge 29 to 62";"Mixed"
29;86;"Edge 29 to 86";"Mixed"
30;7;"Edge 30 to 7";"Mixed"
30;76;"Edge 30 to 76";"Mixed"
31;24;"Edge 31 to 24";"Mixed"
31;33;"Edge 31 to 33";"Mixed"
31;47;"Edge 31 to 47";"Mixed"
32;11;"Edge 32 to 11";"Mixed"
32;67;"Edge 32 to 67";"Mixed"
33;31;"Edge 33 to 31";"Mixed"
33;57;"Edge 33 to 57";"Mixed"
34;10;"Edge 34 to 10";"Mixed"
34;70;"Edge 34 to 70";"Mixed"
35;10;"Edge 35 to 10";"Mixed"
36;19;"Edge 36 to 19";"Mixed"
37;19;"Edge 37 to 19";"Mixed"
37;49;"Edge 37 to 49";"Mixed"
38;21;"Edge 38 to 21";"Mixed"
39;12;"Edge 39 to 12";"Mixed"
39;43;"Edge 39 to 43";"Mixed"
39;51;"Edge 39 to 51";"Mixed"
39;53;"Edge 39 to 53";"Mixed"
40;18;"Edge 40 to 18";"Mixed"
41;28;"Edge 41 to 28";"Mixed"
42;14;"Edge 42 to 14";"Mixed"
42;50;"Edge 42 to 50";"Mixed"
43;39;"Edge 43 to 39";"Mixed"
44;19;"Edge 44 to 19";"Mixed"
44;56;"Edge 44 to 56";"Mixed"
44;73;"Edge 44 to 73";"Mixed"
44;85;"Edge 44 to 85";"Mixed"
45;1;"Edge 45 to 1";"Mixed"
46;8;"Edge 46 to 8";"Mixed"
47;31;"Edge 47 to 31";"Mixed"
48;17;"Edge 48 to 17";"Mixed"
49;37;"Edge 49 to 37";"Mixed"
49;65;"Edge 49 to 65";"Mixed"
50;42;"Edge 50 to 42";"Mixed"
51;39;"Edge 51 to 39";"Mixed"
52;8;"Edge 52 to 8";"Mixed"
53;39;"Edge 53 to 39";"Mixed"
53;59;"Edge 53 to 59";"Mixed"
54;5;"Edge 54 to 5";"Mixed"
54;100;"Edge 54 to 100";"Mixed"
55;22;"Edge 55 to 22";"Mixed"
56;44;"Edge 56 to 44";"Mixed"
57;33;"Edge 57 to 33";"Mixed"
57;74;"Edge 57 to 74";"Mixed"
57;89;"Edge 57 to 89";"Mixed"
58;11;"Edge 58 to 11";"Mixed"
59;53;"Edge 59 to 53";"Mixed"
60;3;"Edge 60 to 3";"Mixed"
60;69;"Edge 60 to 69";"Mixed"
61;6;"Edge 61 to 6";"Mixed"
62;29;"Edge 62 to 29";"Mixed"
63;9;"Edge 63 to 9";"Mixed"
64;1;"Edge 64 to 1";"Mixed"
64;72;"Edge 64 to 72";"Mixed"
64;92;"Edge 64 to 92";"Mixed"
64;93;"Edge 64 to 93";"Mixed"
65;49;"Edge 65 to 49";"Mixed"
65;75;"Edge 65 to 75";"Mixed"
66;27;"Edge 66 to 27";"Mixed"
67;32;"Edge 67 to 32";"Mixed"
68;13;"Edge 68 to 13";"Mixed"
69;60;"Edge 69 to 60";"Mixed"
69;99;"Edge 69 to 99";"Mixed"
70;34;"Edge 70 to 34";"Mixed"
70;88;"Edge 70 to 88";"Mixed"
71;26;"Edge 71 to 26";"Mixed"
72;64;"Edge 72 to 64";"Mixed"
73;44;"Edge 73 to 44";"Mixed"
74;57;"Edge 74 to 57";"Mixed"
75;65;"Edge 75 to 65";"Mixed"
75;95;"Edge 75 to 95";"Mixed"
76;30;"Edge 76 to 30";"Mixed"
76;78;"Edge 76 to 78";"Mixed"
77;4;"Edge 77 to 4";"Mixed"
78;76;"Edge 78 to 76";"Mixed"
78;84;"Edge 78 to 84";"Mixed"
79;26;"Edge 79 to 26";"Mixed"
79;81;"Edge 79 to 81";"Mixed"
80;17;"Edge 80 to 17";"Mixed"
81;79;"Edge 81 to 79";"Mixed"
82;26;"Edge 82 to 26";"Mixed"
83;21;"Edge 83 to 21";"Mixed"
84;78;"Edge 84 to 78";"Mixed"
85;44;"Edge 85 to 44";"Mixed"
86;29;"Edge 86 to 29";"Mixed"
87;20;"Edge 87 to 20";"Mixed"
88;70;"Edge 88 to 70";"Mixed"
89;57;"Edge 89 to 57";"Mixed"
89;91;"Edge 89 to 91";"Mixed"
89;96;"Edge 89 to 96";"Mixed"
90;13;"Edge 90 to 13";"Mixed"
91;89;"Edge 91 to 89";"Mixed"
91;94;"Edge 91 to 94";"Mixed"
92;64;"Edge 92 to 64";"Mixed"
93;64;"Edge 93 to 64";"Mixed"
94;91;"Edge 94 to 91";"Mixed"
95;75;"Edge 95 to 75";"Mixed"
96;89;"Edge 96 to 89";"Mixed"
97;5;"Edge 97 to 5";"Mixed"
97;98;"Edge 97 to 98";"Mixed"
98;97;"Edge 98 to 97";"Mixed"
99;69;"Edge 99 to 69";"Mixed"
100;54;"Edge 100 to 54";"Mixed"
