Source;Target;Label;Type
1;2;"Edge 1 to 2";"Mixed"
1;3;"Edge 1 to 3";"Mixed"
1;12;"Edge 1 to 12";"Mixed"
1;16;"Edge 1 to 16";"Mixed"
1;21;"Edge 1 to 21";"Mixed"
1;58;"Edge 1 to 58";"Mixed"
1;86;"Edge 1 to 86";"Mixed"
1;104;"Edge 1 to 104";"Mixed"
1;113;"Edge 1 to 113";"Mixed"
1;125;"Edge 1 to 125";"Mixed"
1;138;"Edge 1 to 138";"Mixed"
1;193;"Edge 1 to 193";"Mixed"
1;338;"Edge 1 to 338";"Mixed"
1;376;"Edge 1 to 376";"Mixed"
1;500;"Edge 1 to 500";"Mixed"
1;589;"Edge 1 to 589";"Mixed"
1;647;"Edge 1 to 647";"Mixed"
1;737;"Edge 1 to 737";"Mixed"
1;785;"Edge 1 to 785";"Mixed"
1;792;"Edge 1 to 792";"Mixed"
1;811;"Edge 1 to 811";"Mixed"
1;821;"Edge 1 to 821";"Mixed"
1;874;"Edge 1 to 874";"Mixed"
1;880;"Edge 1 to 880";"Mixed"
1;1061;"Edge 1 to 1061";"Mixed"
1;1200;"Edge 1 to 1200";"Mixed"
1;1472;"Edge 1 to 1472";"Mixed"
1;1475;"Edge 1 to 1475";"Mixed"
1;1618;"Edge 1 to 1618";"Mixed"
1;1628;"Edge 1 to 1628";"Mixed"
1;1849;"Edge 1 to 1849";"Mixed"
1;1880;"Edge 1 to 1880";"Mixed"
1;1984;"Edge 1 to 1984";"Mixed"
1;2279;"Edge 1 to 2279";"Mixed"
1;2333;"Edge 1 to 2333";"Mixed"
1;2404;"Edge 1 to 2404";"Mixed"
1;2919;"Edge 1 to 2919";"Mixed"
1;3138;"Edge 1 to 3138";"Mixed"
1;3241;"Edge 1 to 3241";"Mixed"
1;3390;"Edge 1 to 3390";"Mixed"
1;3453;"Edge 1 to 3453";"Mixed"
1;3779;"Edge 1 to 3779";"Mixed"
1;3846;"Edge 1 to 3846";"Mixed"
1;3933;"Edge 1 to 3933";"Mixed"
1;4321;"Edge 1 to 4321";"Mixed"
1;4328;"Edge 1 to 4328";"Mixed"
1;4689;"Edge 1 to 4689";"Mixed"
1;4691;"Edge 1 to 4691";"Mixed"
1;4700;"Edge 1 to 4700";"Mixed"
1;4835;"Edge 1 to 4835";"Mixed"
1;4900;"Edge 1 to 4900";"Mixed"
1;5002;"Edge 1 to 5002";"Mixed"
1;5312;"Edge 1 to 5312";"Mixed"
1;5498;"Edge 1 to 5498";"Mixed"
1;5799;"Edge 1 to 5799";"Mixed"
1;5861;"Edge 1 to 5861";"Mixed"
1;5864;"Edge 1 to 5864";"Mixed"
1;6852;"Edge 1 to 6852";"Mixed"
1;6906;"Edge 1 to 6906";"Mixed"
1;7073;"Edge 1 to 7073";"Mixed"
1;7601;"Edge 1 to 7601";"Mixed"
1;7659;"Edge 1 to 7659";"Mixed"
1;7772;"Edge 1 to 7772";"Mixed"
1;7799;"Edge 1 to 7799";"Mixed"
1;8133;"Edge 1 to 8133";"Mixed"
1;8231;"Edge 1 to 8231";"Mixed"
1;8592;"Edge 1 to 8592";"Mixed"
1;8641;"Edge 1 to 8641";"Mixed"
1;8890;"Edge 1 to 8890";"Mixed"
1;9096;"Edge 1 to 9096";"Mixed"
1;9112;"Edge 1 to 9112";"Mixed"
1;9369;"Edge 1 to 9369";"Mixed"
1;9390;"Edge 1 to 9390";"Mixed"
1;9606;"Edge 1 to 9606";"Mixed"
1;9948;"Edge 1 to 9948";"Mixed"
2;1;"Edge 2 to 1";"Mixed"
2;3;"Edge 2 to 3";"Mixed"
2;4;"Edge 2 to 4";"Mixed"
2;5;"Edge 2 to 5";"Mixed"
2;6;"Edge 2 to 6";"Mixed"
2;7;"Edge 2 to 7";"Mixed"
2;8;"Edge 2 to 8";"Mixed"
2;11;"Edge 2 to 11";"Mixed"
2;13;"Edge 2 to 13";"Mixed"
2;14;"Edge 2 to 14";"Mixed"
2;20;"Edge 2 to 20";"Mixed"
2;22;"Edge 2 to 22";"Mixed"
2;30;"Edge 2 to 30";"Mixed"
2;34;"Edge 2 to 34";"Mixed"
2;38;"Edge 2 to 38";"Mixed"
2;44;"Edge 2 to 44";"Mixed"
2;47;"Edge 2 to 47";"Mixed"
2;50;"Edge 2 to 50";"Mixed"
2;61;"Edge 2 to 61";"Mixed"
2;63;"Edge 2 to 63";"Mixed"
2;67;"Edge 2 to 67";"Mixed"
2;71;"Edge 2 to 71";"Mixed"
2;74;"Edge 2 to 74";"Mixed"
2;81;"Edge 2 to 81";"Mixed"
2;83;"Edge 2 to 83";"Mixed"
2;86;"Edge 2 to 86";"Mixed"
2;89;"Edge 2 to 89";"Mixed"
2;92;"Edge 2 to 92";"Mixed"
2;95;"Edge 2 to 95";"Mixed"
2;105;"Edge 2 to 105";"Mixed"
2;106;"Edge 2 to 106";"Mixed"
2;109;"Edge 2 to 109";"Mixed"
2;111;"Edge 2 to 111";"Mixed"
2;145;"Edge 2 to 145";"Mixed"
2;147;"Edge 2 to 147";"Mixed"
2;161;"Edge 2 to 161";"Mixed"
2;171;"Edge 2 to 171";"Mixed"
2;173;"Edge 2 to 173";"Mixed"
2;174;"Edge 2 to 174";"Mixed"
2;187;"Edge 2 to 187";"Mixed"
2;200;"Edge 2 to 200";"Mixed"
2;211;"Edge 2 to 211";"Mixed"
2;214;"Edge 2 to 214";"Mixed"
2;229;"Edge 2 to 229";"Mixed"
2;238;"Edge 2 to 238";"Mixed"
2;254;"Edge 2 to 254";"Mixed"
2;258;"Edge 2 to 258";"Mixed"
2;266;"Edge 2 to 266";"Mixed"
2;272;"Edge 2 to 272";"Mixed"
2;278;"Edge 2 to 278";"Mixed"
2;280;"Edge 2 to 280";"Mixed"
2;285;"Edge 2 to 285";"Mixed"
2;318;"Edge 2 to 318";"Mixed"
2;324;"Edge 2 to 324";"Mixed"
2;330;"Edge 2 to 330";"Mixed"
2;351;"Edge 2 to 351";"Mixed"
2;356;"Edge 2 to 356";"Mixed"
2;367;"Edge 2 to 367";"Mixed"
2;381;"Edge 2 to 381";"Mixed"
2;387;"Edge 2 to 387";"Mixed"
2;395;"Edge 2 to 395";"Mixed"
2;403;"Edge 2 to 403";"Mixed"
2;423;"Edge 2 to 423";"Mixed"
2;434;"Edge 2 to 434";"Mixed"
2;439;"Edge 2 to 439";"Mixed"
2;447;"Edge 2 to 447";"Mixed"
2;472;"Edge 2 to 472";"Mixed"
2;486;"Edge 2 to 486";"Mixed"
2;492;"Edge 2 to 492";"Mixed"
2;497;"Edge 2 to 497";"Mixed"
2;499;"Edge 2 to 499";"Mixed"
2;506;"Edge 2 to 506";"Mixed"
2;514;"Edge 2 to 514";"Mixed"
2;526;"Edge 2 to 526";"Mixed"
2;544;"Edge 2 to 544";"Mixed"
2;547;"Edge 2 to 547";"Mixed"
2;557;"Edge 2 to 557";"Mixed"
2;563;"Edge 2 to 563";"Mixed"
2;569;"Edge 2 to 569";"Mixed"
2;570;"Edge 2 to 570";"Mixed"
2;608;"Edge 2 to 608";"Mixed"
2;620;"Edge 2 to 620";"Mixed"
2;634;"Edge 2 to 634";"Mixed"
