Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
2,"Node 2", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
3,"Node 3", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
4,"Node 4", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
5,"Node 5", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
6,"Node 6", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
7,"Node 7", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
8,"Node 8", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
9,"Node 9", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
10,"Node 10", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
11,"Node 11", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
12,"Node 12", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
13,"Node 13", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
14,"Node 14", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
15,"Node 15", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
16,"Node 16", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
17,"Node 17", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
18,"Node 18", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
19,"Node 19", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
20,"Node 20", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
21,"Node 21", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
22,"Node 22", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
23,"Node 23", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
24,"Node 24", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
25,"Node 25", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
26,"Node 26", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
27,"Node 27", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
28,"Node 28", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
29,"Node 29", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
30,"Node 30", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
31,"Node 31", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
32,"Node 32", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
33,"Node 33", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
34,"Node 34", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
35,"Node 35", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
36,"Node 36", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
37,"Node 37", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
38,"Node 38", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
39,"Node 39", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
40,"Node 40", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
41,"Node 41", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
42,"Node 42", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
43,"Node 43", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
44,"Node 44", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
45,"Node 45", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
46,"Node 46", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
47,"Node 47", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
48,"Node 48", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
49,"Node 49", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
50,"Node 50", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
51,"Node 51", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
