Source,Target,Label,Type
1,2,"Edge 1 to 2","Mixed"
1,3,"Edge 1 to 3","Mixed"
1,8,"Edge 1 to 8","Mixed"
1,10,"Edge 1 to 10","Mixed"
1,15,"Edge 1 to 15","Mixed"
1,17,"Edge 1 to 17","Mixed"
1,18,"Edge 1 to 18","Mixed"
1,25,"Edge 1 to 25","Mixed"
1,30,"Edge 1 to 30","Mixed"
1,35,"Edge 1 to 35","Mixed"
1,61,"Edge 1 to 61","Mixed"
1,84,"Edge 1 to 84","Mixed"
2,1,"Edge 2 to 1","Mixed"
2,9,"Edge 2 to 9","Mixed"
2,19,"Edge 2 to 19","Mixed"
2,23,"Edge 2 to 23","Mixed"
2,26,"Edge 2 to 26","Mixed"
2,50,"Edge 2 to 50","Mixed"
2,52,"Edge 2 to 52","Mixed"
2,53,"Edge 2 to 53","Mixed"
2,55,"Edge 2 to 55","Mixed"
2,101,"Edge 2 to 101","Mixed"
3,1,"Edge 3 to 1","Mixed"
3,4,"Edge 3 to 4","Mixed"
3,5,"Edge 3 to 5","Mixed"
3,6,"Edge 3 to 6","Mixed"
3,7,"Edge 3 to 7","Mixed"
3,12,"Edge 3 to 12","Mixed"
3,29,"Edge 3 to 29","Mixed"
3,33,"Edge 3 to 33","Mixed"
4,3,"Edge 4 to 3","Mixed"
4,87,"Edge 4 to 87","Mixed"
5,3,"Edge 5 to 3","Mixed"
6,3,"Edge 6 to 3","Mixed"
6,64,"Edge 6 to 64","Mixed"
6,71,"Edge 6 to 71","Mixed"
6,72,"Edge 6 to 72","Mixed"
7,3,"Edge 7 to 3","Mixed"
7,11,"Edge 7 to 11","Mixed"
7,43,"Edge 7 to 43","Mixed"
8,1,"Edge 8 to 1","Mixed"
9,2,"Edge 9 to 2","Mixed"
9,14,"Edge 9 to 14","Mixed"
9,28,"Edge 9 to 28","Mixed"
9,57,"Edge 9 to 57","Mixed"
9,81,"Edge 9 to 81","Mixed"
9,86,"Edge 9 to 86","Mixed"
9,94,"Edge 9 to 94","Mixed"
10,1,"Edge 10 to 1","Mixed"
10,21,"Edge 10 to 21","Mixed"
10,27,"Edge 10 to 27","Mixed"
10,34,"Edge 10 to 34","Mixed"
10,39,"Edge 10 to 39","Mixed"
10,66,"Edge 10 to 66","Mixed"
10,82,"Edge 10 to 82","Mixed"
10,95,"Edge 10 to 95","Mixed"
10,100,"Edge 10 to 100","Mixed"
11,7,"Edge 11 to 7","Mixed"
12,3,"Edge 12 to 3","Mixed"
12,13,"Edge 12 to 13","Mixed"
12,16,"Edge 12 to 16","Mixed"
12,24,"Edge 12 to 24","Mixed"
12,31,"Edge 12 to 31","Mixed"
12,60,"Edge 12 to 60","Mixed"
12,91,"Edge 12 to 91","Mixed"
13,12,"Edge 13 to 12","Mixed"
13,20,"Edge 13 to 20","Mixed"
13,44,"Edge 13 to 44","Mixed"
13,49,"Edge 13 to 49","Mixed"
13,63,"Edge 13 to 63","Mixed"
13,96,"Edge 13 to 96","Mixed"
14,9,"Edge 14 to 9","Mixed"
15,1,"Edge 15 to 1","Mixed"
16,12,"Edge 16 to 12","Mixed"
17,1,"Edge 17 to 1","Mixed"
17,37,"Edge 17 to 37","Mixed"
17,38,"Edge 17 to 38","Mixed"
17,40,"Edge 17 to 40","Mixed"
17,98,"Edge 17 to 98","Mixed"
18,1,"Edge 18 to 1","Mixed"
19,2,"Edge 19 to 2","Mixed"
19,22,"Edge 19 to 22","Mixed"
20,13,"Edge 20 to 13","Mixed"
21,10,"Edge 21 to 10","Mixed"
21,32,"Edge 21 to 32","Mixed"
22,19,"Edge 22 to 19","Mixed"
22,47,"Edge 22 to 47","Mixed"
22,51,"Edge 22 to 51","Mixed"
23,2,"Edge 23 to 2","Mixed"
24,12,"Edge 24 to 12","Mixed"
24,59,"Edge 24 to 59","Mixed"
25,1,"Edge 25 to 1","Mixed"
26,2,"Edge 26 to 2","Mixed"
26,36,"Edge 26 to 36","Mixed"
26,46,"Edge 26 to 46","Mixed"
27,10,"Edge 27 to 10","Mixed"
28,9,"Edge 28 to 9","Mixed"
29,3,"Edge 29 to 3","Mixed"
30,1,"Edge 30 to 1","Mixed"
31,12,"Edge 31 to 12","Mixed"
32,21,"Edge 32 to 21","Mixed"
32,41,"Edge 32 to 41","Mixed"
32,58,"Edge 32 to 58","Mixed"
33,3,"Edge 33 to 3","Mixed"
34,10,"Edge 34 to 10","Mixed"
34,42,"Edge 34 to 42","Mixed"
34,74,"Edge 34 to 74","Mixed"
35,1,"Edge 35 to 1","Mixed"
35,69,"Edge 35 to 69","Mixed"
36,26,"Edge 36 to 26","Mixed"
36,75,"Edge 36 to 75","Mixed"
37,17,"Edge 37 to 17","Mixed"
37,45,"Edge 37 to 45","Mixed"
37,48,"Edge 37 to 48","Mixed"
37,79,"Edge 37 to 79","Mixed"
38,17,"Edge 38 to 17","Mixed"
38,77,"Edge 38 to 77","Mixed"
39,10,"Edge 39 to 10","Mixed"
39,54,"Edge 39 to 54","Mixed"
39,56,"Edge 39 to 56","Mixed"
39,83,"Edge 39 to 83","Mixed"
40,17,"Edge 40 to 17","Mixed"
41,32,"Edge 41 to 32","Mixed"
42,34,"Edge 42 to 34","Mixed"
42,62,"Edge 42 to 62","Mixed"
43,7,"Edge 43 to 7","Mixed"
44,13,"Edge 44 to 13","Mixed"
44,68,"Edge 44 to 68","Mixed"
44,99,"Edge 44 to 99","Mixed"
45,37,"Edge 45 to 37","Mixed"
45,73,"Edge 45 to 73","Mixed"
46,26,"Edge 46 to 26","Mixed"
46,88,"Edge 46 to 88","Mixed"
47,22,"Edge 47 to 22","Mixed"
47,97,"Edge 47 to 97","Mixed"
48,37,"Edge 48 to 37","Mixed"
49,13,"Edge 49 to 13","Mixed"
50,2,"Edge 50 to 2","Mixed"
51,22,"Edge 51 to 22","Mixed"
51,65,"Edge 51 to 65","Mixed"
52,2,"Edge 52 to 2","Mixed"
52,85,"Edge 52 to 85","Mixed"
52,90,"Edge 52 to 90","Mixed"
52,92,"Edge 52 to 92","Mixed"
53,2,"Edge 53 to 2","Mixed"
53,78,"Edge 53 to 78","Mixed"
54,39,"Edge 54 to 39","Mixed"
55,2,"Edge 55 to 2","Mixed"
56,39,"Edge 56 to 39","Mixed"
57,9,"Edge 57 to 9","Mixed"
58,32,"Edge 58 to 32","Mixed"
58,80,"Edge 58 to 80","Mixed"
59,24,"Edge 59 to 24","Mixed"
60,12,"Edge 60 to 12","Mixed"
61,1,"Edge 61 to 1","Mixed"
62,42,"Edge 62 to 42","Mixed"
63,13,"Edge 63 to 13","Mixed"
64,6,"Edge 64 to 6","Mixed"
65,51,"Edge 65 to 51","Mixed"
66,10,"Edge 66 to 10","Mixed"
66,67,"Edge 66 to 67","Mixed"
66,70,"Edge 66 to 70","Mixed"
67,66,"Edge 67 to 66","Mixed"
68,44,"Edge 68 to 44","Mixed"
69,35,"Edge 69 to 35","Mixed"
70,66,"Edge 70 to 66","Mixed"
71,6,"Edge 71 to 6","Mixed"
72,6,"Edge 72 to 6","Mixed"
73,45,"Edge 73 to 45","Mixed"
74,34,"Edge 74 to 34","Mixed"
