Source,Target,Label,Type
1,2,"Edge 1 to 2","Mixed"
1,4,"Edge 1 to 4","Mixed"
1,13,"Edge 1 to 13","Mixed"
1,28,"Edge 1 to 28","Mixed"
2,1,"Edge 2 to 1","Mixed"
2,3,"Edge 2 to 3","Mixed"
2,11,"Edge 2 to 11","Mixed"
2,16,"Edge 2 to 16","Mixed"
2,17,"Edge 2 to 17","Mixed"
2,18,"Edge 2 to 18","Mixed"
2,34,"Edge 2 to 34","Mixed"
2,45,"Edge 2 to 45","Mixed"
3,2,"Edge 3 to 2","Mixed"
3,6,"Edge 3 to 6","Mixed"
3,9,"Edge 3 to 9","Mixed"
3,30,"Edge 3 to 30","Mixed"
3,35,"Edge 3 to 35","Mixed"
4,1,"Edge 4 to 1","Mixed"
4,5,"Edge 4 to 5","Mixed"
4,7,"Edge 4 to 7","Mixed"
4,24,"Edge 4 to 24","Mixed"
5,4,"Edge 5 to 4","Mixed"
5,31,"Edge 5 to 31","Mixed"
6,3,"Edge 6 to 3","Mixed"
6,22,"Edge 6 to 22","Mixed"
7,4,"Edge 7 to 4","Mixed"
7,8,"Edge 7 to 8","Mixed"
7,12,"Edge 7 to 12","Mixed"
7,19,"Edge 7 to 19","Mixed"
7,32,"Edge 7 to 32","Mixed"
8,7,"Edge 8 to 7","Mixed"
8,10,"Edge 8 to 10","Mixed"
8,23,"Edge 8 to 23","Mixed"
8,47,"Edge 8 to 47","Mixed"
9,3,"Edge 9 to 3","Mixed"
9,26,"Edge 9 to 26","Mixed"
9,29,"Edge 9 to 29","Mixed"
10,8,"Edge 10 to 8","Mixed"
10,21,"Edge 10 to 21","Mixed"
10,43,"Edge 10 to 43","Mixed"
11,2,"Edge 11 to 2","Mixed"
11,48,"Edge 11 to 48","Mixed"
12,7,"Edge 12 to 7","Mixed"
12,14,"Edge 12 to 14","Mixed"
12,36,"Edge 12 to 36","Mixed"
13,1,"Edge 13 to 1","Mixed"
14,12,"Edge 14 to 12","Mixed"
14,15,"Edge 14 to 15","Mixed"
15,14,"Edge 15 to 14","Mixed"
15,38,"Edge 15 to 38","Mixed"
16,2,"Edge 16 to 2","Mixed"
17,2,"Edge 17 to 2","Mixed"
17,20,"Edge 17 to 20","Mixed"
17,33,"Edge 17 to 33","Mixed"
17,46,"Edge 17 to 46","Mixed"
17,50,"Edge 17 to 50","Mixed"
18,2,"Edge 18 to 2","Mixed"
19,7,"Edge 19 to 7","Mixed"
19,27,"Edge 19 to 27","Mixed"
19,42,"Edge 19 to 42","Mixed"
20,17,"Edge 20 to 17","Mixed"
21,10,"Edge 21 to 10","Mixed"
21,25,"Edge 21 to 25","Mixed"
22,6,"Edge 22 to 6","Mixed"
23,8,"Edge 23 to 8","Mixed"
24,4,"Edge 24 to 4","Mixed"
24,37,"Edge 24 to 37","Mixed"
25,21,"Edge 25 to 21","Mixed"
26,9,"Edge 26 to 9","Mixed"
27,19,"Edge 27 to 19","Mixed"
27,41,"Edge 27 to 41","Mixed"
28,1,"Edge 28 to 1","Mixed"
28,44,"Edge 28 to 44","Mixed"
29,9,"Edge 29 to 9","Mixed"
29,39,"Edge 29 to 39","Mixed"
30,3,"Edge 30 to 3","Mixed"
31,5,"Edge 31 to 5","Mixed"
32,7,"Edge 32 to 7","Mixed"
33,17,"Edge 33 to 17","Mixed"
33,49,"Edge 33 to 49","Mixed"
34,2,"Edge 34 to 2","Mixed"
35,3,"Edge 35 to 3","Mixed"
36,12,"Edge 36 to 12","Mixed"
37,24,"Edge 37 to 24","Mixed"
38,15,"Edge 38 to 15","Mixed"
39,29,"Edge 39 to 29","Mixed"
39,40,"Edge 39 to 40","Mixed"
40,39,"Edge 40 to 39","Mixed"
41,27,"Edge 41 to 27","Mixed"
42,19,"Edge 42 to 19","Mixed"
43,10,"Edge 43 to 10","Mixed"
44,28,"Edge 44 to 28","Mixed"
45,2,"Edge 45 to 2","Mixed"
46,17,"Edge 46 to 17","Mixed"
47,8,"Edge 47 to 8","Mixed"
48,11,"Edge 48 to 11","Mixed"
49,33,"Edge 49 to 33","Mixed"
50,17,"Edge 50 to 17","Mixed"
