Source,Target,Label,Type
1,2,"Edge 1 to 2","Mixed"
1,3,"Edge 1 to 3","Mixed"
1,4,"Edge 1 to 4","Mixed"
1,5,"Edge 1 to 5","Mixed"
1,7,"Edge 1 to 7","Mixed"
1,9,"Edge 1 to 9","Mixed"
2,1,"Edge 2 to 1","Mixed"
2,3,"Edge 2 to 3","Mixed"
2,20,"Edge 2 to 20","Mixed"
3,1,"Edge 3 to 1","Mixed"
3,2,"Edge 3 to 2","Mixed"
3,4,"Edge 3 to 4","Mixed"
3,6,"Edge 3 to 6","Mixed"
3,7,"Edge 3 to 7","Mixed"
3,17,"Edge 3 to 17","Mixed"
3,22,"Edge 3 to 22","Mixed"
4,1,"Edge 4 to 1","Mixed"
4,3,"Edge 4 to 3","Mixed"
4,5,"Edge 4 to 5","Mixed"
4,6,"Edge 4 to 6","Mixed"
4,8,"Edge 4 to 8","Mixed"
4,9,"Edge 4 to 9","Mixed"
4,10,"Edge 4 to 10","Mixed"
5,1,"Edge 5 to 1","Mixed"
5,4,"Edge 5 to 4","Mixed"
5,13,"Edge 5 to 13","Mixed"
5,15,"Edge 5 to 15","Mixed"
5,18,"Edge 5 to 18","Mixed"
5,24,"Edge 5 to 24","Mixed"
6,3,"Edge 6 to 3","Mixed"
6,4,"Edge 6 to 4","Mixed"
6,14,"Edge 6 to 14","Mixed"
7,1,"Edge 7 to 1","Mixed"
7,3,"Edge 7 to 3","Mixed"
7,8,"Edge 7 to 8","Mixed"
7,10,"Edge 7 to 10","Mixed"
7,11,"Edge 7 to 11","Mixed"
7,12,"Edge 7 to 12","Mixed"
8,4,"Edge 8 to 4","Mixed"
8,7,"Edge 8 to 7","Mixed"
8,11,"Edge 8 to 11","Mixed"
8,12,"Edge 8 to 12","Mixed"
8,20,"Edge 8 to 20","Mixed"
9,1,"Edge 9 to 1","Mixed"
9,4,"Edge 9 to 4","Mixed"
9,13,"Edge 9 to 13","Mixed"
9,14,"Edge 9 to 14","Mixed"
9,23,"Edge 9 to 23","Mixed"
10,4,"Edge 10 to 4","Mixed"
10,7,"Edge 10 to 7","Mixed"
10,16,"Edge 10 to 16","Mixed"
10,18,"Edge 10 to 18","Mixed"
11,7,"Edge 11 to 7","Mixed"
11,8,"Edge 11 to 8","Mixed"
11,21,"Edge 11 to 21","Mixed"
11,24,"Edge 11 to 24","Mixed"
12,7,"Edge 12 to 7","Mixed"
12,8,"Edge 12 to 8","Mixed"
12,16,"Edge 12 to 16","Mixed"
13,5,"Edge 13 to 5","Mixed"
13,9,"Edge 13 to 9","Mixed"
13,19,"Edge 13 to 19","Mixed"
13,25,"Edge 13 to 25","Mixed"
14,6,"Edge 14 to 6","Mixed"
14,9,"Edge 14 to 9","Mixed"
14,15,"Edge 14 to 15","Mixed"
14,17,"Edge 14 to 17","Mixed"
14,25,"Edge 14 to 25","Mixed"
15,5,"Edge 15 to 5","Mixed"
15,14,"Edge 15 to 14","Mixed"
16,10,"Edge 16 to 10","Mixed"
16,12,"Edge 16 to 12","Mixed"
17,3,"Edge 17 to 3","Mixed"
17,14,"Edge 17 to 14","Mixed"
18,5,"Edge 18 to 5","Mixed"
18,10,"Edge 18 to 10","Mixed"
18,19,"Edge 18 to 19","Mixed"
18,21,"Edge 18 to 21","Mixed"
19,13,"Edge 19 to 13","Mixed"
19,18,"Edge 19 to 18","Mixed"
20,2,"Edge 20 to 2","Mixed"
20,8,"Edge 20 to 8","Mixed"
20,23,"Edge 20 to 23","Mixed"
21,11,"Edge 21 to 11","Mixed"
21,18,"Edge 21 to 18","Mixed"
21,22,"Edge 21 to 22","Mixed"
22,3,"Edge 22 to 3","Mixed"
22,21,"Edge 22 to 21","Mixed"
23,9,"Edge 23 to 9","Mixed"
23,20,"Edge 23 to 20","Mixed"
24,5,"Edge 24 to 5","Mixed"
24,11,"Edge 24 to 11","Mixed"
25,13,"Edge 25 to 13","Mixed"
25,14,"Edge 25 to 14","Mixed"
