Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 31.00, 0.00, 21.00, 0.00, 0.00,  1
2,"Node 2", 37.00, 0.00, 15.00, 0.00, 0.00,  1
3,"Node 3", 38.00, 0.00, 14.00, 0.00, 0.00,  2
4,"Node 4", 38.00, 0.00, 14.00, 0.00, 0.00,  1
5,"Node 5", 32.00, 0.00, 20.00, 0.00, 0.00,  1
6,"Node 6", 44.00, 0.00, 8.00, 0.00, 0.00,  2
7,"Node 7", 42.00, 0.00, 10.00, 0.00, 0.00,  2
8,"Node 8", 36.00, 0.00, 16.00, 0.00, 0.00,  2
9,"Node 9", 39.00, 0.00, 13.00, 0.00, 0.00,  1
10,"Node 10", 40.00, 0.00, 12.00, 0.00, 0.00,  2
11,"Node 11", 42.00, 0.00, 10.00, 0.00, 0.00,  1
12,"Node 12", 42.00, 0.00, 10.00, 0.00, 0.00,  2
13,"Node 13", 42.00, 0.00, 10.00, 0.00, 0.00,  2
14,"Node 14", 0.00, 0.00, 0.00, 0.00, 0.00,  0
15,"Node 15", 20.00, 0.00, 32.00, 0.00, 0.00,  2
16,"Node 16", 39.00, 0.00, 13.00, 0.00, 0.00,  1
17,"Node 17", 36.00, 3.00, 13.00, 0.00, 0.00,  2
18,"Node 18", 42.00, 0.00, 10.00, 0.00, 0.00,  2
19,"Node 19", 38.00, 0.00, 14.00, 0.00, 0.00,  2
20,"Node 20", 30.00, 0.00, 22.00, 0.00, 0.00,  1
21,"Node 21", 42.00, 0.00, 10.00, 0.00, 0.00,  1
22,"Node 22", 34.00, 0.00, 18.00, 0.00, 0.00,  2
23,"Node 23", 34.00, 0.00, 18.00, 0.00, 0.00,  1
24,"Node 24", 25.00, 0.00, 27.00, 0.00, 0.00,  2
25,"Node 25", 31.00, 1.00, 20.00, 0.00, 0.00,  1
26,"Node 26", 42.00, 0.00, 10.00, 0.00, 0.00,  1
27,"Node 27", 36.00, 0.00, 16.00, 0.00, 0.00,  1
28,"Node 28", 34.00, 0.00, 18.00, 0.00, 0.00,  1
29,"Node 29", 32.00, 0.00, 20.00, 0.00, 0.00,  1
30,"Node 30", 30.00, 0.00, 22.00, 0.00, 0.00,  2
31,"Node 31", 0.00, 0.00, 0.00, 0.00, 0.00,  0
32,"Node 32", 36.00, 3.00, 13.00, 0.00, 0.00,  1
33,"Node 33", 41.00, 0.00, 11.00, 0.00, 0.00,  2
34,"Node 34", 33.00, 0.00, 19.00, 0.00, 0.00,  1
35,"Node 35", 34.00, 0.00, 18.00, 0.00, 0.00,  1
36,"Node 36", 35.00, 0.00, 17.00, 0.00, 0.00,  2
37,"Node 37", 33.00, 0.00, 19.00, 0.00, 0.00,  1
