Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 13.00, 0.00, 39.00, 0.00, 0.00, 0.00,  0,  1
2,"Node 2", 7.00, 0.00, 45.00, 0.00, 0.00, 0.00,  0,  1
3,"Node 3", 1.00, 0.00, 51.00, 941.00, 0.00, 0.00,  0,  1
4,"Node 4", 6.00, 0.00, 46.00, 865.00, 0.00, 0.00,  0,  1
5,"Node 5", 5.00, 0.00, 47.00, 0.00, 0.00, 0.00,  0,  2
6,"Node 6", 6.00, 0.00, 46.00, 175.00, 0.00, 0.00,  0,  1
7,"Node 7", 3.00, 0.00, 49.00, 970.00, 0.00, 0.00,  0,  1
8,"Node 8", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
9,"Node 9", 2.00, 0.00, 50.00, 0.00, 0.00, 0.00,  0,  1
10,"Node 10", 1.00, 0.00, 51.00, 0.00, 0.00, 0.00,  0,  2
11,"Node 11", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
12,"Node 12", 16.00, 0.00, 36.00, 2.00, 0.00, 0.00,  0,  2
13,"Node 13", 3.00, 0.00, 49.00, 2.00, 0.00, 0.00,  0,  1
14,"Node 14", 1.00, 0.00, 51.00, 0.00, 0.00, 0.00,  0,  2
15,"Node 15", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
16,"Node 16", 5.00, 0.00, 47.00, 0.00, 0.00, 0.00,  0,  1
17,"Node 17", 7.00, 0.00, 45.00, 0.00, 0.00, 0.00,  0,  2
18,"Node 18", 6.00, 0.00, 46.00, 0.00, 0.00, 0.00,  0,  1
19,"Node 19", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
20,"Node 20", 17.00, 0.00, 35.00, 151.00, 0.00, 0.00,  0,  1
21,"Node 21", 22.00, 0.00, 30.00, 0.00, 0.00, 0.00,  0,  2
22,"Node 22", 16.00, 0.00, 36.00, 0.00, 0.00, 0.00,  0,  1
23,"Node 23", 4.00, 0.00, 48.00, 0.00, 0.00, 0.00,  0,  1
24,"Node 24", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
25,"Node 25", 14.00, 0.00, 38.00, 0.00, 0.00, 0.00,  0,  1
26,"Node 26", 5.00, 0.00, 47.00, 0.00, 0.00, 0.00,  0,  1
27,"Node 27", 4.00, 0.00, 48.00, 0.00, 0.00, 0.00,  0,  1
28,"Node 28", 6.00, 0.00, 46.00, 6.00, 0.00, 0.00,  0,  1
29,"Node 29", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
30,"Node 30", 5.00, 0.00, 47.00, 0.00, 0.00, 0.00,  0,  1
31,"Node 31", 16.00, 0.00, 36.00, 0.00, 0.00, 0.00,  0,  1
32,"Node 32", 10.00, 0.00, 42.00, 2.00, 0.00, 0.00,  0,  1
33,"Node 33", 25.00, 0.00, 27.00, 2.00, 0.00, 0.00,  0,  1
34,"Node 34", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
35,"Node 35", 13.00, 0.00, 39.00, 0.00, 0.00, 0.00,  0,  1
36,"Node 36", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
37,"Node 37", 4.00, 0.00, 48.00, 0.00, 0.00, 0.00,  0,  1
38,"Node 38", 2.00, 0.00, 50.00, 2.00, 0.00, 0.00,  0,  1
39,"Node 39", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
40,"Node 40", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
41,"Node 41", 7.00, 0.00, 45.00, 0.00, 0.00, 0.00,  0,  1
