Source,Target,Weight,Type,Start,End,Label
1,2,1,"undirected",1,208,"node 1 to 2"
1,3,1,"undirected",1,208,"node 1 to 3"
1,4,1,"undirected",1,208,"node 1 to 4"
1,5,1,"undirected",1,208,"node 1 to 5"
1,6,1,"undirected",1,208,"node 1 to 6"
1,10,1,"undirected",1,208,"node 1 to 10"
1,11,1,"undirected",1,208,"node 1 to 11"
1,13,1,"undirected",1,208,"node 1 to 13"
1,21,1,"undirected",1,208,"node 1 to 21"
1,32,1,"undirected",1,208,"node 1 to 32"
1,34,1,"undirected",1,208,"node 1 to 34"
1,35,1,"undirected",1,208,"node 1 to 35"
1,40,1,"undirected",1,208,"node 1 to 40"
1,43,1,"undirected",1,208,"node 1 to 43"
1,44,1,"undirected",1,208,"node 1 to 44"
1,46,1,"undirected",1,208,"node 1 to 46"
1,49,1,"undirected",1,208,"node 1 to 49"
1,58,1,"undirected",1,208,"node 1 to 58"
1,60,1,"undirected",1,208,"node 1 to 60"
1,65,1,"undirected",1,208,"node 1 to 65"
1,68,1,"undirected",1,208,"node 1 to 68"
1,72,1,"undirected",1,208,"node 1 to 72"
1,74,1,"undirected",1,208,"node 1 to 74"
1,81,1,"undirected",1,208,"node 1 to 81"
1,93,1,"undirected",1,208,"node 1 to 93"
1,95,1,"undirected",1,208,"node 1 to 95"
1,100,1,"undirected",1,208,"node 1 to 100"
1,112,1,"undirected",1,208,"node 1 to 112"
1,113,1,"undirected",1,208,"node 1 to 113"
1,115,1,"undirected",1,208,"node 1 to 115"
1,119,1,"undirected",1,208,"node 1 to 119"
1,132,1,"undirected",1,208,"node 1 to 132"
1,150,1,"undirected",1,208,"node 1 to 150"
1,154,1,"undirected",1,208,"node 1 to 154"
1,173,1,"undirected",1,208,"node 1 to 173"
1,177,1,"undirected",1,208,"node 1 to 177"
1,183,1,"undirected",1,208,"node 1 to 183"
1,185,1,"undirected",1,208,"node 1 to 185"
1,193,1,"undirected",1,208,"node 1 to 193"
1,203,1,"undirected",1,208,"node 1 to 203"
1,205,1,"undirected",1,208,"node 1 to 205"
1,220,1,"undirected",1,208,"node 1 to 220"
1,232,1,"undirected",1,208,"node 1 to 232"
1,242,1,"undirected",1,208,"node 1 to 242"
1,253,1,"undirected",1,208,"node 1 to 253"
1,260,1,"undirected",1,208,"node 1 to 260"
1,296,1,"undirected",1,208,"node 1 to 296"
1,298,1,"undirected",1,208,"node 1 to 298"
1,330,1,"undirected",1,208,"node 1 to 330"
1,353,1,"undirected",1,208,"node 1 to 353"
1,357,1,"undirected",1,208,"node 1 to 357"
1,401,1,"undirected",1,208,"node 1 to 401"
1,409,1,"undirected",1,208,"node 1 to 409"
1,465,1,"undirected",1,208,"node 1 to 465"
1,467,1,"undirected",1,208,"node 1 to 467"
1,468,1,"undirected",1,208,"node 1 to 468"
1,482,1,"undirected",1,208,"node 1 to 482"
1,585,1,"undirected",1,208,"node 1 to 585"
1,600,1,"undirected",1,208,"node 1 to 600"
2,1,1,"undirected",1,208,"node 2 to 1"
2,3,1,"undirected",1,208,"node 2 to 3"
2,4,1,"undirected",1,208,"node 2 to 4"
2,5,1,"undirected",1,208,"node 2 to 5"
2,6,1,"undirected",1,208,"node 2 to 6"
2,7,1,"undirected",1,208,"node 2 to 7"
2,8,1,"undirected",1,208,"node 2 to 8"
2,9,1,"undirected",1,208,"node 2 to 9"
2,10,1,"undirected",1,208,"node 2 to 10"
2,11,1,"undirected",1,208,"node 2 to 11"
2,12,1,"undirected",1,208,"node 2 to 12"
2,13,1,"undirected",1,208,"node 2 to 13"
2,14,1,"undirected",1,208,"node 2 to 14"
2,15,1,"undirected",1,208,"node 2 to 15"
2,16,1,"undirected",1,208,"node 2 to 16"
2,17,1,"undirected",1,208,"node 2 to 17"
2,18,1,"undirected",1,208,"node 2 to 18"
2,19,1,"undirected",1,208,"node 2 to 19"
2,21,1,"undirected",1,208,"node 2 to 21"
2,22,1,"undirected",1,208,"node 2 to 22"
2,23,1,"undirected",1,208,"node 2 to 23"
2,24,1,"undirected",1,208,"node 2 to 24"
2,25,1,"undirected",1,208,"node 2 to 25"
2,26,1,"undirected",1,208,"node 2 to 26"
2,27,1,"undirected",1,208,"node 2 to 27"
2,28,1,"undirected",1,208,"node 2 to 28"
2,29,1,"undirected",1,208,"node 2 to 29"
2,30,1,"undirected",1,208,"node 2 to 30"
2,31,1,"undirected",1,208,"node 2 to 31"
2,32,1,"undirected",1,208,"node 2 to 32"
2,33,1,"undirected",1,208,"node 2 to 33"
2,34,1,"undirected",1,208,"node 2 to 34"
2,35,1,"undirected",1,208,"node 2 to 35"
2,36,1,"undirected",1,208,"node 2 to 36"
2,37,1,"undirected",1,208,"node 2 to 37"
2,38,1,"undirected",1,208,"node 2 to 38"
2,39,1,"undirected",1,208,"node 2 to 39"
2,40,1,"undirected",1,208,"node 2 to 40"
2,41,1,"undirected",1,208,"node 2 to 41"
2,42,1,"undirected",1,208,"node 2 to 42"
2,43,1,"undirected",1,208,"node 2 to 43"
2,44,1,"undirected",1,208,"node 2 to 44"
2,45,1,"undirected",1,208,"node 2 to 45"
2,46,1,"undirected",1,208,"node 2 to 46"
2,47,1,"undirected",1,208,"node 2 to 47"
2,48,1,"undirected",1,208,"node 2 to 48"
2,49,1,"undirected",1,208,"node 2 to 49"
2,50,1,"undirected",1,208,"node 2 to 50"
2,52,1,"undirected",1,208,"node 2 to 52"
2,53,1,"undirected",1,208,"node 2 to 53"
2,54,1,"undirected",1,208,"node 2 to 54"
2,55,1,"undirected",1,208,"node 2 to 55"
2,56,1,"undirected",1,208,"node 2 to 56"
2,57,1,"undirected",1,208,"node 2 to 57"
2,58,1,"undirected",1,208,"node 2 to 58"
2,59,1,"undirected",1,208,"node 2 to 59"
2,60,1,"undirected",1,208,"node 2 to 60"
2,61,1,"undirected",1,208,"node 2 to 61"
2,62,1,"undirected",1,208,"node 2 to 62"
2,63,1,"undirected",1,208,"node 2 to 63"
2,64,1,"undirected",1,208,"node 2 to 64"
2,65,1,"undirected",1,208,"node 2 to 65"
2,66,1,"undirected",1,208,"node 2 to 66"
2,67,1,"undirected",1,208,"node 2 to 67"
2,68,1,"undirected",1,208,"node 2 to 68"
2,69,1,"undirected",1,208,"node 2 to 69"
2,70,1,"undirected",1,208,"node 2 to 70"
2,71,1,"undirected",1,208,"node 2 to 71"
2,72,1,"undirected",1,208,"node 2 to 72"
2,73,1,"undirected",1,208,"node 2 to 73"
2,74,1,"undirected",1,208,"node 2 to 74"
2,75,1,"undirected",1,208,"node 2 to 75"
2,76,1,"undirected",1,208,"node 2 to 76"
2,77,1,"undirected",1,208,"node 2 to 77"
2,78,1,"undirected",1,208,"node 2 to 78"
2,79,1,"undirected",1,208,"node 2 to 79"
2,80,1,"undirected",1,208,"node 2 to 80"
2,81,1,"undirected",1,208,"node 2 to 81"
2,82,1,"undirected",1,208,"node 2 to 82"
2,83,1,"undirected",1,208,"node 2 to 83"
2,84,1,"undirected",1,208,"node 2 to 84"
2,85,1,"undirected",1,208,"node 2 to 85"
2,86,1,"undirected",1,208,"node 2 to 86"
2,87,1,"undirected",1,208,"node 2 to 87"
2,89,1,"undirected",1,208,"node 2 to 89"
2,90,1,"undirected",1,208,"node 2 to 90"
2,91,1,"undirected",1,208,"node 2 to 91"
2,92,1,"undirected",1,208,"node 2 to 92"
2,93,1,"undirected",1,208,"node 2 to 93"
2,94,1,"undirected",1,208,"node 2 to 94"
2,95,1,"undirected",1,208,"node 2 to 95"
2,96,1,"undirected",1,208,"node 2 to 96"
2,97,1,"undirected",1,208,"node 2 to 97"
2,98,1,"undirected",1,208,"node 2 to 98"
2,99,1,"undirected",1,208,"node 2 to 99"
2,100,1,"undirected",1,208,"node 2 to 100"
2,101,1,"undirected",1,208,"node 2 to 101"
2,102,1,"undirected",1,208,"node 2 to 102"
2,103,1,"undirected",1,208,"node 2 to 103"
2,104,1,"undirected",1,208,"node 2 to 104"
2,105,1,"undirected",1,208,"node 2 to 105"
2,106,1,"undirected",1,208,"node 2 to 106"
2,107,1,"undirected",1,208,"node 2 to 107"
2,108,1,"undirected",1,208,"node 2 to 108"
2,109,1,"undirected",1,208,"node 2 to 109"
2,110,1,"undirected",1,208,"node 2 to 110"
2,111,1,"undirected",1,208,"node 2 to 111"
2,112,1,"undirected",1,208,"node 2 to 112"
2,113,1,"undirected",1,208,"node 2 to 113"
2,114,1,"undirected",1,208,"node 2 to 114"
2,117,1,"undirected",1,208,"node 2 to 117"
2,118,1,"undirected",1,208,"node 2 to 118"
2,119,1,"undirected",1,208,"node 2 to 119"
2,120,1,"undirected",1,208,"node 2 to 120"
2,121,1,"undirected",1,208,"node 2 to 121"
2,123,1,"undirected",1,208,"node 2 to 123"
2,124,1,"undirected",1,208,"node 2 to 124"
2,125,1,"undirected",1,208,"node 2 to 125"
2,126,1,"undirected",1,208,"node 2 to 126"
2,127,1,"undirected",1,208,"node 2 to 127"
2,128,1,"undirected",1,208,"node 2 to 128"
2,129,1,"undirected",1,208,"node 2 to 129"
2,131,1,"undirected",1,208,"node 2 to 131"
2,132,1,"undirected",1,208,"node 2 to 132"
2,133,1,"undirected",1,208,"node 2 to 133"
2,135,1,"undirected",1,208,"node 2 to 135"
2,136,1,"undirected",1,208,"node 2 to 136"
2,137,1,"undirected",1,208,"node 2 to 137"
2,138,1,"undirected",1,208,"node 2 to 138"
2,139,1,"undirected",1,208,"node 2 to 139"
2,140,1,"undirected",1,208,"node 2 to 140"
2,141,1,"undirected",1,208,"node 2 to 141"
2,142,1,"undirected",1,208,"node 2 to 142"
2,143,1,"undirected",1,208,"node 2 to 143"
2,145,1,"undirected",1,208,"node 2 to 145"
2,146,1,"undirected",1,208,"node 2 to 146"
2,147,1,"undirected",1,208,"node 2 to 147"
2,148,1,"undirected",1,208,"node 2 to 148"
2,149,1,"undirected",1,208,"node 2 to 149"
2,150,1,"undirected",1,208,"node 2 to 150"
2,151,1,"undirected",1,208,"node 2 to 151"
2,152,1,"undirected",1,208,"node 2 to 152"
2,153,1,"undirected",1,208,"node 2 to 153"
2,154,1,"undirected",1,208,"node 2 to 154"
2,155,1,"undirected",1,208,"node 2 to 155"
2,156,1,"undirected",1,208,"node 2 to 156"
2,157,1,"undirected",1,208,"node 2 to 157"
2,158,1,"undirected",1,208,"node 2 to 158"
2,159,1,"undirected",1,208,"node 2 to 159"
2,160,1,"undirected",1,208,"node 2 to 160"
2,161,1,"undirected",1,208,"node 2 to 161"
2,162,1,"undirected",1,208,"node 2 to 162"
2,163,1,"undirected",1,208,"node 2 to 163"
2,164,1,"undirected",1,208,"node 2 to 164"
2,166,1,"undirected",1,208,"node 2 to 166"
2,167,1,"undirected",1,208,"node 2 to 167"
2,168,1,"undirected",1,208,"node 2 to 168"
2,169,1,"undirected",1,208,"node 2 to 169"
2,170,1,"undirected",1,208,"node 2 to 170"
2,171,1,"undirected",1,208,"node 2 to 171"
2,172,1,"undirected",1,208,"node 2 to 172"
2,173,1,"undirected",1,208,"node 2 to 173"
2,175,1,"undirected",1,208,"node 2 to 175"
2,177,1,"undirected",1,208,"node 2 to 177"
2,178,1,"undirected",1,208,"node 2 to 178"
2,180,1,"undirected",1,208,"node 2 to 180"
2,181,1,"undirected",1,208,"node 2 to 181"
2,182,1,"undirected",1,208,"node 2 to 182"
2,183,1,"undirected",1,208,"node 2 to 183"
2,184,1,"undirected",1,208,"node 2 to 184"
2,186,1,"undirected",1,208,"node 2 to 186"
2,187,1,"undirected",1,208,"node 2 to 187"
2,188,1,"undirected",1,208,"node 2 to 188"
2,189,1,"undirected",1,208,"node 2 to 189"
2,190,1,"undirected",1,208,"node 2 to 190"
2,192,1,"undirected",1,208,"node 2 to 192"
2,195,1,"undirected",1,208,"node 2 to 195"
2,196,1,"undirected",1,208,"node 2 to 196"
2,197,1,"undirected",1,208,"node 2 to 197"
2,199,1,"undirected",1,208,"node 2 to 199"
2,200,1,"undirected",1,208,"node 2 to 200"
2,202,1,"undirected",1,208,"node 2 to 202"
2,203,1,"undirected",1,208,"node 2 to 203"
2,206,1,"undirected",1,208,"node 2 to 206"
2,208,1,"undirected",1,208,"node 2 to 208"
2,210,1,"undirected",1,208,"node 2 to 210"
2,211,1,"undirected",1,208,"node 2 to 211"
2,212,1,"undirected",1,208,"node 2 to 212"
2,213,1,"undirected",1,208,"node 2 to 213"
2,214,1,"undirected",1,208,"node 2 to 214"
2,215,1,"undirected",1,208,"node 2 to 215"
2,217,1,"undirected",1,208,"node 2 to 217"
2,218,1,"undirected",1,208,"node 2 to 218"
2,219,1,"undirected",1,208,"node 2 to 219"
2,220,1,"undirected",1,208,"node 2 to 220"
2,222,1,"undirected",1,208,"node 2 to 222"
2,223,1,"undirected",1,208,"node 2 to 223"
2,228,1,"undirected",1,208,"node 2 to 228"
2,229,1,"undirected",1,208,"node 2 to 229"
2,231,1,"undirected",1,208,"node 2 to 231"
2,233,1,"undirected",1,208,"node 2 to 233"
2,234,1,"undirected",1,208,"node 2 to 234"
2,235,1,"undirected",1,208,"node 2 to 235"
2,237,1,"undirected",1,208,"node 2 to 237"
2,238,1,"undirected",1,208,"node 2 to 238"
2,240,1,"undirected",1,208,"node 2 to 240"
2,241,1,"undirected",1,208,"node 2 to 241"
2,242,1,"undirected",1,208,"node 2 to 242"
2,243,1,"undirected",1,208,"node 2 to 243"
2,245,1,"undirected",1,208,"node 2 to 245"
2,246,1,"undirected",1,208,"node 2 to 246"
2,247,1,"undirected",1,208,"node 2 to 247"
2,248,1,"undirected",1,208,"node 2 to 248"
2,249,1,"undirected",1,208,"node 2 to 249"
2,250,1,"undirected",1,208,"node 2 to 250"
2,251,1,"undirected",1,208,"node 2 to 251"
2,252,1,"undirected",1,208,"node 2 to 252"
2,253,1,"undirected",1,208,"node 2 to 253"
2,254,1,"undirected",1,208,"node 2 to 254"
2,255,1,"undirected",1,208,"node 2 to 255"
2,256,1,"undirected",1,208,"node 2 to 256"
2,257,1,"undirected",1,208,"node 2 to 257"
2,258,1,"undirected",1,208,"node 2 to 258"
2,261,1,"undirected",1,208,"node 2 to 261"
2,262,1,"undirected",1,208,"node 2 to 262"
2,264,1,"undirected",1,208,"node 2 to 264"
2,266,1,"undirected",1,208,"node 2 to 266"
2,268,1,"undirected",1,208,"node 2 to 268"
2,269,1,"undirected",1,208,"node 2 to 269"
2,270,1,"undirected",1,208,"node 2 to 270"
2,271,1,"undirected",1,208,"node 2 to 271"
2,272,1,"undirected",1,208,"node 2 to 272"
2,273,1,"undirected",1,208,"node 2 to 273"
2,275,1,"undirected",1,208,"node 2 to 275"
2,277,1,"undirected",1,208,"node 2 to 277"
2,278,1,"undirected",1,208,"node 2 to 278"
2,280,1,"undirected",1,208,"node 2 to 280"
2,284,1,"undirected",1,208,"node 2 to 284"
2,286,1,"undirected",1,208,"node 2 to 286"
2,288,1,"undirected",1,208,"node 2 to 288"
2,290,1,"undirected",1,208,"node 2 to 290"
2,291,1,"undirected",1,208,"node 2 to 291"
2,292,1,"undirected",1,208,"node 2 to 292"
2,293,1,"undirected",1,208,"node 2 to 293"
2,294,1,"undirected",1,208,"node 2 to 294"
2,297,1,"undirected",1,208,"node 2 to 297"
2,298,1,"undirected",1,208,"node 2 to 298"
2,299,1,"undirected",1,208,"node 2 to 299"
2,300,1,"undirected",1,208,"node 2 to 300"
2,302,1,"undirected",1,208,"node 2 to 302"
2,303,1,"undirected",1,208,"node 2 to 303"
2,304,1,"undirected",1,208,"node 2 to 304"
2,305,1,"undirected",1,208,"node 2 to 305"
2,307,1,"undirected",1,208,"node 2 to 307"
2,310,1,"undirected",1,208,"node 2 to 310"
2,311,1,"undirected",1,208,"node 2 to 311"
2,313,1,"undirected",1,208,"node 2 to 313"
2,314,1,"undirected",1,208,"node 2 to 314"
2,315,1,"undirected",1,208,"node 2 to 315"
2,317,1,"undirected",1,208,"node 2 to 317"
2,319,1,"undirected",1,208,"node 2 to 319"
2,321,1,"undirected",1,208,"node 2 to 321"
2,324,1,"undirected",1,208,"node 2 to 324"
2,325,1,"undirected",1,208,"node 2 to 325"
2,326,1,"undirected",1,208,"node 2 to 326"
2,327,1,"undirected",1,208,"node 2 to 327"
2,329,1,"undirected",1,208,"node 2 to 329"
2,333,1,"undirected",1,208,"node 2 to 333"
2,334,1,"undirected",1,208,"node 2 to 334"
2,335,1,"undirected",1,208,"node 2 to 335"
2,336,1,"undirected",1,208,"node 2 to 336"
2,337,1,"undirected",1,208,"node 2 to 337"
2,338,1,"undirected",1,208,"node 2 to 338"
2,340,1,"undirected",1,208,"node 2 to 340"
2,342,1,"undirected",1,208,"node 2 to 342"
2,343,1,"undirected",1,208,"node 2 to 343"
2,345,1,"undirected",1,208,"node 2 to 345"
2,348,1,"undirected",1,208,"node 2 to 348"
2,350,1,"undirected",1,208,"node 2 to 350"
2,351,1,"undirected",1,208,"node 2 to 351"
2,353,1,"undirected",1,208,"node 2 to 353"
2,354,1,"undirected",1,208,"node 2 to 354"
2,355,1,"undirected",1,208,"node 2 to 355"
2,357,1,"undirected",1,208,"node 2 to 357"
2,358,1,"undirected",1,208,"node 2 to 358"
2,359,1,"undirected",1,208,"node 2 to 359"
2,360,1,"undirected",1,208,"node 2 to 360"
2,362,1,"undirected",1,208,"node 2 to 362"
2,367,1,"undirected",1,208,"node 2 to 367"
2,370,1,"undirected",1,208,"node 2 to 370"
2,372,1,"undirected",1,208,"node 2 to 372"
2,375,1,"undirected",1,208,"node 2 to 375"
2,383,1,"undirected",1,208,"node 2 to 383"
2,385,1,"undirected",1,208,"node 2 to 385"
2,386,1,"undirected",1,208,"node 2 to 386"
2,387,1,"undirected",1,208,"node 2 to 387"
2,388,1,"undirected",1,208,"node 2 to 388"
2,390,1,"undirected",1,208,"node 2 to 390"
2,402,1,"undirected",1,208,"node 2 to 402"
2,404,1,"undirected",1,208,"node 2 to 404"
2,405,1,"undirected",1,208,"node 2 to 405"
2,414,1,"undirected",1,208,"node 2 to 414"
2,416,1,"undirected",1,208,"node 2 to 416"
2,417,1,"undirected",1,208,"node 2 to 417"
2,420,1,"undirected",1,208,"node 2 to 420"
2,423,1,"undirected",1,208,"node 2 to 423"
2,424,1,"undirected",1,208,"node 2 to 424"
2,428,1,"undirected",1,208,"node 2 to 428"
2,430,1,"undirected",1,208,"node 2 to 430"
2,433,1,"undirected",1,208,"node 2 to 433"
2,434,1,"undirected",1,208,"node 2 to 434"
2,435,1,"undirected",1,208,"node 2 to 435"
2,436,1,"undirected",1,208,"node 2 to 436"
2,437,1,"undirected",1,208,"node 2 to 437"
2,439,1,"undirected",1,208,"node 2 to 439"
2,441,1,"undirected",1,208,"node 2 to 441"
2,448,1,"undirected",1,208,"node 2 to 448"
2,452,1,"undirected",1,208,"node 2 to 452"
2,454,1,"undirected",1,208,"node 2 to 454"
2,457,1,"undirected",1,208,"node 2 to 457"
2,460,1,"undirected",1,208,"node 2 to 460"
2,463,1,"undirected",1,208,"node 2 to 463"
2,467,1,"undirected",1,208,"node 2 to 467"
2,472,1,"undirected",1,208,"node 2 to 472"
2,477,1,"undirected",1,208,"node 2 to 477"
2,479,1,"undirected",1,208,"node 2 to 479"
2,481,1,"undirected",1,208,"node 2 to 481"
2,485,1,"undirected",1,208,"node 2 to 485"
2,491,1,"undirected",1,208,"node 2 to 491"
2,497,1,"undirected",1,208,"node 2 to 497"
2,502,1,"undirected",1,208,"node 2 to 502"
2,505,1,"undirected",1,208,"node 2 to 505"
2,509,1,"undirected",1,208,"node 2 to 509"
2,513,1,"undirected",1,208,"node 2 to 513"
2,520,1,"undirected",1,208,"node 2 to 520"
2,527,1,"undirected",1,208,"node 2 to 527"
2,529,1,"undirected",1,208,"node 2 to 529"
2,533,1,"undirected",1,208,"node 2 to 533"
2,536,1,"undirected",1,208,"node 2 to 536"
2,538,1,"undirected",1,208,"node 2 to 538"
2,543,1,"undirected",1,208,"node 2 to 543"
2,547,1,"undirected",1,208,"node 2 to 547"
2,549,1,"undirected",1,208,"node 2 to 549"
2,562,1,"undirected",1,208,"node 2 to 562"
2,565,1,"undirected",1,208,"node 2 to 565"
2,596,1,"undirected",1,208,"node 2 to 596"
2,600,1,"undirected",1,208,"node 2 to 600"
2,601,1,"undirected",1,208,"node 2 to 601"
2,608,1,"undirected",1,208,"node 2 to 608"
2,625,1,"undirected",1,208,"node 2 to 625"
3,1,1,"undirected",1,208,"node 3 to 1"
3,2,1,"undirected",1,208,"node 3 to 2"
3,4,1,"undirected",1,208,"node 3 to 4"
3,5,1,"undirected",1,208,"node 3 to 5"
3,6,1,"undirected",1,208,"node 3 to 6"
3,7,1,"undirected",1,208,"node 3 to 7"
3,8,1,"undirected",1,208,"node 3 to 8"
3,9,1,"undirected",1,208,"node 3 to 9"
3,13,1,"undirected",1,208,"node 3 to 13"
3,15,1,"undirected",1,208,"node 3 to 15"
3,16,1,"undirected",1,208,"node 3 to 16"
3,17,1,"undirected",1,208,"node 3 to 17"
3,21,1,"undirected",1,208,"node 3 to 21"
3,24,1,"undirected",1,208,"node 3 to 24"
3,25,1,"undirected",1,208,"node 3 to 25"
3,27,1,"undirected",1,208,"node 3 to 27"
3,29,1,"undirected",1,208,"node 3 to 29"
3,30,1,"undirected",1,208,"node 3 to 30"
3,31,1,"undirected",1,208,"node 3 to 31"
3,32,1,"undirected",1,208,"node 3 to 32"
3,35,1,"undirected",1,208,"node 3 to 35"
3,36,1,"undirected",1,208,"node 3 to 36"
3,37,1,"undirected",1,208,"node 3 to 37"
3,44,1,"undirected",1,208,"node 3 to 44"
3,47,1,"undirected",1,208,"node 3 to 47"
3,48,1,"undirected",1,208,"node 3 to 48"
3,51,1,"undirected",1,208,"node 3 to 51"
3,58,1,"undirected",1,208,"node 3 to 58"
3,59,1,"undirected",1,208,"node 3 to 59"
3,60,1,"undirected",1,208,"node 3 to 60"
3,61,1,"undirected",1,208,"node 3 to 61"
3,62,1,"undirected",1,208,"node 3 to 62"
3,63,1,"undirected",1,208,"node 3 to 63"
3,65,1,"undirected",1,208,"node 3 to 65"
3,69,1,"undirected",1,208,"node 3 to 69"
3,70,1,"undirected",1,208,"node 3 to 70"
3,72,1,"undirected",1,208,"node 3 to 72"
3,76,1,"undirected",1,208,"node 3 to 76"
3,80,1,"undirected",1,208,"node 3 to 80"
3,82,1,"undirected",1,208,"node 3 to 82"
3,84,1,"undirected",1,208,"node 3 to 84"
3,87,1,"undirected",1,208,"node 3 to 87"
3,91,1,"undirected",1,208,"node 3 to 91"
3,93,1,"undirected",1,208,"node 3 to 93"
3,99,1,"undirected",1,208,"node 3 to 99"
3,109,1,"undirected",1,208,"node 3 to 109"
3,118,1,"undirected",1,208,"node 3 to 118"
3,120,1,"undirected",1,208,"node 3 to 120"
3,126,1,"undirected",1,208,"node 3 to 126"
3,129,1,"undirected",1,208,"node 3 to 129"
3,136,1,"undirected",1,208,"node 3 to 136"
3,142,1,"undirected",1,208,"node 3 to 142"
3,150,1,"undirected",1,208,"node 3 to 150"
3,160,1,"undirected",1,208,"node 3 to 160"
3,161,1,"undirected",1,208,"node 3 to 161"
3,173,1,"undirected",1,208,"node 3 to 173"
3,191,1,"undirected",1,208,"node 3 to 191"
3,195,1,"undirected",1,208,"node 3 to 195"
3,199,1,"undirected",1,208,"node 3 to 199"
3,221,1,"undirected",1,208,"node 3 to 221"
3,232,1,"undirected",1,208,"node 3 to 232"
3,241,1,"undirected",1,208,"node 3 to 241"
3,262,1,"undirected",1,208,"node 3 to 262"
3,264,1,"undirected",1,208,"node 3 to 264"
3,273,1,"undirected",1,208,"node 3 to 273"
3,277,1,"undirected",1,208,"node 3 to 277"
3,284,1,"undirected",1,208,"node 3 to 284"
3,287,1,"undirected",1,208,"node 3 to 287"
3,293,1,"undirected",1,208,"node 3 to 293"
3,311,1,"undirected",1,208,"node 3 to 311"
3,325,1,"undirected",1,208,"node 3 to 325"
3,326,1,"undirected",1,208,"node 3 to 326"
3,350,1,"undirected",1,208,"node 3 to 350"
3,394,1,"undirected",1,208,"node 3 to 394"
3,409,1,"undirected",1,208,"node 3 to 409"
3,410,1,"undirected",1,208,"node 3 to 410"
3,416,1,"undirected",1,208,"node 3 to 416"
3,432,1,"undirected",1,208,"node 3 to 432"
3,436,1,"undirected",1,208,"node 3 to 436"
3,463,1,"undirected",1,208,"node 3 to 463"
3,467,1,"undirected",1,208,"node 3 to 467"
3,487,1,"undirected",1,208,"node 3 to 487"
3,508,1,"undirected",1,208,"node 3 to 508"
3,516,1,"undirected",1,208,"node 3 to 516"
3,523,1,"undirected",1,208,"node 3 to 523"
4,1,1,"undirected",1,208,"node 4 to 1"
4,2,1,"undirected",1,208,"node 4 to 2"
4,3,1,"undirected",1,208,"node 4 to 3"
4,5,1,"undirected",1,208,"node 4 to 5"
4,6,1,"undirected",1,208,"node 4 to 6"
4,15,1,"undirected",1,208,"node 4 to 15"
4,19,1,"undirected",1,208,"node 4 to 19"
4,36,1,"undirected",1,208,"node 4 to 36"
4,37,1,"undirected",1,208,"node 4 to 37"
4,40,1,"undirected",1,208,"node 4 to 40"
4,78,1,"undirected",1,208,"node 4 to 78"
4,95,1,"undirected",1,208,"node 4 to 95"
4,106,1,"undirected",1,208,"node 4 to 106"
4,108,1,"undirected",1,208,"node 4 to 108"
4,132,1,"undirected",1,208,"node 4 to 132"
4,141,1,"undirected",1,208,"node 4 to 141"
4,145,1,"undirected",1,208,"node 4 to 145"
4,153,1,"undirected",1,208,"node 4 to 153"
4,156,1,"undirected",1,208,"node 4 to 156"
4,161,1,"undirected",1,208,"node 4 to 161"
4,205,1,"undirected",1,208,"node 4 to 205"
4,224,1,"undirected",1,208,"node 4 to 224"
4,235,1,"undirected",1,208,"node 4 to 235"
4,294,1,"undirected",1,208,"node 4 to 294"
4,295,1,"undirected",1,208,"node 4 to 295"
4,390,1,"undirected",1,208,"node 4 to 390"
4,540,1,"undirected",1,208,"node 4 to 540"
5,1,1,"undirected",1,208,"node 5 to 1"
5,2,1,"undirected",1,208,"node 5 to 2"
5,3,1,"undirected",1,208,"node 5 to 3"
5,4,1,"undirected",1,208,"node 5 to 4"
5,7,1,"undirected",1,208,"node 5 to 7"
5,8,1,"undirected",1,208,"node 5 to 8"
5,12,1,"undirected",1,208,"node 5 to 12"
5,16,1,"undirected",1,208,"node 5 to 16"
5,17,1,"undirected",1,208,"node 5 to 17"
5,23,1,"undirected",1,208,"node 5 to 23"
5,26,1,"undirected",1,208,"node 5 to 26"
5,35,1,"undirected",1,208,"node 5 to 35"
5,41,1,"undirected",1,208,"node 5 to 41"
5,44,1,"undirected",1,208,"node 5 to 44"
5,60,1,"undirected",1,208,"node 5 to 60"
5,67,1,"undirected",1,208,"node 5 to 67"
5,69,1,"undirected",1,208,"node 5 to 69"
5,71,1,"undirected",1,208,"node 5 to 71"
5,77,1,"undirected",1,208,"node 5 to 77"
5,79,1,"undirected",1,208,"node 5 to 79"
5,85,1,"undirected",1,208,"node 5 to 85"
5,91,1,"undirected",1,208,"node 5 to 91"
5,98,1,"undirected",1,208,"node 5 to 98"
5,101,1,"undirected",1,208,"node 5 to 101"
5,105,1,"undirected",1,208,"node 5 to 105"
5,106,1,"undirected",1,208,"node 5 to 106"
5,111,1,"undirected",1,208,"node 5 to 111"
5,118,1,"undirected",1,208,"node 5 to 118"
5,125,1,"undirected",1,208,"node 5 to 125"
5,127,1,"undirected",1,208,"node 5 to 127"
5,135,1,"undirected",1,208,"node 5 to 135"
5,138,1,"undirected",1,208,"node 5 to 138"
5,141,1,"undirected",1,208,"node 5 to 141"
5,147,1,"undirected",1,208,"node 5 to 147"
5,150,1,"undirected",1,208,"node 5 to 150"
5,152,1,"undirected",1,208,"node 5 to 152"
5,167,1,"undirected",1,208,"node 5 to 167"
5,187,1,"undirected",1,208,"node 5 to 187"
