Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
2,"Node 2", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
3,"Node 3", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
4,"Node 4", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
5,"Node 5", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
6,"Node 6", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
7,"Node 7", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
8,"Node 8", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
9,"Node 9", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
10,"Node 10", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
11,"Node 11", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
12,"Node 12", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
13,"Node 13", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
14,"Node 14", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  1
15,"Node 15", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
16,"Node 16", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
17,"Node 17", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
18,"Node 18", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
19,"Node 19", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
20,"Node 20", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
21,"Node 21", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
22,"Node 22", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
23,"Node 23", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
24,"Node 24", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
25,"Node 25", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
26,"Node 26", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
27,"Node 27", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
28,"Node 28", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
29,"Node 29", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
30,"Node 30", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
31,"Node 31", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
32,"Node 32", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
33,"Node 33", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
34,"Node 34", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
35,"Node 35", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
36,"Node 36", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
37,"Node 37", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
38,"Node 38", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
39,"Node 39", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
40,"Node 40", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
41,"Node 41", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
42,"Node 42", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
43,"Node 43", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
44,"Node 44", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
45,"Node 45", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
46,"Node 46", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
47,"Node 47", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  1
48,"Node 48", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
49,"Node 49", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
50,"Node 50", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
51,"Node 51", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
52,"Node 52", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
53,"Node 53", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
54,"Node 54", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
55,"Node 55", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
56,"Node 56", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
57,"Node 57", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
58,"Node 58", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
59,"Node 59", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
60,"Node 60", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
61,"Node 61", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
62,"Node 62", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
63,"Node 63", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
64,"Node 64", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
65,"Node 65", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
66,"Node 66", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
67,"Node 67", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
68,"Node 68", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
69,"Node 69", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
70,"Node 70", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
71,"Node 71", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
72,"Node 72", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
73,"Node 73", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
74,"Node 74", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
75,"Node 75", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
76,"Node 76", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
77,"Node 77", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
78,"Node 78", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
79,"Node 79", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  1
80,"Node 80", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
81,"Node 81", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
82,"Node 82", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
83,"Node 83", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
84,"Node 84", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
85,"Node 85", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
86,"Node 86", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
87,"Node 87", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
88,"Node 88", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
89,"Node 89", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
90,"Node 90", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
91,"Node 91", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
92,"Node 92", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
93,"Node 93", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
94,"Node 94", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
95,"Node 95", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
96,"Node 96", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
97,"Node 97", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
98,"Node 98", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
99,"Node 99", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
100,"Node 100", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
