Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
2,"Node 2", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
3,"Node 3", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
4,"Node 4", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
5,"Node 5", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
6,"Node 6", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
7,"Node 7", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
8,"Node 8", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
9,"Node 9", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
10,"Node 10", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
11,"Node 11", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
12,"Node 12", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
13,"Node 13", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
14,"Node 14", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
15,"Node 15", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
16,"Node 16", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
17,"Node 17", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
18,"Node 18", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
19,"Node 19", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
20,"Node 20", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
21,"Node 21", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
22,"Node 22", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  1
23,"Node 23", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
24,"Node 24", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
25,"Node 25", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
26,"Node 26", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  2
27,"Node 27", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
28,"Node 28", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
29,"Node 29", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
30,"Node 30", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
31,"Node 31", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
32,"Node 32", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
33,"Node 33", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
34,"Node 34", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
35,"Node 35", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
36,"Node 36", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
37,"Node 37", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
38,"Node 38", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
39,"Node 39", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
40,"Node 40", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
41,"Node 41", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
42,"Node 42", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
43,"Node 43", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
44,"Node 44", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
45,"Node 45", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
46,"Node 46", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
47,"Node 47", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
48,"Node 48", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
49,"Node 49", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
50,"Node 50", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  1
51,"Node 51", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
52,"Node 52", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
53,"Node 53", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
54,"Node 54", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
55,"Node 55", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
56,"Node 56", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
57,"Node 57", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
58,"Node 58", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
59,"Node 59", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
60,"Node 60", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  2
61,"Node 61", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  1
62,"Node 62", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
63,"Node 63", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
64,"Node 64", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
65,"Node 65", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
66,"Node 66", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
67,"Node 67", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
68,"Node 68", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
69,"Node 69", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
70,"Node 70", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
71,"Node 71", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
72,"Node 72", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
73,"Node 73", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
74,"Node 74", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
75,"Node 75", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
76,"Node 76", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
77,"Node 77", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
78,"Node 78", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
79,"Node 79", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
80,"Node 80", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
81,"Node 81", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
82,"Node 82", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  2
83,"Node 83", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
84,"Node 84", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
85,"Node 85", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
86,"Node 86", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
87,"Node 87", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
88,"Node 88", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
89,"Node 89", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
90,"Node 90", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
91,"Node 91", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
92,"Node 92", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
93,"Node 93", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
94,"Node 94", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
95,"Node 95", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
96,"Node 96", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
97,"Node 97", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
98,"Node 98", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
99,"Node 99", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
100,"Node 100", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
