Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
2,"Node 2", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
3,"Node 3", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
4,"Node 4", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
5,"Node 5", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
6,"Node 6", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
7,"Node 7", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
8,"Node 8", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
9,"Node 9", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
10,"Node 10", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
11,"Node 11", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
12,"Node 12", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
13,"Node 13", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
14,"Node 14", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
15,"Node 15", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
16,"Node 16", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
17,"Node 17", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
18,"Node 18", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
19,"Node 19", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
20,"Node 20", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  2
21,"Node 21", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
22,"Node 22", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
23,"Node 23", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
24,"Node 24", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
25,"Node 25", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
26,"Node 26", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
27,"Node 27", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
28,"Node 28", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
29,"Node 29", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
30,"Node 30", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
31,"Node 31", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
32,"Node 32", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
33,"Node 33", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
34,"Node 34", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
35,"Node 35", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
36,"Node 36", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
37,"Node 37", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
38,"Node 38", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
