Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
2,"Node 2", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
3,"Node 3", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
4,"Node 4", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
5,"Node 5", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
6,"Node 6", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
7,"Node 7", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
8,"Node 8", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
9,"Node 9", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
10,"Node 10", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
11,"Node 11", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
12,"Node 12", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
13,"Node 13", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
14,"Node 14", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
15,"Node 15", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
16,"Node 16", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
17,"Node 17", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
18,"Node 18", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
19,"Node 19", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
20,"Node 20", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
21,"Node 21", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
22,"Node 22", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
23,"Node 23", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
24,"Node 24", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
25,"Node 25", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
26,"Node 26", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
27,"Node 27", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
28,"Node 28", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
29,"Node 29", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
30,"Node 30", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
31,"Node 31", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
32,"Node 32", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  1
33,"Node 33", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
34,"Node 34", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
35,"Node 35", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
36,"Node 36", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
37,"Node 37", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
38,"Node 38", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
39,"Node 39", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
40,"Node 40", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
41,"Node 41", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
42,"Node 42", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
43,"Node 43", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
44,"Node 44", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
45,"Node 45", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
46,"Node 46", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
47,"Node 47", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
48,"Node 48", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
49,"Node 49", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
50,"Node 50", 7.00, 0.00, 45.00, 0.00, 0.00,  0,  1
51,"Node 51", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
52,"Node 52", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
53,"Node 53", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
54,"Node 54", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
55,"Node 55", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
56,"Node 56", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
57,"Node 57", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
58,"Node 58", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
59,"Node 59", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
60,"Node 60", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
61,"Node 61", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  2
62,"Node 62", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
63,"Node 63", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
64,"Node 64", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
65,"Node 65", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
66,"Node 66", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
67,"Node 67", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
68,"Node 68", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
69,"Node 69", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
70,"Node 70", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
71,"Node 71", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
72,"Node 72", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
73,"Node 73", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
74,"Node 74", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
75,"Node 75", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
76,"Node 76", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
77,"Node 77", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
78,"Node 78", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
79,"Node 79", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
80,"Node 80", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
81,"Node 81", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
82,"Node 82", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
83,"Node 83", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
84,"Node 84", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
85,"Node 85", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
86,"Node 86", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
87,"Node 87", 10.00, 0.00, 42.00, 0.00, 0.00,  0,  1
88,"Node 88", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
89,"Node 89", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  2
90,"Node 90", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
91,"Node 91", 0.00, 0.00, 0.00, 0.00, 0.00, 52,  1
92,"Node 92", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
93,"Node 93", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
94,"Node 94", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
95,"Node 95", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
96,"Node 96", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
97,"Node 97", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
98,"Node 98", 10.00, 0.00, 42.00, 0.00, 0.00,  0,  1
99,"Node 99", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  1
100,"Node 100", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
