Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 49.00, 0.00, 3.00, 0.00, 0.00,  2
2,"Node 2", 38.00, 0.00, 14.00, 0.00, 0.00,  2
3,"Node 3", 0.00, 0.00, 0.00, 0.00, 0.00,  0
4,"Node 4", 49.00, 0.00, 3.00, 0.00, 0.00,  2
5,"Node 5", 51.00, 0.00, 1.00, 0.00, 0.00,  2
6,"Node 6", 41.00, 0.00, 11.00, 0.00, 0.00,  2
7,"Node 7", 46.00, 0.00, 6.00, 0.00, 0.00,  2
8,"Node 8", 48.00, 0.00, 4.00, 0.00, 0.00,  2
9,"Node 9", 45.00, 0.00, 7.00, 0.00, 0.00,  2
10,"Node 10", 50.00, 0.00, 2.00, 0.00, 0.00,  2
11,"Node 11", 46.00, 0.00, 6.00, 0.00, 0.00,  2
12,"Node 12", 40.00, 0.00, 12.00, 0.00, 0.00,  1
13,"Node 13", 40.00, 0.00, 12.00, 0.00, 0.00,  2
14,"Node 14", 45.00, 0.00, 7.00, 0.00, 0.00,  2
15,"Node 15", 39.00, 0.00, 13.00, 0.00, 0.00,  2
16,"Node 16", 45.00, 0.00, 7.00, 0.00, 0.00,  2
17,"Node 17", 43.00, 2.00, 7.00, 0.00, 0.00,  2
18,"Node 18", 45.00, 0.00, 7.00, 0.00, 0.00,  2
19,"Node 19", 48.00, 0.00, 4.00, 0.00, 0.00,  2
20,"Node 20", 40.00, 0.00, 12.00, 0.00, 0.00,  1
21,"Node 21", 33.00, 0.00, 19.00, 0.00, 0.00,  1
22,"Node 22", 45.00, 0.00, 7.00, 0.00, 0.00,  2
23,"Node 23", 47.00, 0.00, 5.00, 0.00, 0.00,  2
24,"Node 24", 45.00, 0.00, 7.00, 0.00, 0.00,  2
25,"Node 25", 0.00, 0.00, 0.00, 0.00, 0.00,  0
26,"Node 26", 42.00, 0.00, 10.00, 0.00, 0.00,  1
27,"Node 27", 46.00, 0.00, 6.00, 0.00, 0.00,  2
28,"Node 28", 38.00, 0.00, 14.00, 0.00, 0.00,  1
29,"Node 29", 42.00, 0.00, 10.00, 0.00, 0.00,  2
30,"Node 30", 44.00, 0.00, 8.00, 0.00, 0.00,  2
31,"Node 31", 39.00, 1.00, 12.00, 0.00, 0.00,  2
32,"Node 32", 47.00, 0.00, 5.00, 0.00, 0.00,  2
33,"Node 33", 43.00, 0.00, 9.00, 0.00, 0.00,  1
34,"Node 34", 48.00, 0.00, 4.00, 0.00, 0.00,  2
35,"Node 35", 44.00, 2.00, 6.00, 0.00, 0.00,  1
36,"Node 36", 45.00, 0.00, 7.00, 0.00, 0.00,  1
37,"Node 37", 38.00, 0.00, 14.00, 0.00, 0.00,  1
38,"Node 38", 41.00, 2.00, 9.00, 0.00, 0.00,  2
39,"Node 39", 47.00, 0.00, 5.00, 0.00, 0.00,  2
40,"Node 40", 45.00, 0.00, 7.00, 0.00, 0.00,  2
41,"Node 41", 46.00, 0.00, 6.00, 0.00, 0.00,  1
42,"Node 42", 46.00, 0.00, 6.00, 0.00, 0.00,  2
43,"Node 43", 44.00, 1.00, 7.00, 0.00, 0.00,  2
44,"Node 44", 44.00, 0.00, 8.00, 0.00, 0.00,  2
45,"Node 45", 43.00, 2.00, 7.00, 0.00, 0.00,  2
46,"Node 46", 45.00, 0.00, 7.00, 0.00, 0.00,  2
47,"Node 47", 44.00, 0.00, 8.00, 0.00, 0.00,  1
48,"Node 48", 43.00, 1.00, 8.00, 0.00, 0.00,  2
49,"Node 49", 49.00, 0.00, 3.00, 0.00, 0.00,  2
50,"Node 50", 40.00, 0.00, 12.00, 0.00, 0.00,  2
51,"Node 51", 39.00, 0.00, 13.00, 0.00, 0.00,  2
52,"Node 52", 42.00, 0.00, 10.00, 0.00, 0.00,  2
53,"Node 53", 39.00, 0.00, 13.00, 0.00, 0.00,  2
54,"Node 54", 36.00, 1.00, 15.00, 0.00, 0.00,  2
55,"Node 55", 0.00, 0.00, 0.00, 0.00, 0.00,  0
56,"Node 56", 42.00, 4.00, 6.00, 0.00, 0.00,  2
57,"Node 57", 37.00, 4.00, 11.00, 0.00, 0.00,  1
58,"Node 58", 28.00, 11.00, 13.00, 0.00, 0.00,  1
59,"Node 59", 43.00, 3.00, 6.00, 0.00, 0.00,  1
60,"Node 60", 41.00, 0.00, 11.00, 0.00, 0.00,  2
