Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 33.00, 0.00, 19.00, 969.00, 0.00, 0.00,  0,  2
2,"Node 2", 28.00, 0.00, 24.00, 372.00, 0.00, 0.00,  0,  1
3,"Node 3", 36.00, 0.00, 16.00, 716.00, 0.00, 0.00,  0,  2
4,"Node 4", 21.00, 0.00, 31.00, 785.00, 0.00, 0.00,  0,  1
5,"Node 5", 35.00, 0.00, 17.00, 18.00, 0.00, 0.00,  0,  2
6,"Node 6", 24.00, 0.00, 28.00, 241.00, 0.00, 0.00,  0,  1
7,"Node 7", 22.00, 0.00, 30.00, 761.00, 0.00, 0.00,  0,  1
8,"Node 8", 33.00, 0.00, 19.00, 137.00, 0.00, 0.00,  0,  2
9,"Node 9", 34.00, 0.00, 18.00, 2.00, 0.00, 0.00,  0,  1
10,"Node 10", 31.00, 0.00, 21.00, 0.00, 0.00, 0.00,  0,  2
11,"Node 11", 29.00, 0.00, 23.00, 0.00, 0.00, 0.00,  0,  2
12,"Node 12", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  2
13,"Node 13", 29.00, 0.00, 23.00, 0.00, 0.00, 0.00,  0,  1
14,"Node 14", 35.00, 0.00, 17.00, 50.00, 0.00, 0.00,  0,  1
15,"Node 15", 24.00, 0.00, 28.00, 0.00, 0.00, 0.00,  0,  1
16,"Node 16", 21.00, 0.00, 31.00, 0.00, 0.00, 0.00,  0,  1
17,"Node 17", 41.00, 0.00, 11.00, 9.00, 0.00, 0.00,  0,  1
18,"Node 18", 27.00, 0.00, 25.00, 135.00, 0.00, 0.00,  0,  1
19,"Node 19", 16.00, 0.00, 36.00, 0.00, 0.00, 0.00,  0,  2
20,"Node 20", 23.00, 0.00, 29.00, 0.00, 0.00, 0.00,  0,  2
21,"Node 21", 36.00, 0.00, 16.00, 1.00, 0.00, 0.00,  0,  2
22,"Node 22", 32.00, 0.00, 20.00, 2.00, 0.00, 0.00,  0,  1
23,"Node 23", 34.00, 0.00, 18.00, 5.00, 0.00, 0.00,  0,  1
24,"Node 24", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  2
25,"Node 25", 23.00, 0.00, 29.00, 63.00, 0.00, 0.00,  0,  1
26,"Node 26", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
27,"Node 27", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  1
28,"Node 28", 26.00, 0.00, 26.00, 2.00, 0.00, 0.00,  0,  2
29,"Node 29", 27.00, 0.00, 25.00, 0.00, 0.00, 0.00,  0,  1
30,"Node 30", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  2
31,"Node 31", 29.00, 0.00, 23.00, 0.00, 0.00, 0.00,  0,  1
32,"Node 32", 20.00, 0.00, 32.00, 0.00, 0.00, 0.00,  0,  1
33,"Node 33", 29.00, 0.00, 23.00, 1.00, 0.00, 0.00,  0,  2
34,"Node 34", 33.00, 0.00, 19.00, 1.00, 0.00, 0.00,  0,  2
35,"Node 35", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  1
36,"Node 36", 22.00, 0.00, 30.00, 0.00, 0.00, 0.00,  0,  1
37,"Node 37", 24.00, 0.00, 28.00, 0.00, 0.00, 0.00,  0,  1
38,"Node 38", 35.00, 0.00, 17.00, 0.00, 0.00, 0.00,  0,  1
39,"Node 39", 34.00, 0.00, 18.00, 0.00, 0.00, 0.00,  0,  2
40,"Node 40", 19.00, 0.00, 33.00, 0.00, 0.00, 0.00,  0,  2
41,"Node 41", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
42,"Node 42", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  2
43,"Node 43", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
44,"Node 44", 23.00, 0.00, 29.00, 0.00, 0.00, 0.00,  0,  1
45,"Node 45", 36.00, 0.00, 16.00, 0.00, 0.00, 0.00,  0,  2
46,"Node 46", 27.00, 0.00, 25.00, 0.00, 0.00, 0.00,  0,  2
47,"Node 47", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  1
48,"Node 48", 21.00, 0.00, 31.00, 0.00, 0.00, 0.00,  0,  1
49,"Node 49", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  1
50,"Node 50", 28.00, 0.00, 24.00, 0.00, 0.00, 0.00,  0,  2
51,"Node 51", 36.00, 0.00, 16.00, 0.00, 0.00, 0.00,  0,  2
52,"Node 52", 20.00, 0.00, 32.00, 0.00, 0.00, 0.00,  0,  2
53,"Node 53", 33.00, 0.00, 19.00, 4.00, 0.00, 0.00,  0,  2
54,"Node 54", 37.00, 0.00, 15.00, 0.00, 0.00, 0.00,  0,  2
55,"Node 55", 27.00, 0.00, 25.00, 3.00, 0.00, 0.00,  0,  2
56,"Node 56", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
57,"Node 57", 29.00, 0.00, 23.00, 0.00, 0.00, 0.00,  0,  2
58,"Node 58", 33.00, 0.00, 19.00, 0.00, 0.00, 0.00,  0,  2
59,"Node 59", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  1
60,"Node 60", 20.00, 0.00, 32.00, 0.00, 0.00, 0.00,  0,  1
61,"Node 61", 24.00, 0.00, 28.00, 0.00, 0.00, 0.00,  0,  1
62,"Node 62", 26.00, 0.00, 26.00, 0.00, 0.00, 0.00,  0,  2
63,"Node 63", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
64,"Node 64", 33.00, 0.00, 19.00, 18.00, 0.00, 0.00,  0,  1
65,"Node 65", 18.00, 0.00, 34.00, 0.00, 0.00, 0.00,  0,  2
66,"Node 66", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  2
67,"Node 67", 40.00, 0.00, 12.00, 0.00, 0.00, 0.00,  0,  1
68,"Node 68", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  2
69,"Node 69", 24.00, 0.00, 28.00, 0.00, 0.00, 0.00,  0,  2
70,"Node 70", 28.00, 0.00, 24.00, 0.00, 0.00, 0.00,  0,  2
71,"Node 71", 45.00, 0.00, 7.00, 0.00, 0.00, 0.00,  0,  1
72,"Node 72", 30.00, 0.00, 22.00, 3.00, 0.00, 0.00,  0,  2
73,"Node 73", 23.00, 0.00, 29.00, 1.00, 0.00, 0.00,  0,  1
74,"Node 74", 35.00, 0.00, 17.00, 0.00, 0.00, 0.00,  0,  1
75,"Node 75", 28.00, 0.00, 24.00, 0.00, 0.00, 0.00,  0,  2
76,"Node 76", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
77,"Node 77", 34.00, 0.00, 18.00, 0.00, 0.00, 0.00,  0,  2
78,"Node 78", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  1
79,"Node 79", 27.00, 0.00, 25.00, 0.00, 0.00, 0.00,  0,  1
80,"Node 80", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
81,"Node 81", 23.00, 0.00, 29.00, 2.00, 0.00, 0.00,  0,  2
82,"Node 82", 28.00, 0.00, 24.00, 0.00, 0.00, 0.00,  0,  2
83,"Node 83", 26.00, 0.00, 26.00, 0.00, 0.00, 0.00,  0,  2
84,"Node 84", 26.00, 0.00, 26.00, 0.00, 0.00, 0.00,  0,  1
85,"Node 85", 28.00, 0.00, 24.00, 0.00, 0.00, 0.00,  0,  1
86,"Node 86", 30.00, 0.00, 22.00, 0.00, 0.00, 0.00,  0,  2
87,"Node 87", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  2
88,"Node 88", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
89,"Node 89", 18.00, 0.00, 34.00, 0.00, 0.00, 0.00,  0,  2
90,"Node 90", 34.00, 0.00, 18.00, 0.00, 0.00, 0.00,  0,  2
91,"Node 91", 0.00, 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
92,"Node 92", 38.00, 0.00, 14.00, 0.00, 0.00, 0.00,  0,  2
93,"Node 93", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
94,"Node 94", 13.00, 0.00, 39.00, 1.00, 0.00, 0.00,  0,  2
95,"Node 95", 28.00, 0.00, 24.00, 0.00, 0.00, 0.00,  0,  1
96,"Node 96", 39.00, 0.00, 13.00, 1.00, 0.00, 0.00,  0,  1
97,"Node 97", 32.00, 0.00, 20.00, 0.00, 0.00, 0.00,  0,  2
98,"Node 98", 24.00, 0.00, 28.00, 0.00, 0.00, 0.00,  0,  1
99,"Node 99", 29.00, 0.00, 23.00, 0.00, 0.00, 0.00,  0,  2
100,"Node 100", 19.00, 0.00, 33.00, 0.00, 0.00, 0.00,  0,  1
