Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
2,"Node 2", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  2
3,"Node 3", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
4,"Node 4", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
5,"Node 5", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
6,"Node 6", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  1
7,"Node 7", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
8,"Node 8", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  1
9,"Node 9", 7.00, 0.00, 45.00, 0.00, 0.00,  0,  1
10,"Node 10", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
11,"Node 11", 11.00, 0.00, 41.00, 0.00, 0.00,  0,  1
12,"Node 12", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
13,"Node 13", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
14,"Node 14", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
15,"Node 15", 7.00, 0.00, 45.00, 0.00, 0.00,  0,  1
16,"Node 16", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
17,"Node 17", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
18,"Node 18", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  1
19,"Node 19", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
20,"Node 20", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
21,"Node 21", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
22,"Node 22", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  2
23,"Node 23", 13.00, 0.00, 39.00, 0.00, 0.00,  0,  1
24,"Node 24", 3.00, 0.00, 49.00, 0.00, 0.00,  0,  2
25,"Node 25", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
26,"Node 26", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  1
27,"Node 27", 12.00, 0.00, 40.00, 0.00, 0.00,  0,  1
28,"Node 28", 8.00, 0.00, 44.00, 0.00, 0.00,  0,  1
29,"Node 29", 6.00, 0.00, 46.00, 0.00, 0.00,  0,  2
30,"Node 30", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
31,"Node 31", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  1
32,"Node 32", 14.00, 0.00, 38.00, 0.00, 0.00,  0,  2
