Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
2,"Node 2", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
3,"Node 3", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
4,"Node 4", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
5,"Node 5", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
6,"Node 6", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
7,"Node 7", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
8,"Node 8", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
9,"Node 9", 42.00, 0.00, 10.00, 0.00, 0.00,  0,  2
10,"Node 10", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
11,"Node 11", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
12,"Node 12", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
13,"Node 13", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  2
14,"Node 14", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
15,"Node 15", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  2
16,"Node 16", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
17,"Node 17", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
18,"Node 18", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
19,"Node 19", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
20,"Node 20", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
21,"Node 21", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
22,"Node 22", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
23,"Node 23", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
24,"Node 24", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  2
25,"Node 25", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
26,"Node 26", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
27,"Node 27", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
28,"Node 28", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  2
29,"Node 29", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  2
30,"Node 30", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
31,"Node 31", 15.00, 0.00, 37.00, 0.00, 0.00,  0,  2
32,"Node 32", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
33,"Node 33", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
34,"Node 34", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  1
35,"Node 35", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  2
36,"Node 36", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
37,"Node 37", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  2
38,"Node 38", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
39,"Node 39", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
40,"Node 40", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
41,"Node 41", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
42,"Node 42", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
43,"Node 43", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  2
44,"Node 44", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
45,"Node 45", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
46,"Node 46", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
47,"Node 47", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
48,"Node 48", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
49,"Node 49", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
50,"Node 50", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
51,"Node 51", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
52,"Node 52", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
53,"Node 53", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
54,"Node 54", 16.00, 0.00, 36.00, 0.00, 0.00,  0,  2
55,"Node 55", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
56,"Node 56", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
57,"Node 57", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
58,"Node 58", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  2
59,"Node 59", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
60,"Node 60", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
61,"Node 61", 17.00, 0.00, 35.00, 0.00, 0.00,  0,  2
62,"Node 62", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
63,"Node 63", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
64,"Node 64", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
65,"Node 65", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
66,"Node 66", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
67,"Node 67", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
68,"Node 68", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
69,"Node 69", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  1
70,"Node 70", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
71,"Node 71", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
72,"Node 72", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
73,"Node 73", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
74,"Node 74", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
75,"Node 75", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
76,"Node 76", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
77,"Node 77", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
78,"Node 78", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
79,"Node 79", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
80,"Node 80", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
81,"Node 81", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
82,"Node 82", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
83,"Node 83", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
84,"Node 84", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
85,"Node 85", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  2
86,"Node 86", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  2
87,"Node 87", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
88,"Node 88", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
89,"Node 89", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
90,"Node 90", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
91,"Node 91", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
92,"Node 92", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  2
93,"Node 93", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
94,"Node 94", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
95,"Node 95", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  2
96,"Node 96", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
97,"Node 97", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
98,"Node 98", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
99,"Node 99", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
100,"Node 100", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
