Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 30.00, 7.00, 15.00, 0.00, 0.00,  2
2,"Node 2", 28.00, 6.00, 18.00, 0.00, 0.00,  2
3,"Node 3", 26.00, 11.00, 15.00, 0.00, 0.00,  2
4,"Node 4", 0.00, 0.00, 0.00, 0.00, 0.00,  0
5,"Node 5", 27.00, 11.00, 14.00, 0.00, 0.00,  2
6,"Node 6", 27.00, 19.00, 6.00, 0.00, 0.00,  2
7,"Node 7", 24.00, 15.00, 13.00, 0.00, 0.00,  2
8,"Node 8", 20.00, 19.00, 13.00, 0.00, 0.00,  2
9,"Node 9", 23.00, 21.00, 8.00, 0.00, 0.00,  2
10,"Node 10", 0.00, 0.00, 0.00, 0.00, 0.00,  0
11,"Node 11", 18.00, 21.00, 13.00, 0.00, 0.00,  2
12,"Node 12", 29.00, 10.00, 13.00, 0.00, 0.00,  1
13,"Node 13", 13.00, 38.00, 1.00, 0.00, 0.00,  2
14,"Node 14", 24.00, 17.00, 11.00, 0.00, 0.00,  2
15,"Node 15", 11.00, 29.00, 12.00, 0.00, 0.00,  2
16,"Node 16", 27.00, 20.00, 5.00, 0.00, 0.00,  2
17,"Node 17", 21.00, 13.00, 18.00, 0.00, 0.00,  2
18,"Node 18", 15.00, 32.00, 5.00, 0.00, 0.00,  2
19,"Node 19", 19.00, 13.00, 20.00, 0.00, 0.00,  2
20,"Node 20", 17.00, 33.00, 2.00, 0.00, 0.00,  2
21,"Node 21", 14.00, 31.00, 7.00, 0.00, 0.00,  2
22,"Node 22", 18.00, 26.00, 8.00, 0.00, 0.00,  2
23,"Node 23", 16.00, 32.00, 4.00, 0.00, 0.00,  2
24,"Node 24", 13.00, 38.00, 1.00, 0.00, 0.00,  2
25,"Node 25", 25.00, 18.00, 9.00, 0.00, 0.00,  2
26,"Node 26", 8.00, 37.00, 7.00, 0.00, 0.00,  1
27,"Node 27", 0.00, 0.00, 0.00, 0.00, 0.00,  0
28,"Node 28", 10.00, 38.00, 4.00, 0.00, 0.00,  2
29,"Node 29", 21.00, 21.00, 10.00, 0.00, 0.00,  2
30,"Node 30", 13.00, 38.00, 1.00, 0.00, 0.00,  2
31,"Node 31", 19.00, 30.00, 3.00, 0.00, 0.00,  2
32,"Node 32", 27.00, 9.00, 16.00, 0.00, 0.00,  2
33,"Node 33", 5.00, 47.00, 0.00, 0.00, 0.00,  2
34,"Node 34", 24.00, 20.00, 8.00, 0.00, 0.00,  1
35,"Node 35", 14.00, 34.00, 4.00, 0.00, 0.00,  2
36,"Node 36", 18.00, 32.00, 2.00, 0.00, 0.00,  2
37,"Node 37", 16.00, 30.00, 6.00, 0.00, 0.00,  2
38,"Node 38", 6.00, 45.00, 1.00, 0.00, 0.00,  1
39,"Node 39", 27.00, 10.00, 15.00, 0.00, 0.00,  2
40,"Node 40", 27.00, 15.00, 10.00, 0.00, 0.00,  2
41,"Node 41", 16.00, 32.00, 4.00, 0.00, 0.00,  2
42,"Node 42", 17.00, 22.00, 13.00, 0.00, 0.00,  2
43,"Node 43", 13.00, 37.00, 2.00, 0.00, 0.00,  1
44,"Node 44", 16.00, 30.00, 6.00, 0.00, 0.00,  2
45,"Node 45", 20.00, 14.00, 18.00, 0.00, 0.00,  1
46,"Node 46", 11.00, 36.00, 5.00, 0.00, 0.00,  2
47,"Node 47", 21.00, 23.00, 8.00, 0.00, 0.00,  2
48,"Node 48", 14.00, 38.00, 0.00, 0.00, 0.00,  1
49,"Node 49", 21.00, 25.00, 6.00, 0.00, 0.00,  2
50,"Node 50", 0.00, 0.00, 0.00, 0.00, 0.00,  0
51,"Node 51", 27.00, 19.00, 6.00, 0.00, 0.00,  1
52,"Node 52", 0.00, 0.00, 0.00, 0.00, 0.00,  0
53,"Node 53", 7.00, 45.00, 0.00, 0.00, 0.00,  2
54,"Node 54", 17.00, 23.00, 12.00, 0.00, 0.00,  2
55,"Node 55", 32.00, 10.00, 10.00, 0.00, 0.00,  2
56,"Node 56", 8.00, 38.00, 6.00, 0.00, 0.00,  2
57,"Node 57", 19.00, 14.00, 19.00, 0.00, 0.00,  2
58,"Node 58", 7.00, 43.00, 2.00, 0.00, 0.00,  1
59,"Node 59", 13.00, 35.00, 4.00, 0.00, 0.00,  2
60,"Node 60", 23.00, 25.00, 4.00, 0.00, 0.00,  2
61,"Node 61", 22.00, 24.00, 6.00, 0.00, 0.00,  1
62,"Node 62", 13.00, 32.00, 7.00, 0.00, 0.00,  1
63,"Node 63", 15.00, 28.00, 9.00, 0.00, 0.00,  1
64,"Node 64", 9.00, 43.00, 0.00, 0.00, 0.00,  1
65,"Node 65", 5.00, 47.00, 0.00, 0.00, 0.00,  2
66,"Node 66", 11.00, 38.00, 3.00, 0.00, 0.00,  1
67,"Node 67", 1.00, 49.00, 2.00, 0.00, 0.00,  2
68,"Node 68", 6.00, 46.00, 0.00, 0.00, 0.00,  2
69,"Node 69", 20.00, 15.00, 17.00, 0.00, 0.00,  1
70,"Node 70", 25.00, 21.00, 6.00, 0.00, 0.00,  2
71,"Node 71", 5.00, 47.00, 0.00, 0.00, 0.00,  1
72,"Node 72", 15.00, 31.00, 6.00, 0.00, 0.00,  2
73,"Node 73", 1.00, 51.00, 0.00, 0.00, 0.00,  1
74,"Node 74", 25.00, 16.00, 11.00, 0.00, 0.00,  1
75,"Node 75", 23.00, 26.00, 3.00, 0.00, 0.00,  2
76,"Node 76", 23.00, 18.00, 11.00, 0.00, 0.00,  2
77,"Node 77", 25.00, 21.00, 6.00, 0.00, 0.00,  2
78,"Node 78", 16.00, 26.00, 10.00, 0.00, 0.00,  2
79,"Node 79", 19.00, 28.00, 5.00, 0.00, 0.00,  2
80,"Node 80", 24.00, 19.00, 9.00, 0.00, 0.00,  1
81,"Node 81", 20.00, 20.00, 12.00, 0.00, 0.00,  2
82,"Node 82", 21.00, 24.00, 7.00, 0.00, 0.00,  1
83,"Node 83", 20.00, 28.00, 4.00, 0.00, 0.00,  2
84,"Node 84", 12.00, 38.00, 2.00, 0.00, 0.00,  1
85,"Node 85", 4.00, 48.00, 0.00, 0.00, 0.00,  2
86,"Node 86", 10.00, 42.00, 0.00, 0.00, 0.00,  2
87,"Node 87", 10.00, 40.00, 2.00, 0.00, 0.00,  2
88,"Node 88", 6.00, 46.00, 0.00, 0.00, 0.00,  2
89,"Node 89", 20.00, 29.00, 3.00, 0.00, 0.00,  2
90,"Node 90", 21.00, 25.00, 6.00, 0.00, 0.00,  2
91,"Node 91", 15.00, 29.00, 8.00, 0.00, 0.00,  1
92,"Node 92", 11.00, 39.00, 2.00, 0.00, 0.00,  2
93,"Node 93", 14.00, 27.00, 11.00, 0.00, 0.00,  2
