Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 25.00, 0.00, 27.00, 2673.00, 0.00, 0.00,  0,  1
2,"Node 2", 22.00, 0.00, 30.00, 4462.00, 0.00, 0.00,  0,  1
3,"Node 3", 21.00, 0.00, 31.00, 5216.00, 0.00, 0.00,  0,  1
4,"Node 4", 22.00, 0.00, 30.00, 5782.00, 0.00, 0.00,  0,  1
5,"Node 5", 21.00, 0.00, 31.00, 1632.00, 0.00, 0.00,  0,  1
6,"Node 6", 17.00, 0.00, 35.00, 1520.00, 0.00, 0.00,  0,  1
7,"Node 7", 19.00, 0.00, 33.00, 175.00, 0.00, 0.00,  0,  1
8,"Node 8", 17.00, 0.00, 35.00, 1973.00, 0.00, 0.00,  0,  1
9,"Node 9", 13.00, 0.00, 39.00, 2168.00, 0.00, 0.00,  0,  1
10,"Node 10", 24.00, 0.00, 28.00, 11.00, 0.00, 0.00,  0,  1
11,"Node 11", 32.00, 0.00, 20.00, 52.00, 0.00, 0.00,  0,  1
12,"Node 12", 27.00, 0.00, 25.00, 4.00, 0.00, 0.00,  0,  1
13,"Node 13", 19.00, 0.00, 33.00, 796.00, 0.00, 0.00,  0,  1
14,"Node 14", 17.00, 0.00, 35.00, 1354.00, 0.00, 0.00,  0,  1
15,"Node 15", 26.00, 0.00, 26.00, 1534.00, 0.00, 0.00,  0,  1
16,"Node 16", 0.00, 0.00, 0.00, 210.00, 0.00, 0.00,  0,  0
17,"Node 17", 29.00, 0.00, 23.00, 48.00, 0.00, 0.00,  0,  1
18,"Node 18", 19.00, 0.00, 33.00, 0.00, 0.00, 0.00,  0,  1
19,"Node 19", 0.00, 0.00, 0.00, 123.00, 0.00, 0.00,  0,  0
20,"Node 20", 19.00, 0.00, 33.00, 43.00, 0.00, 0.00,  0,  1
21,"Node 21", 17.00, 0.00, 35.00, 0.00, 0.00, 0.00,  0,  1
22,"Node 22", 25.00, 0.00, 27.00, 884.00, 0.00, 0.00,  0,  1
23,"Node 23", 14.00, 0.00, 38.00, 0.00, 0.00, 0.00,  0,  1
24,"Node 24", 16.00, 0.00, 36.00, 1318.00, 0.00, 0.00,  0,  1
25,"Node 25", 24.00, 0.00, 28.00, 925.00, 0.00, 0.00,  0,  1
26,"Node 26", 15.00, 0.00, 37.00, 0.00, 0.00, 0.00,  0,  1
27,"Node 27", 25.00, 0.00, 27.00, 0.00, 0.00, 0.00,  0,  1
