Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 27.00, 0.00, 24.00, 0.00, 1.00,  2
2,"Node 2", 42.00, 0.00, 9.00, 0.00, 1.00,  2
3,"Node 3", 31.00, 0.00, 20.00, 0.00, 1.00,  2
4,"Node 4", 37.00, 0.00, 13.00, 0.00, 2.00,  2
5,"Node 5", 40.00, 0.00, 9.00, 0.00, 3.00,  2
6,"Node 6", 44.00, 0.00, 7.00, 0.00, 1.00,  2
7,"Node 7", 0.00, 0.00, 0.00, 0.00, 0.00,  0
8,"Node 8", 37.00, 0.00, 14.00, 0.00, 1.00,  2
9,"Node 9", 36.00, 0.00, 15.00, 0.00, 1.00,  2
10,"Node 10", 39.00, 0.00, 12.00, 0.00, 1.00,  2
11,"Node 11", 35.00, 0.00, 15.00, 0.00, 2.00,  2
12,"Node 12", 0.00, 0.00, 0.00, 0.00, 0.00,  0
13,"Node 13", 24.00, 0.00, 25.00, 0.00, 3.00,  1
14,"Node 14", 21.00, 0.00, 28.00, 0.00, 3.00,  1
15,"Node 15", 23.00, 0.00, 28.00, 0.00, 1.00,  2
16,"Node 16", 36.00, 0.00, 15.00, 0.00, 1.00,  2
17,"Node 17", 39.00, 1.00, 11.00, 0.00, 1.00,  2
18,"Node 18", 24.00, 0.00, 27.00, 0.00, 1.00,  1
19,"Node 19", 31.00, 0.00, 19.00, 0.00, 2.00,  2
20,"Node 20", 28.00, 0.00, 7.00, 0.00, 17.00,  1
21,"Node 21", 27.00, 0.00, 19.00, 0.00, 6.00,  1
22,"Node 22", 42.00, 0.00, 9.00, 0.00, 1.00,  2
23,"Node 23", 25.00, 0.00, 15.00, 0.00, 12.00,  1
24,"Node 24", 32.00, 0.00, 19.00, 0.00, 1.00,  2
25,"Node 25", 35.00, 1.00, 15.00, 0.00, 1.00,  2
26,"Node 26", 33.00, 0.00, 18.00, 0.00, 1.00,  2
27,"Node 27", 38.00, 0.00, 13.00, 0.00, 1.00,  2
28,"Node 28", 41.00, 0.00, 10.00, 0.00, 1.00,  2
29,"Node 29", 35.00, 0.00, 16.00, 0.00, 1.00,  2
30,"Node 30", 26.00, 0.00, 25.00, 0.00, 1.00,  2
31,"Node 31", 27.00, 2.00, 22.00, 0.00, 1.00,  2
32,"Node 32", 36.00, 0.00, 15.00, 0.00, 1.00,  2
33,"Node 33", 27.00, 0.00, 23.00, 0.00, 2.00,  1
34,"Node 34", 32.00, 0.00, 19.00, 0.00, 1.00,  2
35,"Node 35", 27.00, 3.00, 16.00, 0.00, 6.00,  1
36,"Node 36", 0.00, 0.00, 0.00, 0.00, 0.00,  0
37,"Node 37", 24.00, 0.00, 26.00, 0.00, 2.00,  1
38,"Node 38", 26.00, 1.00, 22.00, 0.00, 3.00,  2
39,"Node 39", 23.00, 0.00, 26.00, 0.00, 3.00,  1
