Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 43.00, 0.00, 9.00, 0.00, 0.00,  2
2,"Node 2", 48.00, 0.00, 4.00, 0.00, 0.00,  2
3,"Node 3", 40.00, 0.00, 12.00, 0.00, 0.00,  2
4,"Node 4", 0.00, 0.00, 0.00, 0.00, 0.00,  0
5,"Node 5", 0.00, 0.00, 0.00, 0.00, 0.00,  0
6,"Node 6", 27.00, 0.00, 25.00, 0.00, 0.00,  1
7,"Node 7", 36.00, 0.00, 16.00, 0.00, 0.00,  2
8,"Node 8", 43.00, 0.00, 9.00, 0.00, 0.00,  2
9,"Node 9", 45.00, 0.00, 7.00, 0.00, 0.00,  2
10,"Node 10", 46.00, 0.00, 6.00, 0.00, 0.00,  2
11,"Node 11", 43.00, 0.00, 9.00, 0.00, 0.00,  2
12,"Node 12", 35.00, 0.00, 17.00, 0.00, 0.00,  1
13,"Node 13", 36.00, 0.00, 16.00, 0.00, 0.00,  2
14,"Node 14", 35.00, 0.00, 17.00, 0.00, 0.00,  1
15,"Node 15", 36.00, 0.00, 16.00, 0.00, 0.00,  1
16,"Node 16", 42.00, 0.00, 10.00, 0.00, 0.00,  2
17,"Node 17", 39.00, 1.00, 12.00, 0.00, 0.00,  2
18,"Node 18", 36.00, 0.00, 16.00, 0.00, 0.00,  1
19,"Node 19", 37.00, 0.00, 15.00, 0.00, 0.00,  1
20,"Node 20", 41.00, 0.00, 11.00, 0.00, 0.00,  1
21,"Node 21", 43.00, 0.00, 9.00, 0.00, 0.00,  2
22,"Node 22", 41.00, 0.00, 11.00, 0.00, 0.00,  2
23,"Node 23", 39.00, 0.00, 13.00, 0.00, 0.00,  2
24,"Node 24", 37.00, 0.00, 15.00, 0.00, 0.00,  2
25,"Node 25", 38.00, 0.00, 14.00, 0.00, 0.00,  1
26,"Node 26", 47.00, 0.00, 5.00, 0.00, 0.00,  2
27,"Node 27", 45.00, 0.00, 7.00, 0.00, 0.00,  1
28,"Node 28", 27.00, 0.00, 25.00, 0.00, 0.00,  1
29,"Node 29", 38.00, 0.00, 14.00, 0.00, 0.00,  1
30,"Node 30", 42.00, 0.00, 10.00, 0.00, 0.00,  1
31,"Node 31", 31.00, 3.00, 18.00, 0.00, 0.00,  2
32,"Node 32", 35.00, 0.00, 17.00, 0.00, 0.00,  2
33,"Node 33", 41.00, 0.00, 11.00, 0.00, 0.00,  2
34,"Node 34", 42.00, 0.00, 10.00, 0.00, 0.00,  2
35,"Node 35", 35.00, 0.00, 17.00, 0.00, 0.00,  2
36,"Node 36", 30.00, 0.00, 22.00, 0.00, 0.00,  1
37,"Node 37", 36.00, 0.00, 16.00, 0.00, 0.00,  2
38,"Node 38", 37.00, 1.00, 14.00, 0.00, 0.00,  1
39,"Node 39", 35.00, 0.00, 17.00, 0.00, 0.00,  2
40,"Node 40", 39.00, 0.00, 13.00, 0.00, 0.00,  1
41,"Node 41", 37.00, 0.00, 15.00, 0.00, 0.00,  2
42,"Node 42", 38.00, 0.00, 14.00, 0.00, 0.00,  1
43,"Node 43", 38.00, 1.00, 13.00, 0.00, 0.00,  2
44,"Node 44", 27.00, 0.00, 25.00, 0.00, 0.00,  1
45,"Node 45", 33.00, 0.00, 19.00, 0.00, 0.00,  2
46,"Node 46", 40.00, 0.00, 12.00, 0.00, 0.00,  1
47,"Node 47", 44.00, 0.00, 8.00, 0.00, 0.00,  1
48,"Node 48", 36.00, 0.00, 16.00, 0.00, 0.00,  2
49,"Node 49", 40.00, 0.00, 12.00, 0.00, 0.00,  1
50,"Node 50", 31.00, 4.00, 17.00, 0.00, 0.00,  2
51,"Node 51", 32.00, 0.00, 20.00, 0.00, 0.00,  1
52,"Node 52", 0.00, 0.00, 0.00, 0.00, 0.00,  0
53,"Node 53", 36.00, 0.00, 16.00, 0.00, 0.00,  2
54,"Node 54", 24.00, 2.00, 26.00, 0.00, 0.00,  1
55,"Node 55", 34.00, 0.00, 18.00, 0.00, 0.00,  1
56,"Node 56", 34.00, 2.00, 16.00, 0.00, 0.00,  1
57,"Node 57", 28.00, 0.00, 24.00, 0.00, 0.00,  1
58,"Node 58", 30.00, 6.00, 16.00, 0.00, 0.00,  2
59,"Node 59", 37.00, 4.00, 11.00, 0.00, 0.00,  1
60,"Node 60", 28.00, 0.00, 24.00, 0.00, 0.00,  1
61,"Node 61", 34.00, 0.00, 18.00, 0.00, 0.00,  2
62,"Node 62", 33.00, 0.00, 19.00, 0.00, 0.00,  1
63,"Node 63", 39.00, 0.00, 13.00, 0.00, 0.00,  1
64,"Node 64", 37.00, 0.00, 15.00, 0.00, 0.00,  1
65,"Node 65", 31.00, 0.00, 21.00, 0.00, 0.00,  2
66,"Node 66", 45.00, 0.00, 7.00, 0.00, 0.00,  2
