Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,AgentType
1,"Node 1", 0.00, 0.00, 0.00, 0.00, 0.00,  0
2,"Node 2", 31.00, 0.00, 21.00, 0.00, 0.00,  1
3,"Node 3", 50.00, 0.00, 2.00, 0.00, 0.00,  2
4,"Node 4", 0.00, 0.00, 0.00, 0.00, 0.00,  0
5,"Node 5", 34.00, 0.00, 18.00, 0.00, 0.00,  1
6,"Node 6", 46.00, 0.00, 6.00, 0.00, 0.00,  2
7,"Node 7", 44.00, 0.00, 8.00, 0.00, 0.00,  2
8,"Node 8", 42.00, 0.00, 10.00, 0.00, 0.00,  1
9,"Node 9", 46.00, 0.00, 6.00, 0.00, 0.00,  2
10,"Node 10", 44.00, 0.00, 8.00, 0.00, 0.00,  2
11,"Node 11", 49.00, 0.00, 3.00, 0.00, 0.00,  2
12,"Node 12", 47.00, 0.00, 5.00, 0.00, 0.00,  2
13,"Node 13", 44.00, 0.00, 8.00, 0.00, 0.00,  1
14,"Node 14", 49.00, 0.00, 3.00, 0.00, 0.00,  2
15,"Node 15", 41.00, 0.00, 11.00, 0.00, 0.00,  1
16,"Node 16", 42.00, 0.00, 10.00, 0.00, 0.00,  2
17,"Node 17", 36.00, 1.00, 15.00, 0.00, 0.00,  2
18,"Node 18", 47.00, 0.00, 5.00, 0.00, 0.00,  2
19,"Node 19", 44.00, 0.00, 8.00, 0.00, 0.00,  2
20,"Node 20", 38.00, 0.00, 14.00, 0.00, 0.00,  2
21,"Node 21", 46.00, 0.00, 6.00, 0.00, 0.00,  2
22,"Node 22", 47.00, 0.00, 5.00, 0.00, 0.00,  2
23,"Node 23", 43.00, 0.00, 9.00, 0.00, 0.00,  2
24,"Node 24", 39.00, 0.00, 13.00, 0.00, 0.00,  2
25,"Node 25", 43.00, 1.00, 8.00, 0.00, 0.00,  2
26,"Node 26", 48.00, 0.00, 4.00, 0.00, 0.00,  2
27,"Node 27", 45.00, 0.00, 7.00, 0.00, 0.00,  1
28,"Node 28", 48.00, 0.00, 4.00, 0.00, 0.00,  2
29,"Node 29", 46.00, 0.00, 6.00, 0.00, 0.00,  1
30,"Node 30", 38.00, 0.00, 14.00, 0.00, 0.00,  1
31,"Node 31", 41.00, 2.00, 9.00, 0.00, 0.00,  2
32,"Node 32", 45.00, 1.00, 6.00, 0.00, 0.00,  2
33,"Node 33", 47.00, 0.00, 5.00, 0.00, 0.00,  2
34,"Node 34", 43.00, 0.00, 9.00, 0.00, 0.00,  2
35,"Node 35", 34.00, 2.00, 16.00, 0.00, 0.00,  2
36,"Node 36", 43.00, 0.00, 9.00, 0.00, 0.00,  1
37,"Node 37", 46.00, 0.00, 6.00, 0.00, 0.00,  2
38,"Node 38", 38.00, 0.00, 14.00, 0.00, 0.00,  1
39,"Node 39", 44.00, 0.00, 8.00, 0.00, 0.00,  2
40,"Node 40", 43.00, 0.00, 9.00, 0.00, 0.00,  2
41,"Node 41", 43.00, 0.00, 9.00, 0.00, 0.00,  2
42,"Node 42", 42.00, 0.00, 10.00, 0.00, 0.00,  2
43,"Node 43", 39.00, 2.00, 11.00, 0.00, 0.00,  1
44,"Node 44", 45.00, 4.00, 3.00, 0.00, 0.00,  2
45,"Node 45", 29.00, 2.00, 21.00, 0.00, 0.00,  2
46,"Node 46", 42.00, 0.00, 10.00, 0.00, 0.00,  2
47,"Node 47", 48.00, 0.00, 4.00, 0.00, 0.00,  2
48,"Node 48", 50.00, 0.00, 2.00, 0.00, 0.00,  2
49,"Node 49", 36.00, 0.00, 16.00, 0.00, 0.00,  2
50,"Node 50", 46.00, 2.00, 4.00, 0.00, 0.00,  1
51,"Node 51", 45.00, 0.00, 7.00, 0.00, 0.00,  1
52,"Node 52", 30.00, 0.00, 22.00, 0.00, 0.00,  1
53,"Node 53", 46.00, 1.00, 5.00, 0.00, 0.00,  2
54,"Node 54", 36.00, 3.00, 13.00, 0.00, 0.00,  2
55,"Node 55", 45.00, 2.00, 5.00, 0.00, 0.00,  1
56,"Node 56", 46.00, 0.00, 6.00, 0.00, 0.00,  1
57,"Node 57", 39.00, 4.00, 9.00, 0.00, 0.00,  1
58,"Node 58", 32.00, 7.00, 13.00, 0.00, 0.00,  2
59,"Node 59", 41.00, 4.00, 7.00, 0.00, 0.00,  2
60,"Node 60", 41.00, 0.00, 11.00, 0.00, 0.00,  2
61,"Node 61", 44.00, 0.00, 8.00, 0.00, 0.00,  2
62,"Node 62", 0.00, 0.00, 0.00, 0.00, 0.00,  0
63,"Node 63", 40.00, 0.00, 12.00, 0.00, 0.00,  2
64,"Node 64", 41.00, 0.00, 11.00, 0.00, 0.00,  2
65,"Node 65", 46.00, 0.00, 6.00, 0.00, 0.00,  2
66,"Node 66", 44.00, 0.00, 8.00, 0.00, 0.00,  2
67,"Node 67", 29.00, 12.00, 11.00, 0.00, 0.00,  2
68,"Node 68", 43.00, 0.00, 9.00, 0.00, 0.00,  2
69,"Node 69", 46.00, 0.00, 6.00, 0.00, 0.00,  2
70,"Node 70", 44.00, 0.00, 8.00, 0.00, 0.00,  1
71,"Node 71", 34.00, 12.00, 6.00, 0.00, 0.00,  1
72,"Node 72", 43.00, 0.00, 9.00, 0.00, 0.00,  2
73,"Node 73", 35.00, 2.00, 15.00, 0.00, 0.00,  2
74,"Node 74", 40.00, 4.00, 8.00, 0.00, 0.00,  2
75,"Node 75", 45.00, 0.00, 7.00, 0.00, 0.00,  2
76,"Node 76", 35.00, 0.00, 17.00, 0.00, 0.00,  1
77,"Node 77", 47.00, 0.00, 5.00, 0.00, 0.00,  2
78,"Node 78", 45.00, 1.00, 6.00, 0.00, 0.00,  2
79,"Node 79", 47.00, 0.00, 5.00, 0.00, 0.00,  1
80,"Node 80", 29.00, 14.00, 9.00, 0.00, 0.00,  2
81,"Node 81", 46.00, 0.00, 6.00, 0.00, 0.00,  1
82,"Node 82", 42.00, 0.00, 10.00, 0.00, 0.00,  2
83,"Node 83", 38.00, 6.00, 8.00, 0.00, 0.00,  2
