Source,Target,Label,Type
1,2,"Edge 1 to 2","Undirected"
1,3,"Edge 1 to 3","Undirected"
1,4,"Edge 1 to 4","Undirected"
1,6,"Edge 1 to 6","Undirected"
1,7,"Edge 1 to 7","Undirected"
1,8,"Edge 1 to 8","Undirected"
1,9,"Edge 1 to 9","Undirected"
1,11,"Edge 1 to 11","Undirected"
1,13,"Edge 1 to 13","Undirected"
1,18,"Edge 1 to 18","Undirected"
1,20,"Edge 1 to 20","Undirected"
1,24,"Edge 1 to 24","Undirected"
1,25,"Edge 1 to 25","Undirected"
1,27,"Edge 1 to 27","Undirected"
1,28,"Edge 1 to 28","Undirected"
1,30,"Edge 1 to 30","Undirected"
1,32,"Edge 1 to 32","Undirected"
1,33,"Edge 1 to 33","Undirected"
1,48,"Edge 1 to 48","Undirected"
1,49,"Edge 1 to 49","Undirected"
1,51,"Edge 1 to 51","Undirected"
1,55,"Edge 1 to 55","Undirected"
1,82,"Edge 1 to 82","Undirected"
1,100,"Edge 1 to 100","Undirected"
2,1,"Edge 2 to 1","Undirected"
2,3,"Edge 2 to 3","Undirected"
2,4,"Edge 2 to 4","Undirected"
2,5,"Edge 2 to 5","Undirected"
2,6,"Edge 2 to 6","Undirected"
2,7,"Edge 2 to 7","Undirected"
2,10,"Edge 2 to 10","Undirected"
2,13,"Edge 2 to 13","Undirected"
2,17,"Edge 2 to 17","Undirected"
2,19,"Edge 2 to 19","Undirected"
2,24,"Edge 2 to 24","Undirected"
2,32,"Edge 2 to 32","Undirected"
2,34,"Edge 2 to 34","Undirected"
2,37,"Edge 2 to 37","Undirected"
2,39,"Edge 2 to 39","Undirected"
2,40,"Edge 2 to 40","Undirected"
2,43,"Edge 2 to 43","Undirected"
2,45,"Edge 2 to 45","Undirected"
2,50,"Edge 2 to 50","Undirected"
2,55,"Edge 2 to 55","Undirected"
2,68,"Edge 2 to 68","Undirected"
2,73,"Edge 2 to 73","Undirected"
2,78,"Edge 2 to 78","Undirected"
2,80,"Edge 2 to 80","Undirected"
2,88,"Edge 2 to 88","Undirected"
2,98,"Edge 2 to 98","Undirected"
3,1,"Edge 3 to 1","Undirected"
3,2,"Edge 3 to 2","Undirected"
3,12,"Edge 3 to 12","Undirected"
3,16,"Edge 3 to 16","Undirected"
3,34,"Edge 3 to 34","Undirected"
3,69,"Edge 3 to 69","Undirected"
3,79,"Edge 3 to 79","Undirected"
3,92,"Edge 3 to 92","Undirected"
3,96,"Edge 3 to 96","Undirected"
4,1,"Edge 4 to 1","Undirected"
4,2,"Edge 4 to 2","Undirected"
4,5,"Edge 4 to 5","Undirected"
4,11,"Edge 4 to 11","Undirected"
4,12,"Edge 4 to 12","Undirected"
4,15,"Edge 4 to 15","Undirected"
4,16,"Edge 4 to 16","Undirected"
4,22,"Edge 4 to 22","Undirected"
4,23,"Edge 4 to 23","Undirected"
4,27,"Edge 4 to 27","Undirected"
4,36,"Edge 4 to 36","Undirected"
4,41,"Edge 4 to 41","Undirected"
4,43,"Edge 4 to 43","Undirected"
4,48,"Edge 4 to 48","Undirected"
4,50,"Edge 4 to 50","Undirected"
4,52,"Edge 4 to 52","Undirected"
4,67,"Edge 4 to 67","Undirected"
4,85,"Edge 4 to 85","Undirected"
4,88,"Edge 4 to 88","Undirected"
4,90,"Edge 4 to 90","Undirected"
5,2,"Edge 5 to 2","Undirected"
5,4,"Edge 5 to 4","Undirected"
5,15,"Edge 5 to 15","Undirected"
5,17,"Edge 5 to 17","Undirected"
5,26,"Edge 5 to 26","Undirected"
5,31,"Edge 5 to 31","Undirected"
5,54,"Edge 5 to 54","Undirected"
5,68,"Edge 5 to 68","Undirected"
5,69,"Edge 5 to 69","Undirected"
5,74,"Edge 5 to 74","Undirected"
5,75,"Edge 5 to 75","Undirected"
5,77,"Edge 5 to 77","Undirected"
5,87,"Edge 5 to 87","Undirected"
6,1,"Edge 6 to 1","Undirected"
6,2,"Edge 6 to 2","Undirected"
6,8,"Edge 6 to 8","Undirected"
6,45,"Edge 6 to 45","Undirected"
6,56,"Edge 6 to 56","Undirected"
6,57,"Edge 6 to 57","Undirected"
6,87,"Edge 6 to 87","Undirected"
7,1,"Edge 7 to 1","Undirected"
7,2,"Edge 7 to 2","Undirected"
7,14,"Edge 7 to 14","Undirected"
7,18,"Edge 7 to 18","Undirected"
7,23,"Edge 7 to 23","Undirected"
7,77,"Edge 7 to 77","Undirected"
7,96,"Edge 7 to 96","Undirected"
8,1,"Edge 8 to 1","Undirected"
8,6,"Edge 8 to 6","Undirected"
8,9,"Edge 8 to 9","Undirected"
8,10,"Edge 8 to 10","Undirected"
8,19,"Edge 8 to 19","Undirected"
8,21,"Edge 8 to 21","Undirected"
8,29,"Edge 8 to 29","Undirected"
8,35,"Edge 8 to 35","Undirected"
8,39,"Edge 8 to 39","Undirected"
8,53,"Edge 8 to 53","Undirected"
8,54,"Edge 8 to 54","Undirected"
8,65,"Edge 8 to 65","Undirected"
8,79,"Edge 8 to 79","Undirected"
9,1,"Edge 9 to 1","Undirected"
9,8,"Edge 9 to 8","Undirected"
9,83,"Edge 9 to 83","Undirected"
10,2,"Edge 10 to 2","Undirected"
10,8,"Edge 10 to 8","Undirected"
10,14,"Edge 10 to 14","Undirected"
10,47,"Edge 10 to 47","Undirected"
10,65,"Edge 10 to 65","Undirected"
10,93,"Edge 10 to 93","Undirected"
11,1,"Edge 11 to 1","Undirected"
11,4,"Edge 11 to 4","Undirected"
11,22,"Edge 11 to 22","Undirected"
11,26,"Edge 11 to 26","Undirected"
11,71,"Edge 11 to 71","Undirected"
12,3,"Edge 12 to 3","Undirected"
12,4,"Edge 12 to 4","Undirected"
12,91,"Edge 12 to 91","Undirected"
12,99,"Edge 12 to 99","Undirected"
13,1,"Edge 13 to 1","Undirected"
13,2,"Edge 13 to 2","Undirected"
13,28,"Edge 13 to 28","Undirected"
13,33,"Edge 13 to 33","Undirected"
14,7,"Edge 14 to 7","Undirected"
14,10,"Edge 14 to 10","Undirected"
14,20,"Edge 14 to 20","Undirected"
14,30,"Edge 14 to 30","Undirected"
14,38,"Edge 14 to 38","Undirected"
14,41,"Edge 14 to 41","Undirected"
14,56,"Edge 14 to 56","Undirected"
14,59,"Edge 14 to 59","Undirected"
14,62,"Edge 14 to 62","Undirected"
14,86,"Edge 14 to 86","Undirected"
14,89,"Edge 14 to 89","Undirected"
15,4,"Edge 15 to 4","Undirected"
15,5,"Edge 15 to 5","Undirected"
15,53,"Edge 15 to 53","Undirected"
16,3,"Edge 16 to 3","Undirected"
16,4,"Edge 16 to 4","Undirected"
