Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 49.00, 0.00, 3.00, 1370.00, 0.00, 0.00,  0,  1
2,"Node 2", 47.00, 0.00, 5.00, 1402.00, 0.00, 0.00,  0,  2
3,"Node 3", 50.00, 0.00, 2.00, 697.00, 0.00, 0.00,  0,  1
4,"Node 4", 50.00, 0.00, 2.00, 940.00, 0.00, 0.00,  0,  1
5,"Node 5", 52.00, 0.00, 0.00, 513.00, 0.00, 0.00,  0,  1
6,"Node 6", 51.00, 0.00, 1.00, 346.00, 0.00, 0.00,  0,  1
7,"Node 7", 50.00, 0.00, 2.00, 813.00, 0.00, 0.00,  0,  1
8,"Node 8", 52.00, 0.00, 0.00, 263.00, 0.00, 0.00,  0,  2
9,"Node 9", 52.00, 0.00, 0.00, 589.00, 0.00, 0.00,  0,  1
10,"Node 10", 51.00, 0.00, 1.00, 13.00, 0.00, 0.00,  0,  2
11,"Node 11", 0.00, 0.00, 0.00, 4.00, 0.00, 0.00,  0,  0
12,"Node 12", 50.00, 0.00, 2.00, 841.00, 0.00, 0.00,  0,  1
13,"Node 13", 47.00, 0.00, 5.00, 769.00, 0.00, 0.00,  0,  1
14,"Node 14", 52.00, 0.00, 0.00, 342.00, 0.00, 0.00,  0,  1
15,"Node 15", 50.00, 0.00, 2.00, 103.00, 0.00, 0.00,  0,  1
16,"Node 16", 49.00, 0.00, 3.00, 362.00, 0.00, 0.00,  0,  1
17,"Node 17", 51.00, 0.00, 1.00, 94.00, 0.00, 0.00,  0,  1
18,"Node 18", 52.00, 0.00, 0.00, 127.00, 0.00, 0.00,  0,  1
19,"Node 19", 50.00, 0.00, 2.00, 94.00, 0.00, 0.00,  0,  1
20,"Node 20", 50.00, 0.00, 2.00, 323.00, 0.00, 0.00,  0,  1
21,"Node 21", 51.00, 0.00, 1.00, 33.00, 0.00, 0.00,  0,  1
22,"Node 22", 52.00, 0.00, 0.00, 21.00, 0.00, 0.00,  0,  1
23,"Node 23", 51.00, 0.00, 1.00, 197.00, 0.00, 0.00,  0,  1
24,"Node 24", 50.00, 0.00, 2.00, 83.00, 0.00, 0.00,  0,  1
25,"Node 25", 50.00, 0.00, 2.00, 37.00, 0.00, 0.00,  0,  1
26,"Node 26", 52.00, 0.00, 0.00, 5.00, 0.00, 0.00,  0,  2
27,"Node 27", 49.00, 0.00, 3.00, 327.00, 0.00, 0.00,  0,  1
28,"Node 28", 52.00, 0.00, 0.00, 6.00, 0.00, 0.00,  0,  1
