Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
2,"Node 2", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
3,"Node 3", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
4,"Node 4", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
5,"Node 5", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  1
6,"Node 6", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
7,"Node 7", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
8,"Node 8", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
9,"Node 9", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
10,"Node 10", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
11,"Node 11", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
12,"Node 12", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
13,"Node 13", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
14,"Node 14", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
15,"Node 15", 45.00, 0.00, 7.00, 0.00, 0.00,  0,  2
16,"Node 16", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
17,"Node 17", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
18,"Node 18", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
19,"Node 19", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
20,"Node 20", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
21,"Node 21", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
22,"Node 22", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  1
23,"Node 23", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
24,"Node 24", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
25,"Node 25", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  1
26,"Node 26", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
27,"Node 27", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
28,"Node 28", 41.00, 0.00, 11.00, 0.00, 0.00,  0,  2
29,"Node 29", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
30,"Node 30", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
31,"Node 31", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  1
32,"Node 32", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
33,"Node 33", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
34,"Node 34", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
35,"Node 35", 40.00, 0.00, 12.00, 0.00, 0.00,  0,  2
36,"Node 36", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
37,"Node 37", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
38,"Node 38", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
