Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
2,"Node 2", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
3,"Node 3", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
4,"Node 4", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
5,"Node 5", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
6,"Node 6", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
7,"Node 7", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
8,"Node 8", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
9,"Node 9", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
10,"Node 10", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
11,"Node 11", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
12,"Node 12", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
13,"Node 13", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
14,"Node 14", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
15,"Node 15", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
16,"Node 16", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
17,"Node 17", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
18,"Node 18", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
19,"Node 19", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
20,"Node 20", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
21,"Node 21", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
22,"Node 22", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
23,"Node 23", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
24,"Node 24", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
25,"Node 25", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
26,"Node 26", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
27,"Node 27", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
28,"Node 28", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
29,"Node 29", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
30,"Node 30", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
31,"Node 31", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
32,"Node 32", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
33,"Node 33", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
34,"Node 34", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
35,"Node 35", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
36,"Node 36", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
37,"Node 37", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
38,"Node 38", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
39,"Node 39", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
40,"Node 40", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
41,"Node 41", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
42,"Node 42", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
43,"Node 43", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
44,"Node 44", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
45,"Node 45", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
46,"Node 46", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
47,"Node 47", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
48,"Node 48", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
49,"Node 49", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
