Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail
1,"Node 1", 39.00, 5.00, 8.00, 0.00, 0.00
2,"Node 2", 37.00, 6.00, 9.00, 0.00, 0.00
3,"Node 3", 27.00, 19.00, 6.00, 0.00, 0.00
4,"Node 4", 31.00, 18.00, 3.00, 0.00, 0.00
5,"Node 5", 31.00, 14.00, 7.00, 0.00, 0.00
6,"Node 6", 23.00, 28.00, 1.00, 0.00, 0.00
7,"Node 7", 31.00, 16.00, 5.00, 0.00, 0.00
8,"Node 8", 32.00, 17.00, 3.00, 0.00, 0.00
9,"Node 9", 20.00, 27.00, 5.00, 0.00, 0.00
10,"Node 10", 32.00, 14.00, 6.00, 0.00, 0.00
11,"Node 11", 28.00, 13.00, 11.00, 0.00, 0.00
12,"Node 12", 33.00, 16.00, 3.00, 0.00, 0.00
13,"Node 13", 21.00, 31.00, 0.00, 0.00, 0.00
14,"Node 14", 29.00, 18.00, 5.00, 0.00, 0.00
15,"Node 15", 22.00, 27.00, 3.00, 0.00, 0.00
16,"Node 16", 23.00, 29.00, 0.00, 0.00, 0.00
17,"Node 17", 34.00, 14.00, 4.00, 0.00, 0.00
18,"Node 18", 21.00, 29.00, 2.00, 0.00, 0.00
19,"Node 19", 24.00, 18.00, 10.00, 0.00, 0.00
20,"Node 20", 21.00, 29.00, 2.00, 0.00, 0.00
21,"Node 21", 19.00, 32.00, 1.00, 0.00, 0.00
22,"Node 22", 27.00, 20.00, 5.00, 0.00, 0.00
23,"Node 23", 19.00, 32.00, 1.00, 0.00, 0.00
24,"Node 24", 9.00, 43.00, 0.00, 0.00, 0.00
25,"Node 25", 29.00, 15.00, 8.00, 0.00, 0.00
26,"Node 26", 16.00, 34.00, 2.00, 0.00, 0.00
27,"Node 27", 36.00, 10.00, 6.00, 0.00, 0.00
28,"Node 28", 9.00, 39.00, 4.00, 0.00, 0.00
29,"Node 29", 30.00, 18.00, 4.00, 0.00, 0.00
30,"Node 30", 13.00, 39.00, 0.00, 0.00, 0.00
31,"Node 31", 18.00, 32.00, 2.00, 0.00, 0.00
32,"Node 32", 30.00, 15.00, 7.00, 0.00, 0.00
33,"Node 33", 4.00, 48.00, 0.00, 0.00, 0.00
34,"Node 34", 26.00, 22.00, 4.00, 0.00, 0.00
35,"Node 35", 17.00, 32.00, 3.00, 0.00, 0.00
36,"Node 36", 15.00, 37.00, 0.00, 0.00, 0.00
37,"Node 37", 28.00, 19.00, 5.00, 0.00, 0.00
38,"Node 38", 6.00, 46.00, 0.00, 0.00, 0.00
39,"Node 39", 28.00, 16.00, 8.00, 0.00, 0.00
40,"Node 40", 29.00, 19.00, 4.00, 0.00, 0.00
41,"Node 41", 31.00, 20.00, 1.00, 0.00, 0.00
42,"Node 42", 28.00, 20.00, 4.00, 0.00, 0.00
43,"Node 43", 19.00, 32.00, 1.00, 0.00, 0.00
44,"Node 44", 25.00, 24.00, 3.00, 0.00, 0.00
45,"Node 45", 23.00, 22.00, 7.00, 0.00, 0.00
46,"Node 46", 11.00, 40.00, 1.00, 0.00, 0.00
47,"Node 47", 22.00, 28.00, 2.00, 0.00, 0.00
48,"Node 48", 7.00, 45.00, 0.00, 0.00, 0.00
49,"Node 49", 26.00, 25.00, 1.00, 0.00, 0.00
50,"Node 50", 5.00, 47.00, 0.00, 0.00, 0.00
51,"Node 51", 27.00, 20.00, 5.00, 0.00, 0.00
52,"Node 52", 3.00, 49.00, 0.00, 0.00, 0.00
53,"Node 53", 9.00, 42.00, 1.00, 0.00, 0.00
54,"Node 54", 25.00, 18.00, 9.00, 0.00, 0.00
55,"Node 55", 31.00, 16.00, 5.00, 0.00, 0.00
56,"Node 56", 10.00, 39.00, 3.00, 0.00, 0.00
57,"Node 57", 41.00, 6.00, 5.00, 0.00, 0.00
58,"Node 58", 10.00, 42.00, 0.00, 0.00, 0.00
59,"Node 59", 17.00, 35.00, 0.00, 0.00, 0.00
60,"Node 60", 20.00, 30.00, 2.00, 0.00, 0.00
61,"Node 61", 29.00, 21.00, 2.00, 0.00, 0.00
62,"Node 62", 19.00, 31.00, 2.00, 0.00, 0.00
63,"Node 63", 17.00, 34.00, 1.00, 0.00, 0.00
64,"Node 64", 5.00, 47.00, 0.00, 0.00, 0.00
65,"Node 65", 7.00, 45.00, 0.00, 0.00, 0.00
66,"Node 66", 16.00, 34.00, 2.00, 0.00, 0.00
67,"Node 67", 12.00, 37.00, 3.00, 0.00, 0.00
68,"Node 68", 9.00, 43.00, 0.00, 0.00, 0.00
69,"Node 69", 32.00, 14.00, 6.00, 0.00, 0.00
70,"Node 70", 20.00, 26.00, 6.00, 0.00, 0.00
71,"Node 71", 6.00, 46.00, 0.00, 0.00, 0.00
72,"Node 72", 18.00, 30.00, 4.00, 0.00, 0.00
73,"Node 73", 3.00, 49.00, 0.00, 0.00, 0.00
74,"Node 74", 33.00, 14.00, 5.00, 0.00, 0.00
75,"Node 75", 25.00, 26.00, 1.00, 0.00, 0.00
76,"Node 76", 21.00, 30.00, 1.00, 0.00, 0.00
77,"Node 77", 18.00, 30.00, 4.00, 0.00, 0.00
78,"Node 78", 17.00, 31.00, 4.00, 0.00, 0.00
79,"Node 79", 18.00, 34.00, 0.00, 0.00, 0.00
80,"Node 80", 24.00, 28.00, 0.00, 0.00, 0.00
81,"Node 81", 28.00, 16.00, 8.00, 0.00, 0.00
82,"Node 82", 20.00, 30.00, 2.00, 0.00, 0.00
83,"Node 83", 17.00, 34.00, 1.00, 0.00, 0.00
84,"Node 84", 10.00, 40.00, 2.00, 0.00, 0.00
85,"Node 85", 5.00, 47.00, 0.00, 0.00, 0.00
86,"Node 86", 3.00, 49.00, 0.00, 0.00, 0.00
87,"Node 87", 7.00, 45.00, 0.00, 0.00, 0.00
88,"Node 88", 14.00, 36.00, 2.00, 0.00, 0.00
89,"Node 89", 13.00, 37.00, 2.00, 0.00, 0.00
90,"Node 90", 16.00, 35.00, 1.00, 0.00, 0.00
91,"Node 91", 29.00, 23.00, 0.00, 0.00, 0.00
92,"Node 92", 7.00, 45.00, 0.00, 0.00, 0.00
93,"Node 93", 14.00, 33.00, 5.00, 0.00, 0.00
94,"Node 94", 16.00, 36.00, 0.00, 0.00, 0.00
95,"Node 95", 19.00, 33.00, 0.00, 0.00, 0.00
96,"Node 96", 13.00, 37.00, 2.00, 0.00, 0.00
97,"Node 97", 15.00, 37.00, 0.00, 0.00, 0.00
98,"Node 98", 25.00, 22.00, 5.00, 0.00, 0.00
99,"Node 99", 26.00, 21.00, 5.00, 0.00, 0.00
100,"Node 100", 24.00, 25.00, 3.00, 0.00, 0.00
101,"Node 101", 10.00, 42.00, 0.00, 0.00, 0.00
