Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
2,"Node 2", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
3,"Node 3", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
4,"Node 4", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
5,"Node 5", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
6,"Node 6", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
7,"Node 7", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
8,"Node 8", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
9,"Node 9", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
10,"Node 10", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
11,"Node 11", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
12,"Node 12", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
13,"Node 13", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
14,"Node 14", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
15,"Node 15", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
16,"Node 16", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
17,"Node 17", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
18,"Node 18", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
19,"Node 19", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
20,"Node 20", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
21,"Node 21", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
22,"Node 22", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
23,"Node 23", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
24,"Node 24", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
25,"Node 25", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
26,"Node 26", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
27,"Node 27", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
28,"Node 28", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
29,"Node 29", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
30,"Node 30", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
31,"Node 31", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
32,"Node 32", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
33,"Node 33", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
34,"Node 34", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
35,"Node 35", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
36,"Node 36", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
37,"Node 37", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
38,"Node 38", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
39,"Node 39", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
40,"Node 40", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
41,"Node 41", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
42,"Node 42", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  2
43,"Node 43", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
44,"Node 44", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
45,"Node 45", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
46,"Node 46", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
47,"Node 47", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
48,"Node 48", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
49,"Node 49", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
50,"Node 50", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
51,"Node 51", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  2
52,"Node 52", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
53,"Node 53", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  2
54,"Node 54", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
55,"Node 55", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  2
56,"Node 56", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  2
57,"Node 57", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
58,"Node 58", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
59,"Node 59", 48.00, 0.00, 4.00, 0.00, 0.00,  0,  2
60,"Node 60", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  2
