Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 39.00, 0.00, 157.00, 13772.00, 0.00, 12.00,  0,  1
2,"Node 2", 0.00, 0.00, 0.00, 9005.00, 0.00, 0.00,  0,  0
3,"Node 3", 40.00, 0.00, 160.00, 17652.00, 0.00, 8.00,  0,  1
4,"Node 4", 38.00, 0.00, 167.00, 16480.00, 0.00, 3.00,  0,  1
5,"Node 5", 0.00, 0.00, 0.00, 17169.00, 0.00, 0.00,  0,  0
6,"Node 6", 34.00, 0.00, 161.00, 19946.00, 0.00, 13.00,  0,  1
7,"Node 7", 142.00, 0.00, 63.00, 1324.00, 0.00, 3.00,  0,  2
8,"Node 8", 32.00, 0.00, 170.00, 26545.00, 0.00, 6.00,  0,  1
9,"Node 9", 35.00, 0.00, 164.00, 16660.00, 0.00, 9.00,  0,  1
10,"Node 10", 34.00, 0.00, 168.00, 17220.00, 0.00, 6.00,  0,  1
11,"Node 11", 143.00, 0.00, 62.00, 140.00, 0.00, 3.00,  0,  2
12,"Node 12", 41.00, 0.00, 156.00, 17588.00, 0.00, 11.00,  0,  1
13,"Node 13", 38.00, 0.00, 161.00, 12601.00, 0.00, 9.00,  0,  1
14,"Node 14", 39.00, 0.00, 166.00, 13347.00, 0.00, 3.00,  0,  1
15,"Node 15", 44.00, 0.00, 143.00, 11358.00, 0.00, 21.00,  0,  1
16,"Node 16", 45.00, 0.00, 151.00, 21069.00, 0.00, 12.00,  0,  1
17,"Node 17", 43.00, 0.00, 145.00, 15098.00, 0.00, 20.00,  0,  1
18,"Node 18", 44.00, 0.00, 149.00, 6885.00, 0.00, 15.00,  0,  1
19,"Node 19", 42.00, 0.00, 160.00, 13080.00, 0.00, 6.00,  0,  1
20,"Node 20", 35.00, 0.00, 163.00, 8130.00, 0.00, 10.00,  0,  1
21,"Node 21", 0.00, 0.00, 0.00, 608.00, 0.00, 0.00,  0,  0
22,"Node 22", 39.00, 0.00, 151.00, 10805.00, 0.00, 18.00,  0,  1
23,"Node 23", 43.00, 0.00, 141.00, 7998.00, 0.00, 24.00,  0,  1
24,"Node 24", 153.00, 0.00, 52.00, 36.00, 0.00, 3.00,  0,  2
25,"Node 25", 47.00, 0.00, 137.00, 5474.00, 0.00, 24.00,  0,  1
26,"Node 26", 40.00, 0.00, 143.00, 7533.00, 0.00, 25.00,  0,  1
27,"Node 27", 46.00, 0.00, 140.00, 8732.00, 0.00, 22.00,  0,  1
28,"Node 28", 41.00, 0.00, 158.00, 14285.00, 0.00, 9.00,  0,  1
29,"Node 29", 42.00, 0.00, 147.00, 10250.00, 0.00, 19.00,  0,  1
30,"Node 30", 38.00, 0.00, 159.00, 8634.00, 0.00, 11.00,  0,  1
31,"Node 31", 38.00, 0.00, 149.00, 8134.00, 0.00, 21.00,  0,  1
32,"Node 32", 155.00, 0.00, 50.00, 7.00, 0.00, 3.00,  0,  2
33,"Node 33", 53.00, 0.00, 52.00, 2117.00, 0.00, 103.00,  0,  1
34,"Node 34", 53.00, 0.00, 42.00, 1002.00, 0.00, 113.00,  0,  1
35,"Node 35", 44.00, 0.00, 146.00, 4275.00, 0.00, 18.00,  0,  1
36,"Node 36", 39.00, 0.00, 165.00, 10437.00, 0.00, 4.00,  0,  1
37,"Node 37", 44.00, 0.00, 153.00, 12378.00, 0.00, 11.00,  0,  1
38,"Node 38", 27.00, 0.00, 168.00, 5994.00, 0.00, 13.00,  0,  1
39,"Node 39", 103.00, 0.00, 102.00, 12.00, 0.00, 3.00,  0,  2
40,"Node 40", 43.00, 0.00, 132.00, 5111.00, 0.00, 33.00,  0,  1
41,"Node 41", 47.00, 0.00, 138.00, 4406.00, 0.00, 23.00,  0,  1
42,"Node 42", 92.00, 0.00, 113.00, 0.00, 0.00, 3.00,  0,  2
43,"Node 43", 46.00, 0.00, 134.00, 4459.00, 0.00, 28.00,  0,  1
44,"Node 44", 173.00, 0.00, 32.00, 8.00, 0.00, 3.00,  0,  2
45,"Node 45", 119.00, 0.00, 86.00, 0.00, 0.00, 3.00,  0,  2
46,"Node 46", 52.00, 0.00, 52.00, 2012.00, 0.00, 104.00,  0,  1
47,"Node 47", 44.00, 0.00, 138.00, 7602.00, 0.00, 26.00,  0,  1
48,"Node 48", 51.00, 0.00, 70.00, 2701.00, 0.00, 87.00,  0,  1
49,"Node 49", 47.00, 0.00, 103.00, 4013.00, 0.00, 58.00,  0,  1
50,"Node 50", 124.00, 0.00, 81.00, 0.00, 0.00, 3.00,  0,  2
51,"Node 51", 42.00, 0.00, 145.00, 4015.00, 0.00, 21.00,  0,  1
52,"Node 52", 37.00, 0.00, 134.00, 4277.00, 0.00, 37.00,  0,  1
53,"Node 53", 119.00, 0.00, 86.00, 2.00, 0.00, 3.00,  0,  2
54,"Node 54", 35.00, 0.00, 162.00, 8226.00, 0.00, 11.00,  0,  1
55,"Node 55", 40.00, 0.00, 165.00, 4495.00, 0.00, 3.00,  0,  1
56,"Node 56", 53.00, 0.00, 35.00, 1190.00, 0.00, 120.00,  0,  1
57,"Node 57", 49.00, 0.00, 106.00, 2127.00, 0.00, 53.00,  0,  1
58,"Node 58", 52.00, 0.00, 59.00, 1721.00, 0.00, 97.00,  0,  1
59,"Node 59", 46.00, 0.00, 132.00, 1493.00, 0.00, 30.00,  0,  1
60,"Node 60", 48.00, 0.00, 103.00, 1680.00, 0.00, 57.00,  0,  1
61,"Node 61", 48.00, 0.00, 103.00, 3811.00, 0.00, 57.00,  0,  1
62,"Node 62", 41.00, 0.00, 147.00, 3957.00, 0.00, 20.00,  0,  1
63,"Node 63", 134.00, 0.00, 71.00, 0.00, 0.00, 3.00,  0,  2
64,"Node 64", 44.00, 0.00, 148.00, 1279.00, 0.00, 16.00,  0,  1
65,"Node 65", 52.00, 0.00, 56.00, 2003.00, 0.00, 100.00,  0,  1
66,"Node 66", 41.00, 0.00, 156.00, 5892.00, 0.00, 11.00,  0,  1
67,"Node 67", 47.00, 0.00, 115.00, 3572.00, 0.00, 46.00,  0,  1
68,"Node 68", 49.00, 0.00, 109.00, 1752.00, 0.00, 50.00,  0,  1
69,"Node 69", 51.00, 0.00, 92.00, 2847.00, 0.00, 65.00,  0,  1
70,"Node 70", 46.00, 0.00, 116.00, 3499.00, 0.00, 46.00,  0,  1
71,"Node 71", 52.00, 0.00, 77.00, 3353.00, 0.00, 79.00,  0,  1
72,"Node 72", 49.00, 0.00, 109.00, 807.00, 0.00, 50.00,  0,  1
73,"Node 73", 47.00, 0.00, 124.00, 714.00, 0.00, 37.00,  0,  1
74,"Node 74", 45.00, 0.00, 142.00, 3947.00, 0.00, 21.00,  0,  1
75,"Node 75", 0.00, 0.00, 0.00, 58.00, 0.00, 0.00,  0,  0
76,"Node 76", 41.00, 0.00, 152.00, 134.00, 0.00, 15.00,  0,  1
77,"Node 77", 0.00, 0.00, 0.00, 9.00, 0.00, 0.00,  0,  0
78,"Node 78", 63.00, 0.00, 142.00, 0.00, 0.00, 3.00,  0,  2
79,"Node 79", 46.00, 0.00, 140.00, 3944.00, 0.00, 22.00,  0,  1
80,"Node 80", 41.00, 0.00, 153.00, 5710.00, 0.00, 14.00,  0,  1
81,"Node 81", 50.00, 0.00, 88.00, 2318.00, 0.00, 70.00,  0,  1
82,"Node 82", 142.00, 0.00, 63.00, 0.00, 0.00, 3.00,  0,  2
83,"Node 83", 41.00, 0.00, 144.00, 3717.00, 0.00, 23.00,  0,  1
84,"Node 84", 46.00, 0.00, 128.00, 512.00, 0.00, 34.00,  0,  1
85,"Node 85", 43.00, 0.00, 146.00, 5189.00, 0.00, 19.00,  0,  1
86,"Node 86", 48.00, 0.00, 105.00, 356.00, 0.00, 55.00,  0,  1
87,"Node 87", 53.00, 0.00, 23.00, 893.00, 0.00, 132.00,  0,  1
88,"Node 88", 51.00, 0.00, 66.00, 1463.00, 0.00, 91.00,  0,  1
89,"Node 89", 46.00, 0.00, 125.00, 2532.00, 0.00, 37.00,  0,  1
90,"Node 90", 117.00, 0.00, 88.00, 0.00, 0.00, 3.00,  0,  2
91,"Node 91", 48.00, 0.00, 111.00, 1157.00, 0.00, 49.00,  0,  1
92,"Node 92", 44.00, 0.00, 150.00, 3250.00, 0.00, 14.00,  0,  1
93,"Node 93", 43.00, 0.00, 136.00, 1366.00, 0.00, 29.00,  0,  1
94,"Node 94", 44.00, 0.00, 148.00, 3074.00, 0.00, 16.00,  0,  1
95,"Node 95", 39.00, 0.00, 164.00, 2353.00, 0.00, 5.00,  0,  1
96,"Node 96", 52.00, 0.00, 58.00, 933.00, 0.00, 98.00,  0,  1
97,"Node 97", 50.00, 0.00, 76.00, 1308.00, 0.00, 82.00,  0,  1
98,"Node 98", 46.00, 0.00, 136.00, 152.00, 0.00, 26.00,  0,  1
99,"Node 99", 48.00, 0.00, 126.00, 323.00, 0.00, 34.00,  0,  1
100,"Node 100", 51.00, 0.00, 91.00, 655.00, 0.00, 66.00,  0,  1
