Id,Label,Purchases,PathFail,SufferedLiquidityFail,CausedLiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 0.00, 0.00, 52.00, 2850.00, 0.00, 0.00,  0,  1
2,"Node 2", 4.00, 0.00, 48.00, 3353.00, 0.00, 0.00,  0,  1
3,"Node 3", 5.00, 0.00, 47.00, 5.00, 0.00, 0.00,  0,  1
4,"Node 4", 4.00, 0.00, 48.00, 543.00, 0.00, 0.00,  0,  1
5,"Node 5", 4.00, 0.00, 48.00, 1919.00, 0.00, 0.00,  0,  1
6,"Node 6", 3.00, 0.00, 49.00, 89.00, 0.00, 0.00,  0,  2
7,"Node 7", 3.00, 0.00, 49.00, 22.00, 0.00, 0.00,  0,  1
8,"Node 8", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
9,"Node 9", 8.00, 0.00, 44.00, 1045.00, 0.00, 0.00,  0,  2
10,"Node 10", 11.00, 0.00, 41.00, 28.00, 0.00, 0.00,  0,  1
11,"Node 11", 1.00, 0.00, 51.00, 1274.00, 0.00, 0.00,  0,  1
12,"Node 12", 0.00, 0.00, 52.00, 1085.00, 0.00, 0.00,  0,  1
13,"Node 13", 4.00, 0.00, 48.00, 0.00, 0.00, 0.00,  0,  1
14,"Node 14", 3.00, 0.00, 49.00, 948.00, 0.00, 0.00,  0,  1
15,"Node 15", 11.00, 0.00, 41.00, 7.00, 0.00, 0.00,  0,  2
16,"Node 16", 4.00, 0.00, 48.00, 1914.00, 0.00, 0.00,  0,  1
17,"Node 17", 1.00, 0.00, 51.00, 0.00, 0.00, 0.00,  0,  2
18,"Node 18", 6.00, 0.00, 46.00, 0.00, 0.00, 0.00,  0,  2
19,"Node 19", 9.00, 0.00, 43.00, 2871.00, 0.00, 0.00,  0,  1
20,"Node 20", 9.00, 0.00, 43.00, 0.00, 0.00, 0.00,  0,  1
21,"Node 21", 2.00, 0.00, 50.00, 2228.00, 0.00, 0.00,  0,  1
22,"Node 22", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  2
23,"Node 23", 2.00, 0.00, 50.00, 1943.00, 0.00, 0.00,  0,  1
24,"Node 24", 7.00, 0.00, 45.00, 1175.00, 0.00, 0.00,  0,  1
25,"Node 25", 1.00, 0.00, 51.00, 0.00, 0.00, 0.00,  0,  1
26,"Node 26", 6.00, 0.00, 46.00, 194.00, 0.00, 0.00,  0,  1
27,"Node 27", 3.00, 0.00, 49.00, 0.00, 0.00, 0.00,  0,  1
28,"Node 28", 5.00, 0.00, 47.00, 0.00, 0.00, 0.00,  0,  1
