Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
2,"Node 2", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
3,"Node 3", 32.00, 0.00, 20.00, 0.00, 0.00,  0,  1
4,"Node 4", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
5,"Node 5", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
6,"Node 6", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
7,"Node 7", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
8,"Node 8", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
9,"Node 9", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
10,"Node 10", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
11,"Node 11", 43.00, 0.00, 9.00, 0.00, 0.00,  0,  2
12,"Node 12", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
13,"Node 13", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
14,"Node 14", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
15,"Node 15", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
16,"Node 16", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
17,"Node 17", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
18,"Node 18", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
19,"Node 19", 22.00, 0.00, 30.00, 0.00, 0.00,  0,  1
20,"Node 20", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
21,"Node 21", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
22,"Node 22", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
23,"Node 23", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
24,"Node 24", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
25,"Node 25", 37.00, 0.00, 15.00, 0.00, 0.00,  0,  2
26,"Node 26", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
27,"Node 27", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
28,"Node 28", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
29,"Node 29", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  2
30,"Node 30", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
31,"Node 31", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
32,"Node 32", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
33,"Node 33", 39.00, 0.00, 13.00, 0.00, 0.00,  0,  2
34,"Node 34", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
35,"Node 35", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
36,"Node 36", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
37,"Node 37", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  2
38,"Node 38", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
39,"Node 39", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
40,"Node 40", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  1
41,"Node 41", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
42,"Node 42", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
43,"Node 43", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  1
44,"Node 44", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
45,"Node 45", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  1
46,"Node 46", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
47,"Node 47", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
48,"Node 48", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
49,"Node 49", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
50,"Node 50", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  2
51,"Node 51", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
52,"Node 52", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
53,"Node 53", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
54,"Node 54", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  2
55,"Node 55", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  1
56,"Node 56", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
57,"Node 57", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
58,"Node 58", 38.00, 0.00, 14.00, 0.00, 0.00,  0,  2
59,"Node 59", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
60,"Node 60", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  2
61,"Node 61", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  1
62,"Node 62", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
63,"Node 63", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  2
64,"Node 64", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
65,"Node 65", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
66,"Node 66", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
67,"Node 67", 23.00, 0.00, 29.00, 0.00, 0.00,  0,  1
68,"Node 68", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
69,"Node 69", 26.00, 0.00, 26.00, 0.00, 0.00,  0,  2
70,"Node 70", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  2
71,"Node 71", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
72,"Node 72", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
73,"Node 73", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  1
74,"Node 74", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  2
75,"Node 75", 31.00, 0.00, 21.00, 0.00, 0.00,  0,  1
76,"Node 76", 18.00, 0.00, 34.00, 0.00, 0.00,  0,  1
77,"Node 77", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
78,"Node 78", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
79,"Node 79", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
80,"Node 80", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
81,"Node 81", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
82,"Node 82", 21.00, 0.00, 31.00, 0.00, 0.00,  0,  2
83,"Node 83", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
84,"Node 84", 35.00, 0.00, 17.00, 0.00, 0.00,  0,  2
85,"Node 85", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  2
86,"Node 86", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  1
87,"Node 87", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  2
88,"Node 88", 30.00, 0.00, 22.00, 0.00, 0.00,  0,  1
89,"Node 89", 29.00, 0.00, 23.00, 0.00, 0.00,  0,  1
90,"Node 90", 28.00, 0.00, 24.00, 0.00, 0.00,  0,  2
91,"Node 91", 24.00, 0.00, 28.00, 0.00, 0.00,  0,  1
92,"Node 92", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
93,"Node 93", 36.00, 0.00, 16.00, 0.00, 0.00,  0,  2
94,"Node 94", 20.00, 0.00, 32.00, 0.00, 0.00,  0,  2
95,"Node 95", 19.00, 0.00, 33.00, 0.00, 0.00,  0,  2
96,"Node 96", 33.00, 0.00, 19.00, 0.00, 0.00,  0,  2
97,"Node 97", 34.00, 0.00, 18.00, 0.00, 0.00,  0,  1
98,"Node 98", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
99,"Node 99", 25.00, 0.00, 27.00, 0.00, 0.00,  0,  1
100,"Node 100", 27.00, 0.00, 25.00, 0.00, 0.00,  0,  1
